,texts,labels
692,can i ask for cashback with a credit card,other
693,was maude a spin off of all in the family,other
694,is 38 special and 38 s&w the same,other
695,are there any damart shops in the uk,other
696,is radius of curvature same as centre of curvature,other
697,is homeland security part of the executive branch,other
698,was employee of the month filmed at costco,ind
699,did all the soldiers survive in 12 strong,other
700,are voltage-gated sodium channels always open,other
701,can you get a second queen in chess,other
702,does the nile flow into the mediterranean sea,other
703,is jersey and guernsey part of the uk,other
704,is there an operating room on air force one,other
705,is the positive terminal of a battery the anode,other
706,are us and canadian passports the same size,other
707,is harry potter and the philosopher's stone the first book,cremat
708,are there water rides at knott's berry farm,other
709,is jigsaw a part of the saw series,other
710,is it's a wonderful life public domain,other
711,did hurricane ike create a recorded storm surge,other
712,does the tour de france take the same route every year,other
713,can we use nuclear power to propel spaceships,other
714,is 2 cycle and 2 stroke the same thing,other
715,is the head gasket part of the motor,body
716,is northern ireland part of the united kingdom,other
717,is there a follow up movie to the golden compass,cremat
718,is the bourne series based on a true story,cremat
719,is there a movie called category 7 end of the world,cremat
720,is there a 500 dollar bill in us currency,other
721,can you put a mini itx motherboard in an atx case,other
722,can the atmosphere be considered a natural resource,other
723,is a red stag bigger than an elk,animal
724,does nba have one and one free throws,other
725,are there any sharks in the mississippi river,animal
726,did greece qualify for the world cup 2018,other
727,are the hilton hotels owned by the hiltons,other
728,is egypt considered part of the middle east,other
729,does golden goal apply in the world cup,other
730,is it possible to drive from alaska to chile,other
731,does a square matrix always have an inverse,other
732,is the uk the only country with a monarchy,country
733,is the wind through the keyhole part of a series,other
734,is the statue of liberty on new jersey,other
735,is there a water park at alton towers,other
736,the persian empire attacked greece by both land and sea,gr
737,is a the window seat on a plane,other
738,is the current movie a star is born a remake,cremat
739,is the fuller brush company still in business,gr
740,are all boston terriers born by c section,animal
741,is there a fifty shades of grey part 2,other
