,texts,labels
82,How did Edith Bunker die ?,manner
83,How is Paraguay for vacations ?,manner
84,How does a bill become law ?,manner
85,How do I do this ?,manner
86,How does a parachute work ?,manner
87,How do I give a good massage ?,manner
88,How can you be happy ?,manner
89,How can I get in touch with Michael Moore of `` Roger & Me '' ?,manner
90,How do clouds form ?,manner
91,How can I get a CCT diagram ?,manner
92,How do doctors diagnose bone cancer ?,manner
93,How do I find info about rice importers in the world ?,manner
94,How does hair curl ?,manner
95,How do you buy stocks ?,manner
96,How can I get someone 's phone number if I only have their screen name ?,manner
97,How did the Great Depression affect Japan 's history ?,manner
98,How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,manner
99,How did Socrates die ?,manner
100,How do I legally make my own will and testament ?,manner
101,How do I install a tile floor ?,manner
102,How do you address a Chinese person ?,manner
103,How do they type Chinese characters on a keyboard ?,manner
104,How can I easily remove red wine stains from t-shirts ?,manner
105,How do I log on to home page at Headquarters U.S. European Command ?,manner
106,How do you reference a website ?,manner
107,How do you tell your parents you are dating an older man ?,manner
108,How does marijuana lead to other drugs ?,manner
109,How do I know how much money to save for retirement ?,manner
110,How do they get Teflon to stick to the pan ?,manner
111,How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?,manner
112,How do wasps make their nests ?,manner
113,How can I find a phone number of someone if I only know their email address ?,manner
114,How can I find out what year a Beanie Baby was introduced ?,manner
115,How can I get someone 's email address ?,manner
116,How does a copier work ?,manner
117,How can I register my website in Yahoo for free ?,manner
118,How did the 7th inning stretch get started ?,manner
119,How is Easter Sunday 's date determined ?,manner
120,How did former WWF wrestler Rick Rude die ?,manner
121,How is the element strontium purified ?,manner
122,How can you tell when figs are ripe ?,manner
123,How do I get a complete list of all the people that are living with the last name Kilvington ?,manner
124,How does it make its colors ?,manner
125,How does crosstalk relate to InSb thickness in infrared detectors ?,manner
126,How is bubble wrap made ?,manner
127,How do you make the color purple ?,manner
128,How do they find or choose witnesses to an execution ?,manner
129,How do I make fuel bricks from recycled newspaper ?,manner
130,How can I find out how much income tax is paid on Social Security income on the 1998 income tax ?,manner
131,How do you dunk ?,manner
132,How do I sing like Elvis Presley ?,manner
133,How does rabies spread ?,manner
134,How can I gain access to a spy satelite ?,manner
135,How do websites like Yahoo and Excite make money ?,manner
136,How did U.S.A become involved in the Barbary Wars,manner
137,How do you clean badly tarnished brass ?,manner
138,How do you write a correct critical analysis of a poem ?,manner
139,How do I keep cats out of my flower garden for good ?,manner
140,How did the war of 1812 affect Delaware ?,manner
141,How do I tie a tie ?,manner
142,How do I get another city 's newspaper ?,manner
143,How can you get rust stains out of clothing ?,manner
144,How do I find out the exact time of a sunset for a particular day ?,manner
145,How do you convert foot-pounds to foot-inches ?,manner
146,How do I find if my relatives were on the Trail of Tears ?,manner
147,How does the tail affect the flight of a kite ?,manner
148,How does the car in `` Christine '' become possessed ?,manner
149,How do movie blues screens work ?,manner
150,How do storms form ?,manner
151,How do plants make food ?,manner
152,How is digital audio used ?,manner
153,How does the Elongated Man know a mystery is afoot ?,manner
154,How do cameras take pictures ?,manner
155,How does General Mills manufacture Cheerios ?,manner
156,How is saline used in medicine ?,manner
157,How do I register a trade name in North Carolina ?,manner
158,How can I find out how much it costs to raise a baby for six months ?,manner
159,How do you write MLA style bibliographies for an Internet source ?,manner
160,How does the chain of command work inside an US army Apache helicopter ?,manner
161,How do I love thee ?,manner
162,How is cologne made ?,manner
163,How do you determine if a computer monitor has an SVGA adapter ?,manner
164,How do I tie dye clothes ?,manner
165,How can I look up someone 's E-mail address on the Internet ?,manner
166,What do I have to do to get good grades in school ?,manner
167,How do companies cut paper so thin ?,manner
168,How do you match a name to a social security number ?,manner
169,How is silk screening done ?,manner
170,How do you do a bibliography page ?,manner
171,How do you get to the top of the Eiffel Tower ?,manner
172,How do you get dates with the `` Hooters '' girls ?,manner
173,How do you tell somebody you like them ?,manner
174,How do hermit crabs reproduce ?,manner
175,How did Peabody and Sherman travel through time ?,manner
176,How do I know someone is truly in love with me ?,manner
177,How do you solve `` Rubik 's Cube '' ?,manner
178,How you can raise your IQ ?,manner
179,How does a hydroelectric dam work ?,manner
180,How did the Hohenzollerns build their power around 17 ?,manner
181,How do I find the balance of my social security account ?,manner
182,How do you stop junk snail mail ?,manner
183,How do they raise the cranes when building high-rise buildings ?,manner
184,How does a chick breathe inside an egg ?,manner
185,How can I stop or slow down aging ?,manner
186,How did serfdom develop in and then leave Russia ?,manner
187,How do you find oxidation numbers ?,manner
188,How does a submarine operate ?,manner
189,How do you fix squeaky floors ?,manner
190,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",manner
191,How can I find out which cities have cable-modem access ?,manner
192,How can anyone tell if a female had sexual intercourse ?,manner
193,How were the days of the week named ?,manner
194,How can I get some free technical information on Electric Vehicle ?,manner
195,How is the election of a new Pope announced to the world ?,manner
196,How do you pronounce `` Tzimisce '' ?,manner
197,How can someone become a federal agent ?,manner
198,How is the new Ford Econoline van F25 V1 engine ?,manner
199,How would I find the price of different organs that have been donated ?,manner
200,How can I give myself a French manicure ?,manner
201,How do you ask questions ?,manner
202,How is a hydrogen bomb different from a nuclear bomb ?,manner
203,How do I contact answers.com ?,manner
204,How is energy created ?,manner
205,How does the speed the magnet spins in a generator affect the output of the generator ?,manner
206,How do you get a broken cork out of a bottle ?,manner
207,How do I get my LAN card activated so that it can hook up to another computer without using a HUB ?,manner
208,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,manner
209,How do I start a bank ?,manner
210,How would someone go about becoming an organ donor ?,manner
211,How can your school march in the Macy 's Thanksgiving Parade ?,manner
212,How is the word ` qigong ' pronounced ?,manner
213,How do you identify prime numbers ?,manner
214,How do I find a city if I have the area code ?,manner
215,How can I enforce new rules to a group of youngsters who have been allowed to do as they please .,manner
216,How does lightning travel ?,manner
217,How can I search for a word within my own webpage ?,manner
218,How do I impress a guy ?,manner
219,How do you get silly putty out of fabric ?,manner
220,How do I write to my Congressman ?,manner
221,How can I get my product licensed by the NBA ?,manner
222,How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?,manner
223,"In My Antonia , how is Mr. Shimerda out of place on the farm ?",manner
224,How do microwaves work ?,manner
225,How is plastic made ?,manner
226,How do you do a topic outline ?,manner
227,How did people respond to the idea of the first millenium ?,manner
228,How was the ACLU formed ?,manner
229,How do they find an epicenter ?,manner
230,How do you correctly say the word ` qigong ' ?,manner
231,How do you clean up a cache ?,manner
232,How does an abacus work ?,manner
233,How do Ouija Boards work ?,manner
234,How do vending machines tell if your dollar is a 1 or a 5 ?,manner
235,How does Zatanna perform her magic in DC comics ?,manner
236,How did the bikini bathing suite get its name ?,manner
237,How can I determine the radius of an ellipse ?,manner
238,How was Lawrence,manner
239,How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,manner
240,How does psorisis disappear ?,manner
241,How does a glacier form ?,manner
242,How does James Bond like his martinis ?,manner
243,How do boats float ?,manner
244,How do you ask a total stranger out on a date ?,manner
245,How do you look up criminal records on the Internet ?,manner
246,How do I find out what cities are in a certain area code ?,manner
247,How is Answers.com funded ?,manner
248,How can I trace my family roots ?,manner
249,How do you find out what is allowed to claim as a contibution for income tax purposes ?,manner
250,How do I contact Answers.com direct ?,manner
251,What James Michener book is subtitled Spanish Travels and Reflections ?,cremat
252,What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?,cremat
253,What is the folklore story regarding birds ' nests and birds in Christmas trees ?,cremat
254,What Sinatra hit did he dooby dooby do in ?,cremat
255,"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?",cremat
256,What Homerian epic chronicles events toward the end of the Trojan Wars ?,cremat
257,What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,cremat
258,What Erica Jong novel deals with Isadora Wing 's fear ?,cremat
259,What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?,cremat
260,What book is the follow-up to Future Shock ?,cremat
261,Which comic book was not spawned directly from the pulp magazines ?,cremat
262,What Dickens novel has David carrying the message `` Barkis is willin '' to Peggy ?,cremat
263,What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?,cremat
264,What was the name of that popular song the Creeps sang ?,cremat
265,What was John F. Kennedy 's 1960 campaign song ?,cremat
266,Name a Salt Lake City newspaper .,cremat
267,Name the only extant trilogy of classical Greek plays .,cremat
268,Which magazine is `` fine entertainment for men '' ?,cremat
269,What are the top 5 fiction books of all time ?,cremat
270,Names of books by James A. Michener set in the following locations ?,cremat
271,What did Thomas Paine write ?,cremat
272,What document did President Andrew Johnson want a copy of placed under his head upon his burial ?,cremat
273,What movie tour of the Roman empire features the admonition : `` Row well and live '' ?,cremat
274,What sports magazine has the largest circulation ?,cremat
275,What Aesop 's fable has the moral : `` The race is not always to the swift. Slow and steady is bound to win '' ?,cremat
276,What was a California prayer book to an Old West gambler ?,cremat
277,What is the name of the kids ' show from Canadian Public TV with the singing pineapple ?,cremat
278,What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,cremat
279,What was Jimmy Durante 's theme song ?,cremat
280,What movie did Steven Spielberg direct in 1975 ?,cremat
281,What book does Holden Caulfield appear in ?,cremat
282,What song served as the closing theme of The Johnny Cash Show ?,cremat
283,Name four comic strips about pilots .,cremat
284,What was the sequel to The Pink Panther ?,cremat
285,What was the sequel to The Moon 's Balloon ?,cremat
286,Name the four stories contained in Edith Wharton 's `` Old New York . '',cremat
287,What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?,cremat
288,What British TV series inspired All in the Family ?,cremat
289,What Shakespearean play featured Shylock ?,cremat
290,What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?,cremat
291,What 1965 film had Jack Lemmon portraying a cartoonist ?,cremat
292,What is the first book of the Old Testament ?,cremat
293,Name a novel written by John Steinbeck .,cremat
294,What is the longest-running television series ?,cremat
295,What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?,cremat
296,What Marx Brothers movie centers on a stolen painting ?,cremat
297,What TV series changed the names to protect the innocent ?,cremat
298,What 1966 boob tube bomb took astronauts back to prehistoric times ?,cremat
299,What British TV series featured Emma Peel ?,cremat
300,What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 1943 's Old Acquaintance ?,cremat
301,What are the shortest and the longest songs ever produced ?,cremat
302,In what medium is Stuart Hamblen considered to be the first singing cowboy ?,cremat
303,What is the movie Jonathan Livingstone Seagull ?,cremat
304,"What late-night TV show features Larry , Bud , Melman and Toast on a Stick ?",cremat
305,What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?,cremat
306,What Judith Rossner novel was made into a film starring Diane Keaton ?,cremat
307,What does Knight Ridder publish ?,cremat
308,What is the name of the Michelangelo painting that shows two hands with fingers touching ?,cremat
309,What novel has Big Brother watching ?,cremat
310,What is the Jewish bible called ?,cremat
311,What Hermann Hesse book gave its name to a rock group ?,cremat
312,In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children ?,cremat
313,What tale has the moral : `` He who wants everything gets nothing '' ?,cremat
314,What Tom Wolfe book is about the Mercury astronauts ?,cremat
315,What is the name of the song that Dracula plays on the organ ?,cremat
316,What was Mae West 's last film ?,cremat
317,What was Mel Gibson 's first movie ?,cremat
318,"What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?",cremat
319,What 's the U.S. Navy hymn ?,cremat
320,What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,cremat
321,"What TV show premiered on January 15 , 1981 ?",cremat
322,What William Styron book is about a black preacher who leads a slave revolt ?,cremat
323,What 's the second-biggest-selling magazine in America ?,cremat
324,What Morris West novel deals with Russian bishop who becomes Pope ?,cremat
325,What are the most albums sold by one artist or band ?,cremat
326,What was the first Gilbert and Sullivan opera ?,cremat
327,What book was F. Scott Fitzgerald working on when he died in Hollywood in 194 ?,cremat
328,What is a movie that Kevin Costner made about Sioux Indians ?,cremat
329,What Jules Verne novel features scientists held captive in the submarine Nautilus ?,cremat
330,Which medium is Hamblen the first singing cowboy in ?,cremat
331,What 1956 Grace Metalious novel was on the best-seller list for two years ?,cremat
332,What film did Lee Marvin win the 1965 best actor Oscar for ?,cremat
333,What film dramatized the Scopes monkey trial ?,cremat
334,What is a film starring Jude Law ?,cremat
335,What TV game show once saw a contestant admit to picking his toes in the shower ?,cremat
336,What was Hitler 's favorite movie ?,cremat
337,"What Stephen Sondheim ballad ends : `` Well , maybe next year.. . '' ?",cremat
338,Name a film that has won the Golden Bear in the Berlin Film Festival ?,cremat
339,In what book can I find the story of Aladdin ?,cremat
340,What is the name of Kevin Costner 's movie about Sioux Indians ?,cremat
341,"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?",cremat
342,What novel did Ian Fleming introduce James Bond in ?,cremat
343,Which is the most-used computer program ?,cremat
344,What film opens with an assassin tumbling from the Seattle Space Needle ?,cremat
345,"What book opens : `` At a certain village in La Mancha , which I shall not name.. . '' ?",cremat
346,What movie did Madilyn Kahn star in with Gene Wilder ?,cremat
347,Name the story by Chris Van Allsburg in the which a boy tries to become a great sailor ?,cremat
348,What is a good book to read for people who hate to read ?,cremat
349,What 's the biggest-selling U.S. magazine aimed at a black audience ?,cremat
350,What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?,cremat
351,What TV show did John Sebastian sing the theme for ?,cremat
352,Which comic strip was never turned into a Broadway musical ?,cremat
353,What kind of books does Fodor 's publish ?,cremat
354,What 1964 film introduced the song My Kind of Town ?,cremat
355,What is the fastest-growing comic strip of all time ?,cremat
356,Name a movie about the Sioux Indians starring Kevin Costner .,cremat
357,What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,cremat
358,What did Aaron Hass write ?,cremat
359,What hymn did John Steinbeck get his title The Grapes of Wrath from ?,cremat
360,"What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?",cremat
361,What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?,cremat
362,Which Kevin Costner movie involves the Sioux Indians ?,cremat
363,"What Robert Louis Stevenson novel was inspired by Deacon William Brodie , a cabinetmaker by day and burglar by night ?",cremat
364,What film featured a snarly character named Kid Shelleen ?,cremat
365,What Leon Uris novel dealt with the Russian capture of Berlin ?,cremat
366,"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?",cremat
367,What 2 statues did France give to other countries ?,cremat
368,What is Beethoven 's 9th symphony called ?,cremat
369,What was the first English play written exclusively for children ?,cremat
370,What were popular songs and types of songs in the 1920s ?,cremat
371,What is the name of a book written by Aaron Hass ?,cremat
372,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,cremat
373,What Don McLean song laments the day Buddy Holly died ?,cremat
374,What song did Patti Page set people dancing to in 1950 ?,cremat
375,What Broadway musical was inspired by Cervantes 's Don Quixote ?,cremat
376,What TV station did Mary Richards work for ?,cremat
377,What are the first ten amendements passed ?,cremat
378,"What Michelangelo sculpture is in Saint Peter 's Cathedral , Basilica , ?",cremat
379,What was the first Sam Spade novel ?,cremat
380,What was the top box office movie in April 1998 ?,cremat
381,What D.H. Lawrence novel was originally titled Tenderness ?,cremat
382,What 's the sequel to Alice 's Adventures in Wonderland ?,cremat
383,"Name a movie that the actress , Sandra Bullock , had a role in .",cremat
384,What album put The Beatles on the cover of Time in 1967 ?,cremat
385,What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy ?,cremat
386,What movie has made the most money ?,cremat
387,What newspaper serves Salt Lake City ?,cremat
388,What program do I need to run a .tbk file ?,cremat
389,What film was Jude Law in ?,cremat
390,What film did Louise Fletcher win the best actress Oscar for ?,cremat
391,Stuart Hamblen is considered to be the first singing cowboy of which medium ?,cremat
392,What Nevil Shute novel is about the doomed survivors of a nuclear war ?,cremat
393,What J.R.R. Tolkien book features Bilbo Baggins as the central character ?,cremat
394,What Broadway show introduced the song Some Enchanted Evening ?,cremat
395,What was Connecticut 's first constitution called ?,cremat
396,What comic strip sometimes features a mailman named Beasley ?,cremat
397,Jude Law was in what movie ?,cremat
398,What J.R.R. Tolkien book features Gimli as a central character ?,cremat
399,What medium is Stuart Hamblen the first singing cowboy in ?,cremat
400,What book did Aaron Hass write ?,cremat
401,"What 1942 espionage movie reunited director John Huston with Maltese Falconers Humphrey Bogart , Mary Astor , and Sidney Greenstreet ?",cremat
402,What is the best-selling television soundtrack of all time ?,cremat
403,In what film did Steven Spielberg 's dog star as the main character 's dog ?,cremat
404,What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,cremat
405,What 's the name of the Tampa newspaper ?,cremat
406,What song put James Taylor in the limelight ?,cremat
407,What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?,cremat
408,On what T.V. show could Tom Terrific be found ?,cremat
409,What is Dr. Seuss ' most popular book ?,cremat
410,What 1953 film won Frank Sinatra a best supporting actor Oscar ?,cremat
411,What Irwin Allen bomb has Richard Widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?,cremat
412,What 1963 Joseph L. Mankiewicz film cost $28 million ?,cremat
413,What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?,cremat
414,"What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?",cremat
415,What novel inspired the movie BladeRunner ?,cremat
416,What film ends with the line : `` This is Mrs. Norman Maine '' ?,cremat
417,"What magazine paid $5 , 000 for an eight-millimeter film of John F. Kennedy 's assassination ?",cremat
418,"What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?",cremat
419,"What Broadway musical featured the song , `` If I were a rich man ? ''",cremat
420,What film was based on the play Everybody Comes to Rick 's ?,cremat
421,What daily newspaper will `` help you see clearer across the USA '' ?,cremat
422,What Kennedy was married to Ethel ?,cremat
423,"What 1950 film won seven Oscars , including best picture ?",cremat
424,What software offers inventors use of CAD-like design ?,cremat
425,"What poem contains the line , `` grow old with me the best is yet to be '' .",cremat
426,"What magazine gives us the cream , not the skim ?",cremat
427,What was Edward Albee 's first full-length play ?,cremat
428,What film marked Robert Redford 's directorial debut ?,cremat
429,What Peter Blatty novel recounts the horrors of Regan MacNeil 's possession by the devil ?,cremat
430,What was the first video ever made ?,cremat
431,Which Beatles disc cover honors the Rolling Stones ?,cremat
432,What film or films has Jude Law appeared in ?,cremat
433,What 's the only work by Michelangelo that bears his signature ?,cremat
434,What 1927 silent film received an international revival in 1981 ?,cremat
435,What Frederick Forsyth novel chronicles the toppling of an African government by mercenaries ?,cremat
436,What is the largest sculpture in the world ?,cremat
437,What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?,cremat
438,What films featured the character Popeye Doyle ?,cremat
439,Jude Law acted in which film ?,cremat
440,What was the name of Baretta 's cockatoo ?,animal
441,What species is a colt ?,animal
442,"What spider makes a superb pet , even said to recognize its master ?",animal
443,What was Paul Bunyan 's ox 's name ?,animal
444,What kind of creatures are the Canary Islands named for ?,animal
445,What film canine is buried in Pere-Lachaise cemetery in Paris ?,animal
446,What animals acted as lapwarmers for American colonists in church ?,animal
447,Which produces the longer sperm - an elephant or a mouse ?,animal
448,What was the orca 's name that died of a fungal infection at Sea World ?,animal
449,What is the West Virginia state animal ?,animal
450,What is California 's state bird ?,animal
451,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",animal
452,What was the name of Roy Rogers 's dog ?,animal
453,What animal has the best hearing ?,animal
454,What common livestock have the greatest variety of breeds ?,animal
455,What kind of dog is Scooby Doo ?,animal
456,What was the name of the orca that died of a fungal infection ?,animal
457,"What kind of creatures are black , yellow , and brown bullheads ?",animal
458,What kind of mammal is a colt ?,animal
459,What animal has the biggest eyes ?,animal
460,What animals do you find in the stock market ?,animal
461,What Hollywood dog died in the arms of Jean Harlow in 1932 ?,animal
462,What dog was dubbed The Mortgage Lifter ?,animal
463,What animal 's tail is called a brush ?,animal
464,What rabbit got its name because its ears resembled those of a jackass ?,animal
465,What do you call a group of geese ?,animal
466,What is the full classification of a lady bug ?,animal
467,"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",animal
468,What fowl grabs the spotlight after the Chinese Year of the Monkey ?,animal
469,What kinds of animals are in Cambodia ?,animal
470,What five-time winner of the Kentucky Derby lost his first 25 races ?,animal
471,What kind of animal was Winnie the Pooh ?,animal
472,What kind of animals were in the Paleozoic era ?,animal
473,What are the three animals in Sheila Burnford 's The Incredible Journey ?,animal
474,What racehorse won an Associated Press poll as the greatest horse of the 20th century ?,animal
475,What is the only animal that can turn its stomach inside out ?,animal
476,"What creature is the absolute fastest in moving in the world , birds , mammals , etc. , ?",animal
477,What species was Winnie the Pooh ?,animal
478,What animal migrates the farthest ?,animal
479,What was the killer whale who died at Sea World of a fungal infection named ?,animal
480,Name the two mystical ravens Odin has at his command .,animal
481,Name a tiger that is extinct .,animal
482,What kind of animal is Babar ?,animal
483,Which killer whale died at Sea World of a fungal infection ?,animal
484,Who were John F. Kennedy 's dogs ?,animal
485,What 's the dumbest domesticated animal ?,animal
486,What is the name of the Family Circus 's dog ?,animal
487,What relative of the racoon is sometimes known as the cat-bear ?,animal
488,What 's the official animal of Canada ?,animal
489,What is the largest snake in the world ?,animal
490,What type is a snail ?,animal
491,Winnie the Pooh is what kind of animal ?,animal
492,What is Smokey The Bear 's middle name ?,animal
493,Who was the first animal into space ?,animal
494,What is the name given to a group of geese ?,animal
495,What animal has been called The Poor Man 's Cow ?,animal
496,What animal occurs in Spielberg 's `` Jaws '' ?,animal
497,What was the name of Sergeant Preston of the Yukon 's lead dog ?,animal
498,"In the Miller Lite TV commercial , who is the creature ?",animal
499,"Which mammal lives , breeds , eats , and sleeps underground ?",animal
500,What is Mississippi 's state animal ?,animal
501,What class of animals makes up more than two-thirds of known species ?,animal
502,What animals did The Amazing Three masquerade as ?,animal
503,What animal has killed the most people ?,animal
504,What horse did Zorro ride ?,animal
505,"Which mosquito 's bite draws blood , DT NN CC DT NN .",animal
506,What is Dudley Do-Right 's horse 's name ?,animal
507,What African animals are known as The Big Five ?,animal
508,What two animals are specifically mentioned as being in Noah 's Ark ?,animal
509,What do peacocks mate with ?,animal
510,What are the snakes of New England ?,animal
511,What animal was the heat-seeking missile called the Sidewinder named for ?,animal
512,What animal do buffalo wings come from ?,animal
513,What animal dined on bread and oysters with a carpenter ?,animal
514,What kind of fish is a coney ?,animal
515,What 's the name of the tiger that advertises for Frosted Flakes cereal ?,animal
516,What is the only primate to lack pigment in the palms of its hands ?,animal
517,"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?",animal
518,Which cats pursued Tweety Pie in his first cartoon appearance ?,animal
519,What are the two largest birds on earth ?,animal
520,What was the name of the `` Little Rascals '' dog ?,animal
521,What bird can swim but can 't fly ?,animal
522,What animals can live the longest without food ?,animal
523,What was the first domesticated bird ?,animal
524,What is the name of David Letterman 's dog ?,animal
525,What was the name of Betty Boop 's dog ?,animal
526,What was the monster in Spielberg 's film `` Jaws '' ?,animal
527,Name four famous cartoon cats .,animal
528,"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?",animal
529,What is the name of the dog on the Cracker Jack box ?,animal
530,What are birds descendents of ?,animal
531,What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?,animal
532,What animal causes the biggest threat to humans ?,animal
533,Name a flying mammal .,animal
534,What are the most common breeding birds in the U.S. ?,animal
535,What mammal of North America is the world 's longest-lived for its size ?,animal
536,What 's an infant seal called ?,animal
537,What is `` the bear of beers '' ?,animal
538,What kind of creature is a coot ?,animal
539,What 's the only mammal that can 't jump ?,animal
540,What type of animal is the easiest kept pet there is ?,animal
541,What creature scares people in the film `` Jaws '' ?,animal
542,What is DSL ?,exp
543,What is a `` USB '' port on a computer ?,exp
544,What does INRI stand for when used on Jesus ' cross ?,exp
545,What does IQ stand for ?,exp
546,"What do the letters CE stand for on so many products , particularly electrical , purchased now ?",exp
547,What does ` PSI ' stand for ?,exp
548,What does the abbreviation OAS stand for ?,exp
549,What does MSG stand for ?,exp
550,What is LMDS ?,exp
551,What does NN O `` mean when used as a prefix in Irish surnames ?,exp
552,What does IOC stand for ?,exp
553,What does SIDS stand for ?,exp
554,What does the abbreviation cwt. ?,exp
555,What does the acronym CPR mean ?,exp
556,What is RCD ?,exp
557,What does A&W of root beer fame stand for ?,exp
558,What does NASA stand for ?,exp
559,"In a computer , what does SCSI mean ?",exp
