,texts,labels
178,How do I find out the exact time of a sunset for a particular day ?,manner
179,How do Ouija Boards work ?,manner
180,How does a scientific calculator work ?,manner
181,How can I look up someone 's E-mail address on the Internet ?,manner
182,How do I legally make my own will and testament ?,manner
183,How is Paraguay for vacations ?,manner
184,How can I register my website in Yahoo for free ?,manner
185,How does color affect a person psychologically ?,manner
186,How do I e-mail someone at aol.com from yahoo.com ?,manner
187,How can I search for a word within my own webpage ?,manner
188,How does one correctly pronounce ` qigong ' ?,manner
189,How can I find out which cities have cable-modem access ?,manner
190,What 1964 film introduced the song My Kind of Town ?,cremat
191,"What magazine gives us the cream , not the skim ?",cremat
192,What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,cremat
193,What is the name of a Salt Lake City newspaper ?,cremat
194,What TV series features the adventures of a married couple named Jonathan and Jennifer ?,cremat
195,What 2 statues did France give to other countries ?,cremat
196,What Don McLean song laments the day Buddy Holly died ?,cremat
197,In which Kevin Costner movie did Sioux Indians play a role ?,cremat
198,"What Robert Louis Stevenson novel was inspired by Deacon William Brodie , a cabinetmaker by day and burglar by night ?",cremat
199,What Aesop 's fable has the moral : `` The race is not always to the swift. Slow and steady is bound to win '' ?,cremat
200,What was John F. Kennedy 's 1960 campaign song ?,cremat
201,What 1963 Joseph L. Mankiewicz film cost $28 million ?,cremat
202,"What late-night TV show features Larry , Bud , Melman and Toast on a Stick ?",cremat
203,What William Styron book is about a black preacher who leads a slave revolt ?,cremat
204,What movie did Madilyn Kahn star in with Gene Wilder ?,cremat
205,What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?,cremat
206,What album put The Beatles on the cover of Time in 1967 ?,cremat
207,What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy ?,cremat
208,What British TV series inspired All in the Family ?,cremat
209,What was the top box office movie in April 1998 ?,cremat
210,What is the first book of the Old Testament ?,cremat
211,What Tom Wolfe book is about the Mercury astronauts ?,cremat
212,What novel has Big Brother watching ?,cremat
213,Which comic book was not spawned directly from the pulp magazines ?,cremat
214,What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,cremat
215,In what movie is the number nine found in the title ?,cremat
216,"What Michelangelo sculpture is in Saint Peter 's Cathedral , Basilica , ?",cremat
217,Jude Law was in what movie ?,cremat
218,In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children ?,cremat
219,What J.R.R. Tolkien book features Bilbo Baggins as the central character ?,cremat
220,What Lewis Carroll book introduced Humpty Dumpty to the world ?,cremat
221,Name a film in which Jude Law acted .,cremat
222,What Hermann Hesse book gave its name to a rock group ?,cremat
223,Which is the most-used computer program ?,cremat
224,Stuart Hamblen is considered to be the first singing cowboy of what ?,cremat
225,Which Beatles disc cover honors the Rolling Stones ?,cremat
226,Name the four stories contained in Edith Wharton 's `` Old New York . '',cremat
227,Which magazine is `` fine entertainment for men '' ?,cremat
228,What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?,cremat
229,What TV game show once saw a contestant admit to picking his toes in the shower ?,cremat
230,What film did Lee Marvin win the 1965 best actor Oscar for ?,cremat
231,What movie tour of the Roman empire features the admonition : `` Row well and live '' ?,cremat
232,"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?",cremat
233,Names of books by James A. Michener set in the following locations ?,cremat
234,What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?,cremat
235,What program do I need to run a .tbk file ?,cremat
236,What TV series changed the names to protect the innocent ?,cremat
237,What is the name of Kevin Costner 's movie about Sioux Indians ?,cremat
238,What is the fastest-growing comic strip of all time ?,cremat
239,What book was F. Scott Fitzgerald working on when he died in Hollywood in 194 ?,cremat
240,What Sinatra hit did he dooby dooby do in ?,cremat
241,What sports magazine has the largest circulation ?,cremat
242,What 1953 film won Frank Sinatra a best supporting actor Oscar ?,cremat
243,What song did Patti Page set people dancing to in 1950 ?,cremat
244,What was the first Gilbert and Sullivan opera ?,cremat
245,What films featured the character Popeye Doyle ?,cremat
246,What was the first video ever made ?,cremat
247,What does Knight Ridder publish ?,cremat
248,What 's the only work by Michelangelo that bears his signature ?,cremat
249,What was the sequel to The Moon 's Balloon ?,cremat
250,What film ends with the line : `` This is Mrs. Norman Maine '' ?,cremat
251,"What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?",cremat
252,What was the first Sam Spade novel ?,cremat
253,What Erica Jong novel deals with Isadora Wing 's fear ?,cremat
254,Name four comic strips about pilots .,cremat
255,"What TV series featured Neal , a martini-drinking St. Bernard ?",cremat
256,What novel did Ian Fleming introduce James Bond in ?,cremat
257,On what T.V. show could Tom Terrific be found ?,cremat
258,What is the name of a book written by Aaron Hass ?,cremat
259,What film dramatized the Scopes monkey trial ?,cremat
260,What was Edward Albee 's first full-length play ?,cremat
261,What film marked Robert Redford 's directorial debut ?,cremat
262,What are the first ten amendements passed ?,cremat
263,What daily newspaper will `` help you see clearer across the USA '' ?,cremat
264,What Jules Verne novel features scientists held captive in the submarine Nautilus ?,cremat
265,What is the folklore story regarding birds ' nests and birds in Christmas trees ?,cremat
266,What was the first English play written exclusively for children ?,cremat
267,What 's the sequel to Alice 's Adventures in Wonderland ?,cremat
268,What did Aaron Hass write ?,cremat
269,What is the largest sculpture in the world ?,cremat
270,Jude Law acted in which film ?,cremat
271,What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?,cremat
272,What is the name of the Michelangelo painting that shows two hands with fingers touching ?,cremat
273,What were popular songs and types of songs in the 1920s ?,cremat
274,What novel inspired the movie BladeRunner ?,cremat
275,What was a California prayer book to an Old West gambler ?,cremat
276,What hymn did John Steinbeck get his title The Grapes of Wrath from ?,cremat
277,What British TV series featured Emma Peel ?,cremat
278,What film or films has Jude Law appeared in ?,cremat
279,What Homerian epic chronicles events toward the end of the Trojan Wars ?,cremat
280,"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?",cremat
281,What Morris West novel deals with Russian bishop who becomes Pope ?,cremat
282,What is the name of the kids ' show from Canadian Public TV with the singing pineapple ?,cremat
283,What Broadway musical was inspired by Cervantes 's Don Quixote ?,cremat
284,What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?,cremat
285,What Peter Blatty novel recounts the horrors of Regan MacNeil 's possession by the devil ?,cremat
286,What TV station did Mary Richards work for ?,cremat
287,What are the shortest and the longest songs ever produced ?,cremat
288,What Dickens novel has David carrying the message `` Barkis is willin '' to Peggy ?,cremat
289,What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,cremat
290,What was Mae West 's last film ?,cremat
291,What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?,cremat
292,What 1965 film had Jack Lemmon portraying a cartoonist ?,cremat
293,What 1956 Grace Metalious novel was on the best-seller list for two years ?,cremat
294,"What Broadway musical featured the song , `` If I were a rich man ? ''",cremat
295,Name a movie about the Sioux Indians starring Kevin Costner .,cremat
296,What James Michener book is subtitled Spanish Travels and Reflections ?,cremat
297,What Nevil Shute novel is about the doomed survivors of a nuclear war ?,cremat
298,What was the sequel to The Pink Panther ?,cremat
299,What was Hitler 's favorite movie ?,cremat
300,What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?,cremat
301,What is the name of Jamiroquai new album ?,cremat
302,What Ernest Hemingway novel had the working title Fiesta ?,cremat
303,Which Kevin Costner movie involves the Sioux Indians ?,cremat
304,"What magazine paid $5 , 000 for an eight-millimeter film of John F. Kennedy 's assassination ?",cremat
305,What is the best-selling book of all time ?,cremat
306,What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?,cremat
307,What is the best-selling television soundtrack of all time ?,cremat
308,What Judith Rossner novel was made into a film starring Diane Keaton ?,cremat
309,What did Thomas Paine write ?,cremat
310,What Leoncavallo opera features a prologue by a clown ?,cremat
311,What 's the name of the Tampa newspaper ?,cremat
312,What tale has the moral : `` He who wants everything gets nothing '' ?,cremat
313,In what book can I find the story of Aladdin ?,cremat
314,What was the name of that popular song the Creeps sang ?,cremat
315,What newspaper serves Salt Lake City ?,cremat
316,What Broadway show introduced the song Some Enchanted Evening ?,cremat
317,What movie has made the most money ?,cremat
318,What book is the follow-up to Future Shock ?,cremat
319,What is a movie that Kevin Costner made about Sioux Indians ?,cremat
320,What J.R.R. Tolkien book features Gimli as a central character ?,cremat
321,Which comic strip was never turned into a Broadway musical ?,cremat
322,What Marx Brothers movie centers on a stolen painting ?,cremat
323,What TV show did John Sebastian sing the theme for ?,cremat
324,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,cremat
325,What song put James Taylor in the limelight ?,cremat
326,What Frederick Forsyth novel chronicles the toppling of an African government by mercenaries ?,cremat
327,"What TV show premiered on January 15 , 1981 ?",cremat
328,What book did Aaron Hass write ?,cremat
329,What software offers inventors use of CAD-like design ?,cremat
330,What film featured a snarly character named Kid Shelleen ?,cremat
331,What songs were popular in 1948 ?,cremat
332,What breed of dog was the `` Little Rascals '' dog ?,animal
333,What fowl grabs the spotlight after the Chinese Year of the Monkey ?,animal
334,What kind of dog is Scooby Doo ?,animal
335,What are the snakes of New England ?,animal
336,What species is a colt ?,animal
337,What is California 's state bird ?,animal
338,What kind of creatures are the Canary Islands named for ?,animal
339,What type is a snail ?,animal
340,What are the three animals in Sheila Burnford 's The Incredible Journey ?,animal
341,What animal was the heat-seeking missile called the Sidewinder named for ?,animal
342,What was the name of the orca that died of a fungal infection ?,animal
343,What four-legged creature did a Cornell University study say would make man 's best companion in space ?,animal
344,What are the two largest birds on earth ?,animal
345,What was the species of Winnie the Pooh ?,animal
346,What was the name of Baretta 's cockatoo ?,animal
347,Name four famous cartoon cats .,animal
348,What are the most common breeding birds in the U.S. ?,animal
349,What kind of animal was Winnie the Pooh ?,animal
350,What was the monster in Spielberg 's film `` Jaws '' ?,animal
351,What animal do buffalo wings come from ?,animal
352,What kinds of animals are in Cambodia ?,animal
353,What was the orca 's name that died of a fungal infection at Sea World ?,animal
354,Winnie the Pooh is what kind of animal ?,animal
355,What species was Winnie the Pooh ?,animal
356,What kind of species is the monster in the film `` Jaws '' ?,animal
357,What type of animal is the easiest kept pet there is ?,animal
358,Which produces the longer sperm - an elephant or a mouse ?,animal
359,What was the name of Betty Boop 's dog ?,animal
360,What relative of the racoon is sometimes known as the cat-bear ?,animal
361,What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?,animal
362,What kind of fish is a coney ?,animal
363,What 's an infant seal called ?,animal
364,What horse did Zorro ride ?,animal
365,What rabbit got its name because its ears resembled those of a jackass ?,animal
366,What is Mississippi 's state animal ?,animal
367,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",animal
368,What 's the only mammal that can 't jump ?,animal
369,"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",animal
370,What mammal of North America is the world 's longest-lived for its size ?,animal
371,"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?",animal
372,What is Smokey The Bear 's middle name ?,animal
373,"Which mammal lives , breeds , eats , and sleeps underground ?",animal
374,"What kind of creatures are black , yellow , and brown bullheads ?",animal
375,What animal causes the biggest threat to humans ?,animal
376,What animals acted as lapwarmers for American colonists in church ?,animal
377,What is the only animal that can turn its stomach inside out ?,animal
378,What was the name of Roy Rogers 's dog ?,animal
379,What are birds descendents of ?,animal
380,Who were John F. Kennedy 's dogs ?,animal
381,"In the Miller Lite TV commercial , who is the creature ?",animal
382,What dog was dubbed The Mortgage Lifter ?,animal
383,What animal 's tail is called a brush ?,animal
384,What predators exist on Antarctica ?,animal
385,What was Paul Bunyan 's ox 's name ?,animal
386,What animals can live the longest without food ?,animal
387,What is Dudley Do-Right 's horse 's name ?,animal
388,"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?",animal
389,What animal has the biggest eyes ?,animal
390,What creature scares people in the film `` Jaws '' ?,animal
391,What is a female rabbit called ?,animal
392,What class of animals makes up more than two-thirds of known species ?,animal
393,What two animals are specifically mentioned as being in Noah 's Ark ?,animal
394,What do peacocks mate with ?,animal
395,What was the first domesticated bird ?,animal
396,What was the name of the `` Little Rascals '' dog ?,animal
397,What animal has been called The Poor Man 's Cow ?,animal
398,What is the full classification of a lady bug ?,animal
399,What is the name of David Letterman 's dog ?,animal
400,Name a tiger that is extinct .,animal
401,What animal has the best hearing ?,animal
402,What kind of animal is Babar ?,animal
403,What animal dined on bread and oysters with a carpenter ?,animal
404,What is the fastest fish in the world ?,animal
405,"In Beetle Bailey , can you name Sarge 's dog ?",animal
406,Which cats pursued Tweety Pie in his first cartoon appearance ?,animal
407,"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?",animal
408,What was the killer whale who died at Sea World of a fungal infection named ?,animal
409,What is the full name of the PLO ?,exp
410,"What is p.m. an abbreviation for , as in 5 p.m. ?",exp
411,What does IQ stand for ?,exp
412,What does the abbreviation AIDS stand for ?,exp
413,What is the full form of .com ?,exp
414,What does HIV stand for ?,exp
415,What does NASDAQ stand for ?,exp
416,What does the `` c '' stand for in the equation E=mc2 ?,exp
417,"When reading classified ads , what does EENTY : other stand for ?",exp
418,What is RAM in the computer ?,exp
419,"What do the letters D.C. stand for in Washington , D.C. ?",exp
420,What does VCR stand for ?,exp
421,What does SHIELD stand for ?,exp
422,What does RCA stand for ?,exp
423,What is AFS ?,exp
424,What does U.S.S.R. stand for ?,exp
425,What does NASA stand for ?,exp
426,What is HDLC ?,exp
427,What is a `` USB '' port on a computer ?,exp
428,What does BUD stand for ?,exp
429,"What does Ms. , Miss , and Mrs. stand for ?",exp
430,"What do the letters CE stand for on so many products , particularly electrical , purchased now ?",exp
431,What is LMDS ?,exp
432,What is HTML ?,exp
433,What is BPH ?,exp
434,What does the abbreviation OAS stand for ?,exp
435,What does IOC stand for ?,exp
436,"In a computer , what does SCSI mean ?",exp
437,What does BMW stand for ?,exp
438,CNN is the abbreviation for what ?,exp
439,What does the E stand for in the equation E=mc2 ?,exp
440,What does INRI stand for when used on Jesus ' cross ?,exp
441,What is IOC an abbreviation of ?,exp
442,What does NAFTA stand for ?,exp
443,What does the acronym CPR mean ?,exp
444,What does snafu stand for ?,exp
445,What is DSL ?,exp
446,CPR is the abbreviation for what ?,exp
447,What does the `` blue ribbon '' stand for ?,exp
448,What does pH stand for ?,exp
449,What does EKG stand for ?,exp
450,What does e.g. stand for ?,exp
451,CNN is an acronym for what ?,exp
452,What does NECROSIS mean ?,exp
453,What is DEET ?,exp
454,What is SVHS ?,exp
455,What does LOL mean ?,exp
456,What does the abbreviation IOC stand for ?,exp
457,What does MSG stand for ?,exp
458,What is RCD ?,exp
459,What does the abbreviation cwt. ?,exp
460,What does BTU mean ?,exp
461,What does the T.S. stand for in T.S. Eliot 's name ?,exp
462,What does SIDS stand for ?,exp
463,What does `` B.Y.O.B. '' mean ?,exp
464,What is DTMF ?,exp
465,What does IBM stand for ?,exp
466,What does G.M.T. stand for ?,exp
467,What does the word LASER mean ?,exp
468,What does CNN stand for ?,exp
469,What does JESSICA mean ?,exp
470,"What does R.E.M. stand for , as in the rock group R.E.M. ?",exp
471,What does the channel ESPN stand for ?,exp
472,What do the letters ZIP stand for in the phrase `` ZIP code '' ?,exp
473,What does NN O `` mean when used as a prefix in Irish surnames ?,exp
474,What does A&W of root beer fame stand for ?,exp
475,What does ` PSI ' stand for ?,exp
476,What does CPR stand for ?,exp
477,What does S.O.S. stand for ?,exp
478,What is SAP ?,exp
479,What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,ind
480,Who played the title role in The Romantic Englishwoman ?,ind
481,What fruit-topped actress was known as The Brazilian Bombshell ?,ind
482,Who starred in Singing in the Rain and The Singing Nun ?,ind
483,What 's the most common name in nursery rhymes ?,ind
484,Who played Emperor Palpatine in Star Wars ?,ind
485,Who portrayed Maggio in the film From Here to Eternity ?,ind
486,What barroom judge called himself The Law West of the Pecos ?,ind
487,Who do Herb and Tootsie live next door to ?,ind
488,Who invented the stock ticker in 1870 ?,ind
489,What Asian spiritual and political leader was married at the age of 13 ?,ind
490,What was her real name ?,ind
491,Who was the first governor of West Virginia ?,ind
492,Who played the Ringo Kid in the 1939 film Stagecoach ?,ind
493,What role do fruits play in the survival of plants ?,ind
494,What is the most common boy 's or girl 's name ?,ind
495,What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?,ind
496,What Texas surgeon performed the first artificial heart transplant ?,ind
497,What are Arnold Palmer 's fans called ?,ind
498,"When Mighty Mouse was conceived , what was his original name ?",ind
499,What bottled-up TV character was born in Baghdad ?,ind
500,"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?",ind
501,Who was the lawyer for Randy Steven Craft ?,ind
502,What TV talk-show host lends his name to a line of men 's clothing ?,ind
503,Saddam Hussein was compared to whom by President Bush ?,ind
504,Who played the title role in I Was a Teenage Werewolf ?,ind
505,Name the person who burst through the screen in the Lite beer commercials .,ind
506,What President was assassinated by Charles J. Guiteau ?,ind
507,"What is the real name of the singer , Madonna ?",ind
508,Who was the first jockey to ride two Triple Crown winners ?,ind
509,What longtime game show host dropped dead while jogging in Central Park in 1984 ?,ind
510,Which Vietnamese terrorist is now a UN delegate in Doonesbury ?,ind
511,What wrestling star became `` The Incredible Hulk '' ?,ind
512,What is the name of Miss India 1994 ?,ind
513,Who is the richest woman in the world ?,ind
514,President Bush compared Saddam Hussein to whom ?,ind
515,"What Argentine revolutionary fought with Castro and died in Bolivia in May , 1979 ?",ind
516,"Whom does Uncle Duke 's girl friend , Honey , room with ?",ind
517,What was the name of the lawyer who represented Randy Craft ?,ind
518,"Who is Karenna Gore , Al Gore 's oldest daughter , married to ?",ind
519,Who was the first American citizen awarded the Albert Medal of the Society of Arts ?,ind
520,Who was the first woman to run the mile in less than 4 36893 minutes ?,ind
521,What is the most popular last name ?,ind
522,Name the various costumed personas of Dr. Henry Pym .,ind
523,Who invented the road traffic cone ?,ind
524,Who was the star witness at the Senate Watergate hearings ?,ind
525,Who 's the only U.S. president to have won a Pulitzer Prize ?,ind
526,Who wrote Brave New World ?,ind
527,Who invented batteries ?,ind
528,Who invented the fax machine ?,ind
529,What character did Tex Avery first create upon arriving at MGM ?,ind
530,Who sang about Desmond and Molly Jones ?,ind
531,Who created the character of Scrooge ?,ind
532,Who discovered imaginary numbers ?,ind
533,Who invented the toothbrush ?,ind
534,What Civil War general wreaked havoc on the south by marching through Georgia on his way to the sea ?,ind
535,What is Rona Barrett 's married name ?,ind
536,What 's the middle name of movie producer Joseph E. Levine ?,ind
537,"Who was the mother of the man who would not be king , the duke of Windsor ?",ind
538,Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?,ind
539,Who won the Nobel Peace Prize in 1991 ?,ind
540,What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?,ind
541,What woman pitcher has struck out Ted Williams and Hank Aaron ?,ind
542,Who played Al Jolson in the Jolson Story ?,ind
543,"Whose special bear 's creator was born on January 18 , 1779 ?",ind
544,What is her husband 's name ?,ind
545,Who was the inventor of the stove ?,ind
546,What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?,ind
547,What famous film and TV cowboy lent his name to a fast food chain ?,ind
548,Who killed Lee Harvey Oswald ?,ind
549,What bestselling modern poet was the co-founder of the famous City Lights Bookshop in San Francisco ?,ind
550,"What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ?",ind
551,Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .,ind
552,What United States President had dreamed that he was assassinated ?,ind
553,What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?,ind
554,"What English physician was born on January 18 , 1779 and went on to create two important inventions ?",ind
555,Who invented the fountain ?,ind
556,Who became president of the U.S. in 1789 ?,ind
557,What comedian created a punch-drunk pugilist named Cauliflower McPugg ?,ind
558,What New York Yankee was known as The Iron Horse ?,ind
559,What is Jimmy Olsen 's full name ?,ind
560,Who markets Spaghetti-o 's ?,ind
561,Who betrayed Norway to the Nazis ?,ind
562,"What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?",ind
563,Who is Westview High 's band director in Funky Winkerbean ?,ind
564,"What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?",ind
565,What well-known actor is the father of star Alan Alda ?,ind
566,"Who came up with the name , El Nino ?",ind
