,texts,labels
49,How do clouds form ?,manner
50,How can you get rust stains out of clothing ?,manner
51,How was the element calcium named ?,manner
52,How did the bikini bathing suite get its name ?,manner
53,How does hair curl ?,manner
54,How does the chain of command work inside an US army Apache helicopter ?,manner
55,How does a hydroelectric dam work ?,manner
56,How do they find an epicenter ?,manner
57,How can I stop or slow down aging ?,manner
58,How did water appear on the earth ?,manner
59,How can you tell when figs are ripe ?,manner
60,"How can I find online spelling , and punctuation drills for my 6th grader ?",manner
61,How can you become an FBI agent ?,manner
62,How can I transport files from one computer to another ?,manner
63,How were the days of the week named ?,manner
64,How do I legally make my own will and testament ?,manner
65,How do you box train a cat ?,manner
66,How did Bob Marley die ?,manner
67,How do I stop background noise in a car stereo ?,manner
68,How do you get rid on woodpeckers ?,manner
69,How do I find the balance of my social security account ?,manner
70,How close a cousin was Franklin D. to Theodore Roosevelt ?,manner
71,How does psorisis disappear ?,manner
72,How do you match a name to a social security number ?,manner
73,How do telephones work ?,manner
74,How do you make the color purple ?,manner
75,How do ants have sex ?,manner
76,How did the months of the year get there name ?,manner
77,How do boats float ?,manner
78,How can I find out my Moon sign ?,manner
79,How do I contact answers.com ?,manner
80,How do you tell somebody you like them ?,manner
81,How do you address a Chinese person ?,manner
82,How do I write to my Congressman ?,manner
83,How would someone go about becoming an organ donor ?,manner
84,How do you calculate the change in enthalpy of a chemical reaction ?,manner
85,How do you get silly putty out of fabric ?,manner
86,How does a hurricane form ?,manner
87,How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,manner
88,How does a copier work ?,manner
89,How do you recognize anorexia ?,manner
90,How do they type Chinese characters on a keyboard ?,manner
91,How is saline used in medicine ?,manner
92,How can I get some free technical information on Electric Vehicle ?,manner
93,How does the Elongated Man know a mystery is afoot ?,manner
94,How is carbon dioxide removed from natural gas ?,manner
95,How has TV affected our society ?,manner
96,How can I get a CCT diagram ?,manner
97,How can someone become a federal agent ?,manner
98,How can I find online spelling ?,manner
99,How do I love thee ?,manner
100,How can I register my website in Yahoo for free ?,manner
101,How do I know if I am pregnant ?,manner
102,How do you get to the top of the Eiffel Tower ?,manner
103,How do wasps make their nests ?,manner
104,How do you select wine ?,manner
105,How does Zatanna perform her magic in DC comics ?,manner
106,How do you get a broken cork out of a bottle ?,manner
107,How is the element strontium purified ?,manner
108,How does James Bond like his martinis ?,manner
109,How do you get dates with the `` Hooters '' girls ?,manner
110,How do birds have sex ?,manner
111,How do movie blues screens work ?,manner
112,How do I start a bank ?,manner
113,How do doctors diagnose bone cancer ?,manner
114,How does the car in `` Christine '' become possessed ?,manner
115,How do you determine if a computer monitor has an SVGA adapter ?,manner
116,What is the name of Kevin Costner 's movie about Sioux Indians ?,cremat
117,What are the first ten amendements passed ?,cremat
118,What is the best-selling television soundtrack of all time ?,cremat
119,"What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?",cremat
120,What movie has made the most money ?,cremat
121,What 1956 Grace Metalious novel was on the best-seller list for two years ?,cremat
122,Name a Salt Lake City newspaper .,cremat
123,On what T.V. show could Tom Terrific be found ?,cremat
124,What 1963 Joseph L. Mankiewicz film cost $28 million ?,cremat
125,What is the name of the kids ' show from Canadian Public TV with the singing pineapple ?,cremat
126,What Morris West novel deals with Russian bishop who becomes Pope ?,cremat
127,What film opens with an assassin tumbling from the Seattle Space Needle ?,cremat
128,"What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?",cremat
129,What is a film starring Jude Law ?,cremat
130,Which magazine is `` fine entertainment for men '' ?,cremat
131,What Broadway musical was inspired by Cervantes 's Don Quixote ?,cremat
132,What Jules Verne novel features scientists held captive in the submarine Nautilus ?,cremat
133,What are the most albums sold by one artist or band ?,cremat
134,What British TV series featured Emma Peel ?,cremat
135,What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,cremat
136,What film was based on the play Everybody Comes to Rick 's ?,cremat
137,What kind of books does Fodor 's publish ?,cremat
138,Stuart Hamblen is considered to be the first singing cowboy of what ?,cremat
139,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,cremat
140,What 's the second-biggest-selling magazine in America ?,cremat
141,Which medium is Hamblen the first singing cowboy in ?,cremat
142,"What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?",cremat
143,What 1965 film had Jack Lemmon portraying a cartoonist ?,cremat
144,What hymn did John Steinbeck get his title The Grapes of Wrath from ?,cremat
145,What Ernest Hemingway novel had the working title Fiesta ?,cremat
146,What tale has the moral : `` He who wants everything gets nothing '' ?,cremat
147,What TV series changed the names to protect the innocent ?,cremat
148,What is a good book to read for people who hate to read ?,cremat
149,What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?,cremat
150,What film did Louise Fletcher win the best actress Oscar for ?,cremat
151,What Homerian epic chronicles events toward the end of the Trojan Wars ?,cremat
152,What did Thomas Paine write ?,cremat
153,What was Edward Albee 's first full-length play ?,cremat
154,In what film did Steven Spielberg 's dog star as the main character 's dog ?,cremat
155,What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,cremat
156,Which Beatles disc cover honors the Rolling Stones ?,cremat
157,Name the four stories contained in Edith Wharton 's `` Old New York . '',cremat
158,What 1953 film won Frank Sinatra a best supporting actor Oscar ?,cremat
159,What Aesop 's fable has the moral : `` The race is not always to the swift. Slow and steady is bound to win '' ?,cremat
160,What 's the only work by Michelangelo that bears his signature ?,cremat
161,"What Robert Louis Stevenson novel was inspired by Deacon William Brodie , a cabinetmaker by day and burglar by night ?",cremat
162,What TV series features the adventures of a married couple named Jonathan and Jennifer ?,cremat
163,What TV station did Mary Richards work for ?,cremat
164,What 1966 boob tube bomb took astronauts back to prehistoric times ?,cremat
165,What did Aaron Hass write ?,cremat
166,What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?,cremat
167,What film dramatized the Scopes monkey trial ?,cremat
168,What film was Jude Law in ?,cremat
169,In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children ?,cremat
170,What movie tour of the Roman empire features the admonition : `` Row well and live '' ?,cremat
171,"What magazine paid $5 , 000 for an eight-millimeter film of John F. Kennedy 's assassination ?",cremat
172,What Judith Rossner novel was made into a film starring Diane Keaton ?,cremat
173,What did Shostakovich write for Rostropovich ?,cremat
174,What Leoncavallo opera features a prologue by a clown ?,cremat
175,What songs were popular in 1948 ?,cremat
176,In what book can I find the story of Aladdin ?,cremat
177,What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,cremat
178,What book does Holden Caulfield appear in ?,cremat
179,What song did Patti Page set people dancing to in 1950 ?,cremat
180,What Tom Wolfe book is about the Mercury astronauts ?,cremat
181,What was the name of that popular song the Creeps sang ?,cremat
182,What movie did Madilyn Kahn star in with Gene Wilder ?,cremat
183,What are the shortest and the longest songs ever produced ?,cremat
184,What does Knight Ridder publish ?,cremat
185,Jude Law acted in which film ?,cremat
186,What is the name of Jamiroquai new album ?,cremat
187,What is the largest sculpture in the world ?,cremat
188,What film marked Robert Redford 's directorial debut ?,cremat
189,What program do I need to run a .tbk file ?,cremat
190,What is the longest-running television series ?,cremat
191,What daily newspaper will `` help you see clearer across the USA '' ?,cremat
192,What were popular songs and types of songs in the 1920s ?,cremat
193,What Broadway show introduced the song Some Enchanted Evening ?,cremat
194,What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?,cremat
195,What sports magazine has the largest circulation ?,cremat
196,What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,cremat
197,What is the name of the Michelangelo painting that shows two hands with fingers touching ?,cremat
198,Name a novel written by John Steinbeck .,cremat
199,What British TV series inspired All in the Family ?,cremat
200,What Kennedy was married to Ethel ?,cremat
201,What 's the sequel to Alice 's Adventures in Wonderland ?,cremat
202,"What Stephen Sondheim ballad ends : `` Well , maybe next year.. . '' ?",cremat
203,What animal has killed the most people ?,animal
204,What animals can live the longest without food ?,animal
205,Which killer whale died at Sea World of a fungal infection ?,animal
206,What class of animals makes up more than two-thirds of known species ?,animal
207,What 's the dumbest domesticated animal ?,animal
208,What kinds of animals are in Cambodia ?,animal
209,What animals did The Amazing Three masquerade as ?,animal
210,What breed of dog was the `` Little Rascals '' dog ?,animal
211,What do peacocks mate with ?,animal
212,"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",animal
213,Winnie the Pooh is what kind of animal ?,animal
214,What animal causes the biggest threat to humans ?,animal
215,What animal dined on bread and oysters with a carpenter ?,animal
216,What terror of the sea did Johnny Horton sing about ?,animal
217,What are the most common breeding birds in the U.S. ?,animal
218,Who was the first animal into space ?,animal
219,What animal has been called The Poor Man 's Cow ?,animal
220,What kind of animal was Winnie the Pooh ?,animal
221,What kind of animals were in the Paleozoic era ?,animal
222,What racehorse won an Associated Press poll as the greatest horse of the 20th century ?,animal
223,What animal was the heat-seeking missile called the Sidewinder named for ?,animal
224,What species was Winnie the Pooh ?,animal
225,"Which mammal lives , breeds , eats , and sleeps underground ?",animal
226,What kind of species is the monster in the film `` Jaws '' ?,animal
227,Name the two mystical ravens Odin has at his command .,animal
228,What is Dudley Do-Right 's horse 's name ?,animal
229,What Hollywood dog died in the arms of Jean Harlow in 1932 ?,animal
230,What relative of the racoon is sometimes known as the cat-bear ?,animal
231,What species is a colt ?,animal
232,What animals acted as lapwarmers for American colonists in church ?,animal
233,What bird can swim but can 't fly ?,animal
234,What animal do buffalo wings come from ?,animal
235,What is the only primate to lack pigment in the palms of its hands ?,animal
236,"In Beetle Bailey , can you name Sarge 's dog ?",animal
237,What kind of fish is a coney ?,animal
238,What 's the official animal of Canada ?,animal
239,What was the first domesticated bird ?,animal
240,What kind of creature is a coot ?,animal
241,What kind of mammal is a colt ?,animal
242,"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?",animal
243,What animal occurs in Spielberg 's `` Jaws '' ?,animal
244,What animal 's tail is called a brush ?,animal
245,What is the West Virginia state animal ?,animal
246,What was Paul Bunyan 's ox 's name ?,animal
247,What is Mississippi 's state animal ?,animal
248,Who were John F. Kennedy 's dogs ?,animal
249,What predators exist on Antarctica ?,animal
250,What fowl grabs the spotlight after the Chinese Year of the Monkey ?,animal
251,What four-legged creature did a Cornell University study say would make man 's best companion in space ?,animal
252,What was the name of the orca that died of a fungal infection ?,animal
253,Name a tiger that is extinct .,animal
254,What is Smokey The Bear 's middle name ?,animal
255,What is `` the bear of beers '' ?,animal
256,What film canine is buried in Pere-Lachaise cemetery in Paris ?,animal
257,What 's the name of the tiger that advertises for Frosted Flakes cereal ?,animal
258,What five-time winner of the Kentucky Derby lost his first 25 races ?,animal
259,What 's an infant seal called ?,animal
260,What is the full classification of a lady bug ?,animal
261,What common livestock have the greatest variety of breeds ?,animal
262,What is the name of the dog on the Cracker Jack box ?,animal
263,What is the largest snake in the world ?,animal
264,Name a flying mammal .,animal
265,What animal has the biggest eyes ?,animal
266,What type is a snail ?,animal
267,What animal migrates the farthest ?,animal
268,What was the orca 's name that died of a fungal infection at Sea World ?,animal
269,What are the three animals in Sheila Burnford 's The Incredible Journey ?,animal
270,Which cats pursued Tweety Pie in his first cartoon appearance ?,animal
271,What are birds descendents of ?,animal
272,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",animal
273,What creature scares people in the film `` Jaws '' ?,animal
274,What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?,animal
275,What kind of creatures are the Canary Islands named for ?,animal
276,What was the species of Winnie the Pooh ?,animal
277,"In the Miller Lite TV commercial , who is the creature ?",animal
278,What was the killer whale who died at Sea World of a fungal infection named ?,animal
279,What two animals are specifically mentioned as being in Noah 's Ark ?,animal
280,What type of animal is the easiest kept pet there is ?,animal
281,What animal has the best hearing ?,animal
282,What is the only animal that can turn its stomach inside out ?,animal
283,What was the name of Betty Boop 's dog ?,animal
284,Which produces the longer sperm - an elephant or a mouse ?,animal
285,What is the name of David Letterman 's dog ?,animal
286,Name four famous cartoon cats .,animal
287,What is California 's state bird ?,animal
288,What dog was dubbed The Mortgage Lifter ?,animal
289,What kind of dog is Scooby Doo ?,animal
290,"What spider makes a superb pet , even said to recognize its master ?",animal
291,"What kind of creatures are black , yellow , and brown bullheads ?",animal
292,What are the two largest birds on earth ?,animal
293,"Which mosquito 's bite draws blood , DT NN CC DT NN .",animal
294,What mammal of North America is the world 's longest-lived for its size ?,animal
295,"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?",animal
296,What horse did Zorro ride ?,animal
297,What kind of animal is Babar ?,animal
298,What rabbit got its name because its ears resembled those of a jackass ?,animal
299,What was the name of Baretta 's cockatoo ?,animal
300,What do you call a group of geese ?,animal
301,What is a female rabbit called ?,animal
302,What is the name of the Family Circus 's dog ?,animal
303,"What creature is the absolute fastest in moving in the world , birds , mammals , etc. , ?",animal
304,What animals do you find in the stock market ?,animal
305,"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?",animal
306,What is the name given to a group of geese ?,animal
307,What was the monster in Spielberg 's film `` Jaws '' ?,animal
308,What African animals are known as The Big Five ?,animal
309,What are the snakes of New England ?,animal
310,What is the fastest fish in the world ?,animal
311,What was the name of the `` Little Rascals '' dog ?,animal
312,What was the name of Roy Rogers 's dog ?,animal
313,What 's the only mammal that can 't jump ?,animal
314,What was the name of Sergeant Preston of the Yukon 's lead dog ?,animal
315,What is BPH ?,exp
316,What does the `` blue ribbon '' stand for ?,exp
317,What does `` B.Y.O.B. '' mean ?,exp
318,What is the full form of .com ?,exp
319,What does HIV stand for ?,exp
320,What does SHIELD stand for ?,exp
321,"In a computer , what does SCSI mean ?",exp
322,What is HTML ?,exp
323,What does IBM stand for ?,exp
324,What is HDLC ?,exp
325,What does BUD stand for ?,exp
326,What does CPR stand for ?,exp
327,"What do the letters D.C. stand for in Washington , D.C. ?",exp
328,What does BMW stand for ?,exp
329,"What does Ms. , Miss , and Mrs. stand for ?",exp
330,What does G.M.T. stand for ?,exp
331,What does SIDS stand for ?,exp
332,What is the full name of the PLO ?,exp
333,What does the E stand for in the equation E=mc2 ?,exp
334,What does the word LASER mean ?,exp
335,What does JESSICA mean ?,exp
336,What does INRI stand for when used on Jesus ' cross ?,exp
337,"What do the letters CE stand for on so many products , particularly electrical , purchased now ?",exp
338,What does the `` c '' stand for in the equation E=mc2 ?,exp
339,What is a `` USB '' port on a computer ?,exp
340,What is AFS ?,exp
341,"What is p.m. an abbreviation for , as in 5 p.m. ?",exp
342,What does the abbreviation cwt. ?,exp
343,What does S.O.S. stand for ?,exp
344,What does EKG stand for ?,exp
345,What does ` PSI ' stand for ?,exp
346,What does NASDAQ stand for ?,exp
347,What is DTMF ?,exp
348,What does IQ stand for ?,exp
349,What does the channel ESPN stand for ?,exp
350,What does BTU mean ?,exp
351,"What does R.E.M. stand for , as in the rock group R.E.M. ?",exp
352,What does snafu stand for ?,exp
353,What do the letters ZIP stand for in the phrase `` ZIP code '' ?,exp
354,What does the acronym CPR mean ?,exp
355,What is RCD ?,exp
356,What does VCR stand for ?,exp
357,What does CNN stand for ?,exp
358,What does NASA stand for ?,exp
359,What does MSG stand for ?,exp
360,What is DEET ?,exp
361,What does the abbreviation IOC stand for ?,exp
362,CPR is the abbreviation for what ?,exp
363,What does A&W of root beer fame stand for ?,exp
364,"When reading classified ads , what does EENTY : other stand for ?",exp
365,What does NECROSIS mean ?,exp
366,What is IOC an abbreviation of ?,exp
367,What does NAFTA stand for ?,exp
368,What does RCA stand for ?,exp
369,What does e.g. stand for ?,exp
370,What is LMDS ?,exp
371,What is DSL ?,exp
372,What does the abbreviation OAS stand for ?,exp
373,What is SAP ?,exp
374,What does LOL mean ?,exp
375,What does U.S.S.R. stand for ?,exp
376,What is SVHS ?,exp
377,What is RAM in the computer ?,exp
378,What does NN O `` mean when used as a prefix in Irish surnames ?,exp
379,What does the abbreviation AIDS stand for ?,exp
380,What does IOC stand for ?,exp
381,What does pH stand for ?,exp
382,CNN is the abbreviation for what ?,exp
383,CNN is an acronym for what ?,exp
384,What does the T.S. stand for in T.S. Eliot 's name ?,exp
385,"Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?",ind
386,What king was forced to agree to the Magna Carta ?,ind
387,Who are the top 10 richest people in the world ?,ind
388,Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?,ind
389,Who invented the game Scrabble ?,ind
390,What engineer invented the pull-tab can ?,ind
391,What English queen had seventeen children ?,ind
392,Who was the prophet of the Muslim people ?,ind
393,Who is the youngest of the Beatles ?,ind
394,What actor learned to play the saxophone and speak Russian for a role in a movie ?,ind
395,What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ?,ind
396,What 's the nickname of oddsmaker Jimmy Snyder ?,ind
397,Who lived on the shores of the Gitchee Gumee River ?,ind
398,What attorneys work for The Center for the Defense of Free Enterprise ?,ind
399,Who invented baseball ?,ind
400,Who earns their money the hard way ?,ind
401,What are the characters ' names in the Scooby-Doo cartoon ?,ind
402,What was the name of the lawyer who represented Randy Steven Craft ?,ind
403,"What actor , who had greatest fame on TV , became the father of triplets ?",ind
404,Name of heroine in `` Scruples '' ?,ind
405,Name a female figure skater .,ind
406,What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ?,ind
407,Who are the top ten richest people in the world ?,ind
408,Who did Napolean defeat at Jena and Auerstadt ?,ind
409,What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?,ind
410,Who created the character James Bond ?,ind
411,What U.S. President had brothers-in-law in the Confederate army ?,ind
412,Who is the voice of Miss Piggy ?,ind
413,Who is the director and editor of the movie Big starring Tom Hanks ?,ind
414,What Russian master spy lived in the U.S. under the name Emil Goldfus ?,ind
415,What is the name of the pop singer whose song became the theme song for a brand of catsup ?,ind
416,What are the names of Richard Nixon 's two daughters ?,ind
417,Name the Ranger who was always after Yogi Bear .,ind
418,Name the various costumed personas of Dr. Henry Pym .,ind
419,"What was the real name of writer Ross Macdonald , creator of the hero Lew Archer ?",ind
420,Who wrote ` Dubliners ' ?,ind
421,What was Fred Astaire 's dancing partner 's name ?,ind
422,Who started the Dominos Pizza chain ?,ind
423,Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?,ind
424,Who is known as `` the world 's oldest teenager '' ?,ind
425,Who 's played the most games for the New York Yankees ?,ind
426,What U.S. President showed a fondness for munching on bee pollen bars ?,ind
427,"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?",ind
428,Who is the Prophet of Medina ?,ind
429,What 's the name of Popeye 's adopted son ?,ind
430,What U.S. vice-president killed Alexander Hamilton in a duel ?,ind
431,What TV character sired a horse named Thunder ?,ind
432,Who replaced Bert Parks as the host of The Miss America Pageant ?,ind
433,"Who came up with the name , El Nino ?",ind
434,Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?,ind
435,Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?,ind
436,Who wrote ` The Pines of Rome ' ?,ind
437,What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?,ind
438,What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,ind
439,Who is Mia Farrow 's mother ?,ind
440,Who protects DC Comics ' realm of dreams ?,ind
441,Who is behind the name of the Harvey Wallbanger drink ?,ind
442,Who asked you to do the Loco-Motion with her in 1962 ?,ind
443,"Who killed more people , Hitler or Stalin ?",ind
444,What was Al Capone 's nickname ?,ind
445,"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?",ind
446,What crooner joined The Andrews Sisters for Pistol Packin Mama ?,ind
447,"What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?",ind
448,"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .",ind
449,What is the name of the president of Garmat U.S.A ?,ind
450,What is her husband 's name ?,ind
451,Who was the Russian ambassador to Hungary during the 1956 uprising ?,ind
452,Who portrayed the title character in the film The Day of the Jackal ?,ind
453,What doctor is synonymous with footwear and foot care ?,ind
454,Who is section manager for guidance and control systems at JPL ?,ind
455,What was the name of the director of the movie `` Jaws '' ?,ind
456,Whose acceptance speech of more than 3 minutes prompted a time limit on Academy Award thank-yous ?,ind
457,What well-known actor is the father of star Alan Alda ?,ind
458,Which of the following people is not associated with Andy Warhol ?,ind
459,What explorer was nicknamed Iberia 's Pilot ?,ind
460,What are the top ten most common girl names in the US ?,ind
461,Who said `` the only thing we have to fear is fear itself '' ?,ind
462,What actor was the first man to appear on the cover of McCall 's ?,ind
463,What American sergeant lost both of his hands in combat during World War II and then went on to act in a single movie for which he won two Oscars ?,ind
464,Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .,ind
465,"Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?",ind
466,Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?,ind
467,Who is the leader of India ?,ind
468,What Louisiana Senator won a seat that had been held by his father and mother ?,ind
469,Who betrayed Norway to the Nazis ?,ind
470,Who seized power from Milton Obote in 1971 ?,ind
471,Who claims to have the greatest show on earth ?,ind
472,Who lives at 39 Stone Canyon Way ?,ind
473,Who was Israel 's first prime minister ?,ind
474,Who was the only president to serve two nonconsecutive terms ?,ind
475,What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?,ind
476,Who held the endurance record for women pilots in 1929 ?,ind
477,Who made the most appearances in the center square on Hollywood Squares ?,ind
478,Who invented the vacuum cleaner ?,ind
479,Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics ?,ind
480,What Texas surgeon performed the first artificial heart transplant ?,ind
481,What little boy and dog live in a shoe ?,ind
482,What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?,ind
483,What actor came to dinner in Guess Who 's Coming to Dinner ?,ind
484,Who wrote The Night of the Iguana ?,ind
485,What attorney-general ordered the closing of Alcatraz ?,ind
486,Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?,ind
487,Who wrote The Godfather ?,ind
488,What character in The Beverly Hillbillies has the given names Daisy Moses ?,ind
489,Who plays the cop in the movie `` Kindergarten Cop '' ?,ind
490,Which Bloom County resident wreaks havoc with a computer ?,ind
491,Who 's won the most Oscars for costume design ?,ind
492,What mustachioed comedian portrayed Frankie in North to Alaska ?,ind
493,What woman was Time 's Man of the Year for 1952 ?,ind
494,What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?,ind
495,What was the name of the lawyer who represented Randy Craft ?,ind
496,Who was the first woman to fly solo across the Atlantic ?,ind
497,What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?,ind
498,Name the two youngsters saved by the animated Moby Dick .,ind
499,"Who was the first elected mayor of Washington , D.C. ?",ind
500,What are Arnold Palmer 's fans called ?,ind
501,What American poet wrote : `` Good fences make good neighbors '' ?,ind
502,Which Doonesbury character was likely to turn into a werewolf ?,ind
503,What knighted actor narrates TV 's The World at War ?,ind
504,Name the first Russian astronaut to do a spacewalk .,ind
505,Who was the last U.S. president to reinstate Selective Service registration ?,ind
506,What New Orleans D.A. claimed : `` My staff and I solved the assassination weeks ago '' ?,ind
507,"Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?",ind
508,What longtime game show host dropped dead while jogging in Central Park in 1984 ?,ind
509,Who patented the first phonograph ?,ind
510,What future President became Senate majority whip under Harry Truman ?,ind
511,"What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' .",ind
512,"What U.S. Congressman said : `` Keep the faith , baby '' .",ind
513,Who founded the Unification Church ?,ind
514,Silly putty was invented by whom ?,ind
515,Who was with Patricia Hearst the night she was kidnaped ?,ind
516,Who is the son-in-law of Sen. Everett Dirkson who was also a senator in the '70 's ?,ind
517,Who invented the Wonderbra ?,ind
518,Who was Bonnie Blue Butler 's father ?,ind
519,Who said `` Give me liberty or give me death '' ?,ind
520,Who 's The King of Swing ?,ind
521,Who portrayed The Cowardly Lion in The Wizard of Oz ?,ind
522,What fictional character is known as the `` melancholy Dane '' ?,ind
523,Who won the Nobel Peace Prize in 1991 ?,ind
524,Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,ind
525,Who portrayed Maggio in the film From Here to Eternity ?,ind
526,Who wrote ` Hamlet ' ?,ind
527,What doctor claimed in a 1946 book : `` There is no such thing as a bad boy '' ?,ind
528,Who portrayed George M. Cohan in 1942 's Yankee Doodle Dandy ?,ind
529,What is the name of Miss India 1994 ?,ind
530,What TV talk-show host lends his name to a line of men 's clothing ?,ind
531,Who invented the fountain ?,ind
532,Who invented Astroturf ?,ind
533,Who were leaders of the Byzantine empire ?,ind
534,"Who said , `` I shall return . '' during World War Two ?",ind
535,What President was assassinated by Charles J. Guiteau ?,ind
536,Who won a Pulitzer Prize for his novel The Caine Mutiny ?,ind
537,"Who is the famous movie star who also acted as sewer commissioner of Provo Canyon , Utah ?",ind
538,What comedian has a legendary reputation for stealing jokes ?,ind
539,What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?,ind
540,What is Li 'l Abner 's last name ?,ind
541,What was her real name ?,ind
542,Who wrote The Red Badge of Courage ?,ind
543,What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,ind
544,"What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?",ind
545,Who said : `` Soldiers win the battles and generals get the credit '' ?,ind
546,Which of the following actors worked in New York 's Yiddish Theater ?,ind
547,What president kissed the Queen Mother on the lips ?,ind
548,What future Soviet dictator was training to be a priest when he got turned on to Marxism ?,ind
549,What astronomer-architect designed the present St. Paul 's Cathedral in London ?,ind
