,texts,labels
176,What type of magazine is L'Officiel?,cremat
177,What list did Beyoncé make in 2013?,other
178,Which single from B'Day was only released in the U.K.?,cremat
179,What was the lead single for the Dreamgirls soundtrack?,cremat
180,With what British band did Beyonce perform on their album?,gr
181,What language did Beyoncé release several songs in?,lang
182,"Beyoncé was one of how many women on Billboard magazine's 2011 ""Top 20 Hot 100 Songwriters"" list.",count
183,Who does Beyoncé describe as lyrical and raw?,ind
184,How does Beyoncé say she likes to dress off-stage?,manner
185,"What magazine said Beyoncé was the ""World's Most Beautiful Woman""?",cremat
186,What is the name of the House of Deréon junior collection?,other
187,What is the name of Beyoncé's alter-ego?,ind
188,What magazine named Beyoncé as the most powerful female musician for 2015?,cremat
189,Beyoncé is a descendant of which Acadian leader?,ind
190,What is the lead single on Beyoncé's first album?,cremat
191,What was the name of Beyoncé's first international tour?,event
192,What magazine did Beyoncé write a story for about her earlier hiatus?,cremat
193,What does Jody Rosen say influenced Beyoncé's vocal style?,desc
194,What number was Beyoncé on the Top 20 Hot 100 Songwriters list?,other
195,Beyoncé's Pepsi commercial inspired which star to join Pepsi's global campaign in 2012?,ind
196,What did Bryan Lessard name after Beyoncé?,other
197,Which song did Beyoncé release as the lead single for Austin Powers in Goldmember's soundtrack?,cremat
198,"Beyoncé was a featured artist on which singer's hit, Telephone?",ind
199,Beyoncé was the first female singer to headline what at the 2011 Glastonbury Festival?,other
200,What museum has made several models of Beyoncé in wax?,other
201,What was Beyoncé's role in Destiny's Child?,ind
202,Who did Beyoncé and Lady Gaga tie with for the most number one hits since 1992?,ind
203,Beyoncé lost the Album of the Year award to which entertainer?,ind
204,"Which magazine did Beyoncé pose for the cover, making her the first black female artist to do so?",cremat
205,At what age did Frédéric move to Paris?,period
206,In what village was Frédéric born in?,other
207,During what month did Frédéric move to Warsaw with his family?,date
208,"Of the individuals that became intimate with Frédéric during their stay at the family apartments, which two became part of Frédéric's social environment in Paris?",ind
209,What did Frédéric compose after hearing Niccolò Paganini perform on the violin?,cremat
210,What term describes the qualities of the relationship between Frédéric and Liszt?,termeq
211,Who was the host of the gathering where Frédéric was introduced to George Sand?,ind
212,What is the example given of a work produced by Frédéric during calm summers at Nohant?,other
213,What was the name of Sand's daughter's fiance that contributed to deteriorating the relationship between Sand and Chopin?,ind
214,What was the name of the single piece of work he wrote in 1844?,cremat
215,What television station made a documentary on Chopin?,gr
216,An 1830 sonnet was written about Chopin by what man?,ind
217,What is the name of the ballet that included Chopin's work?,cremat
218,What is listed as Chopin's official cause of death?,reason
219,Whose piano method did Chopin teach his students?,ind
220,What was the last number Chopin gave to an opus?,other
221,The Kobylańska Catalogue was named for who?,ind
222,Who released the first collection of Chopin's works?,ind
223,What piece does J. Barrie Jones pinpoint as a great example of Chopin's palette?,other
224,Chopin's mazurkas contain more of what than his other compositions? ,cremat
225,What pieces of his did Chopin use to teach his technique?,other
226,What piece of Bach's did Chopin take inspiration for his preludes?,cremat
227,According to J. Barrie Jones who was the only true successor to Chopin?,ind
228,Chopin's compositions are often played with what?,other
229,According to who did Chopin demand strictly sticking with rhythm?,ind
230,Chopin was noted as introducing music to what?,other
231,What parts of Frédéric's personal life influenced his legacy as a leading symbol of the era?,other
232,What language did Frédéric's father teach after they had moved to Warsaw?,lang
233,Which sister did Frédéric play duets with sometimes while being tutored at this time?,ind
234,What establishment today contains what was known as the Warsaw Lyceum during that time?,other
235,In which village did Frédéric first experience rural Polish folk music?,other
236,What version of Frédéric's birth name did he begin using after arriving in France?,ind
237,What are the three names stated in Frédéric's letter that he had shown interest and curiosity in?,ind
238,What did Frédéric have trouble playing as a result of his growing illness?,other
239,What culture of French people did Sand sell the piano to?,gr
240,What anniversary was the July Revolution that Sand and Chopin were present at a dress rehearsal for?,date
241,To whom did Chopin write a letter on 21 February 1842 about his agonizing pain?,ind
242,What was the interest Sand had that Chopin showed apathy towards?,desc
243,With whom did Chopin perform his final concert?,ind
244,What is the title of the earliest known recording of Chopin's work?,cremat
245,Who provided the majority of funds for his concert tour in London?,ind
246,What did Chopin reply to the doctor when asked is he was suffering?,desc
247,What is the name of the muse carved on Chopin's tombstone?,ind
248,All of his pieces include what instrument?,instru
249,Whose piano method did Chopin use with his students?,ind
250,Chopin was the first person to create what as singular concert pieces?,ind
251,What is the only piece Chopin gave an actual title to?,cremat
252,Pieces published after what year stopped receiving opus numbers?,date
253,What form are Chopin's mazurkas and waltzes in?,other
254,"Chopin's ability to create an advanced polonasises surpassed even two of his teachers, Zywny and who?",ind
255,What is it about the middle of Chopin's nocturnes that increases their drama?,desc
256,What form are most of Chopin's études in?,other
257,What likely arose due to Chopin's technique with keyboards?,desc
258,What did Chopin tend to avoid?,other
259,George Golos references what two musicians when claiming Chopin's nationalism was overrated? ,ind
260,For what publisher to Debussy edit Chopin's music for?,ind
261,For what instrument did Frédéric write primarily for?,instru
262,Whose music did Frédéric admire the most and thus provide influence on his work?,ind
263,"Despite the birthdate given by parish baptismal, what date is given by the composer and his family instead?",date
264,At what age did Frédéric start giving public concerts?,period
265,To whom did Frédéric write letters to during his stay in Szafarnia?,ind
266,What four boys from his family's boarding house became friends with Chopin?,ind
267,What familial role was Albert Grzymała compared to in regards to Frédéric?,ind
268,Who is stated as being in attendance of Frédéric's first performance at the Salle Pleyel on 26 February 1832?,ind
269,At whose funeral did Chopin play in 1839?,ind
270,"Chopiniana later went by a different name, what is that name?",termeq
271,Who was anonymously paying for Chopin's apartment?,ind
272,Which family member came to Paris in June 1849?,ind
273,The Funeral March was written as part of what piece?,cremat
274,What have pieces published after 1857 been given rather than opus numbers?,cremat
275,What is central to Chopin's creativeness?,reason
276,What form does Temperley feel that Chopin's ballades and scherzos are based on?,other
277,Chopin's polonaise often have what kind of rhythm in their melodies?,other
278,Chopin's nocturnes were more structured than who?,ind
279,"What was described as ""the beginning of studies"" by Schumann?",event
280,"In Chopin's music where strict timing is disregarded, what is it called?",termeq
281,In what forms of media has Frédéric been the subject of?,other
282,What did Frédéric compose during the year of 1817?,cremat
283,Which tsar did Frédéric perform for due to his success in previous concerts?,ind
284,What did Frédéric write parodies of in his letters?,other
285,"What piece did Frédéric create specifically for the prince and the prince's daughter, Wanda?",cremat
286,What were the two kinds of relationships stated as Frédéric having with his fellow Poland natives in exile?,desc
287,Who is stated as a jack of all trades in service to Frédéric?,ind
288,Who did Frédéric rely upon financially before earning a great income from his works?,ind
289,Chopin worked with Liszt on what piece?,cremat
290,What did Frédéric introduce Liszt as in when referring to him in his letters up to 1848?,other
291,What television station released a documentary on Chopin?,gr
292,What has stated that every pianist in the recording era has used Chopin's music?,desc
293,What two people suggested the 1848 tour?,ind
294,What two notable guests were present during his premiere performance at Stafford House?,ind
295,What was the cause of death on Chopin's death certificate?,reason
296,Who paid for Chopin's funeral?,ind
297,"Only a few of Chopin's pieces involve more than the piano, including piano concertos, songs and what?",cremat
298,"Chopin looked to Beethoven, Mozart, Clementi and who for his own music education?",ind
299,Op. 74 is made up of how many Polish songs?,count
300,What is the current musicologist reference for Chopin's pieces?,other
301,What type of bass do Chopin's mazurkas exhibit?,animal
302,What inspired Chopin for his preludes?,reason
303,What did Chopin tell a student is given up in concerts?,desc
304,What type of Chopin's music had the most disregard for strict timing according to Charles Rosen?,cremat
305,With who did Chopin feel comfortable speaking of folk music with?,ind
306,What music did Debussy play a lot at the Paris Conservatoire?,cremat
307,At what age did Frédéric depart from Poland?,period
308,What was Frédéric's most likely cause of death?,reason
309,What establishments did Frédéric frequently visit in Paris that influenced his career?,gr
310,During his vacation in 1824 and 1825 who did Chopin spend his vacation with?,ind
311,What did Chopin compose after hearing Niccolo Paganini?,cremat
312,What nationality is stated as the one Frédéric felt most identified by?,country
313,What nationality were the two friends who served as a pivotal influence in Frédéric's life while in Paris?,country
314,From whom did Chopin receive his first big endorsement?,ind
315,In 1833 with whom with Chopin work to get his music published?,ind
316,At which two establishments was the last of these performances conducted at on 25 and 26 April 1841?,other
317,What piece did Chopin dedicate to Liszt?,cremat
318,What was a possible reason for Chopin's failed engagement to Maria Wodzińska?,reason
319,What piece did Chopin play at  Adolphe Nourrit's funeral?,cremat
320,What piece did Chopin compose in 1844?,cremat
321,Chopins relations with whom have been fictionalized in movies?,ind
322,Who paid for most of the 1848 music tour of Chopin?,ind
323,What date did he perform with Viardot?,date
324,Chopin accompanied which singer for friends?,ind
325,What does Chopin's Op. 63 No. 3 have that is rare?,other
326,A biography on Chopin released under Franz Liszt's name was likely written by who?,ind
327,What was recognized about Chopin from his musical peers?,desc
328,Chopin is a native of what country?,country
329,With whom did Chopin go to Berlin?,ind
330,Who did Chopin leave for Austria with?,ind
331,With whom did Chopin go to London with in 1837?,ind
332,What did Chopin compalin about?,desc
333,Chopin attended the funeral of who in 1839?,ind
334,What two things did Chopin advise Viardot on?,desc
335,Who did Chopin have at his last Parisian concert in 1848?,ind
336,"Upon Chopin's bicentenary, who recommended a list of who should perform Chopin?",ind
337,What is the world's oldest monographic music competition?,sport
338,What was happening in April 1848 in Paris?,desc
339,What steet did Chopin stay on in London?,animal
340,What did Parisian ladies consider proper etiquette when in Chopin's room?,desc
341,What three other musicians were developing the new genre?,ind
342,Chopin's Polish dance music was developed for what type of hall?,other
343,What Schumann suite contained the name of a piece Schumann named for Chopin?,other
344,Which of his sisters did Chopin sometimes duet with?,ind
345,Chopin had three years of lessons with whom?,ind
346,While in Berlin he saw the operatic work of who?,ind
347,By not going back to Poland Chopin became part of what?,other
348,What affluent family did Chopin gain a patronage from?,gr
349,What was the charity that Liszt and Chopin last performed for?,gr
350,Whom did Sand's daughter Solange become engaged to?,ind
351,What did Broadway provide for Chopin?,other
352,Who paid for Chopin's apartment in Chaillot?,ind
353,What piece did Chopin dedicate to Schumann?,cremat
354,What are two things Chopin's performances were known for?,reason
355,At what age did Chopin start playing publicly?,period
356,As a child Chopin was invited to play with the son of whom?,ind
357,What was the Chopin family's business?,gr
358,In 1829 on a trip back to Berlin Chopin was a guest of who?,ind
359,Woyciechowski left Chopin to enlist in what?,other
360,Who did Chopin know that became rich in Paris?,ind
361,"On March 23, 1833, who headlined and performed with Chopin at a concert?",ind
362,How much older was George Sands than Chopin?,count
363,There are over 80 societies throughout the world that have been established because of Chopin and his music according to who?,ind
364,What two dignitaries where at his first performance in London?,ind
365,Who paid for Chopin's funeral?,ind
366,Schumann described Chopin's music as cannons buried in what?,other
367,What three composers influenced Chopin's work?,ind
368,What birth date is now considered as his actual birthday?,date
369,What gift did Tsar Alexander I give to Chopin?,other
370,To whom did Chopin reveal in letters which parts of his work were about the singing student he was infatuated with?,ind
371,What piece did Chopin create for Prince Antoni?,cremat
372,What did Chopin realize was not ideal for larger spaces after his first successful concert in Paris?,other
373,Who did Chopin contract with for publishing his music?,ind
374,During Sands and Chopin's visit to Majorca who were they fleeing?,other
375,Who did Chopin send his Preludes to?,ind
376,"In addition to hearing him play, what else did people seek from Chopin in London?",other
377,What was played at Chopin's graveside?,sport
378,At what age did Chopin  leave Poland?,period
379,What is the name of the woman he had a relationship with from 1837-847?,ind
380,What was the first of Chopin's works to gain international renown? ,cremat
381,Which friend took on the role of several jobs to help Chopin including copyist?,ind
382,"Once Chopin stopped performing concerts, how did he earn his income?",manner
383,What role did Sand take on as her relationship with Chopin progressed?,ind
384,At what age did Chopin move to Paris?,period
385,What instrument is involved in all of Chopin's work?,instru
386,Chopin is considered a prominent symbol of what?,other
387,The Duchy of Warsaw was created by whom?,ind
388,What language did Chopin's father teach?,lang
389,Chopin had to decline who's invitation in 1843 to particpate in a performance at Erard's?,ind
390,During the last 18 years he lived about how many times did Chopin perform in public?,count
391,Chopin's birth is recorded as when?,date
392,Which of Chopin's sisters would play music with him?,ind
393,What is the title and name of the ruler whose son Chopin was friends with?,ind
394,What did the person who Chopin went with to Berlin do for his work?,desc
395,What were the words Chopin wrote to a friend when he was alone and homesick?,desc
396,Who did Sand sell the piano to?,ind
397,Chopin's performances were known for what?,reason
398,What birth date is now considered correct for Chopin?,date
399,What instrument did Chopin's mother teach at the boarding house?,instru
400,What type of musical piece did Chopin compose for his friend's ruling father?,cremat
401,What is th ename of the mechanical organ Chopin played in 1825?,other
402,Modern medicine indicates Chopin may have suffered from what condition?,dismed
403,In the last years of his life who was the person that supported him financially?,ind
404,What three composers did Chopin take inspiration from?,ind
405,What is the Latin form of Chopin's name?,termeq
406,What did Tsar Alexander I give to Chopin?,other
407,Was the Chopin family boarding house for male or female students?,other
408,What is the title of his first commercially successful work?,cremat
409,What language were some songs written in that Chopin wrote music for?,lang
410,Who were Wang Jiawei and Nyima Gyaincain?,desc
411,What important trade did the Ming Dynasty have with Tibet?,other
412,What did the Tibetans use against Ming forays?,other
413,In what century did the Tibetan Empire fall?,date
414,Which ruler took Western Xia under their control?,ind
415,Who abolished the policy council?,ind
416,What was the western regions composed of?,other
417,Who divided Central Tibet into districts? ,ind
418,Who lost their power over Tibet?,ind
419,Who did the Ming appoint titles to?,ind
420,What was the name of the  eunuch?,ind
421,Who did the Gelug exchange gifts with?,ind
422,"Regardless of their sectarian affiliations, who did the Ming grant titles to?",ind
423,Who imposed on the military might on Tibet in the past? ,ind
424,According to Norbu who failed to realize the significance of the religious aspect of the Ming-Tibetan relationship?,ind
425,Who did the Ming cut off all relations with?,ind
426,Who did the Ming trade horses with?,ind
427,Who does P. Christiaan Klieger claim to have had a mutual role of religious prelate?,ind
428,Who was Altan Khan's nominal superior?,ind
429,Who was given the grandiose title?,ind
430,Who's presence increased in Tibet?,ind
431,Who did Güshi Khan organize a welcome ceremony for?,ind
432,Who did the the Chinese Ming dynasty fall to?,ind
433,Who tried to spread their territory into Tibet?,ind
434,Who were the armed protectors for the Gelug Dalai Lama?,ind
435,Who placed the Sakya viceregal regime position of authority?,ind
436,Who caused the Yuan dynasty to fall?,ind
437,Who had a large amount of contacts with china during Yuan?,ind
438,During the Yuan what existed between China and Tibet? ,other
439,What Tibetan title was hardly ever mentioned when referring to Tai Situ Changchub Gyaltsen?,title
440,Who did the Ming Dynasty decline titles from after receiving invitations?,ind
441,Until what year frame did the Gelug exchange gifts with the the Ming?,date
442,What years did the Rinpungpa regime start and end?,date
443,Hok-Lam Chan states that Deshin Skekpa was only invited for what purpose? ,reason
444,Who used the the Ordos region as a place to stage raids? ,ind
445,What does Sperling claim did not have any control over Tibet?,other
446,Josef Kolmaš  states that Tibet became subject to what government? ,gr
447,Who does P. Christiaan Klieger believe undertook the former imperial tributaries?,ind
448,What was the the third Dalai Lama allowed to do?,desc
449,Who took control of the whole of Central Tibet?,ind
450,What role did Güshi Khan take on?,ind
451,According to Kolmaš who accepted an invite from a Manchu to send envoys to the capital at Mukden?,ind
452,Which regime did Güshi Khan help establish? ,gr
453,What did one of the treaties between the Tang and Tibet help fix?,other
454,What dynasty was concerned with countering northern enemy states?,gr
455,Which dynasty ruled all of china? ,gr
456,What did the the Hongwu Emperor want to continue to promote?,other
457,Who's viewpoint does Thomas Laird believe Wang and Nyima present?,ind
458,Who was granted higher status than the Han Chinese majority?,ind
459,Who governed most areas of Tibet?,ind
460,"When the lamas received an invite from the emperors, who did they send instead? ",ind
461,What dynasty kept a Central-local government relation with the Yuan imperial court?,gr
462,What was the Gelug not mentioned in?,other
463,Who believe that the Ming dynasty did not exercise any direct political control over Tibet?,ind
464,What visual images and symbols were on furnishings from the silk workshops?,other
465,Since what century has Sperling described Ming and Tibet's relation being problematic for China? ,date
466,The presence of the Altan Khan in the west reduced whos influence? ,ind
467,What did Altan Khan threaten the Mongol princes and subjects with if they did not convert?,desc
468,Who did Sonam Gyatso send gifts to?,ind
469,What title was Sonam Gyatso granted in 1587?,title
470,Which enemies did Güshi Khan defeat? ,gr
471,Who was the Tangs biggest rival?,gr
472,Who ruled the Liao dynasty?,ind
473,Who invaded Tibet? ,ind
474,In what years was Töregene Khatun the regent of the Mongol Empire?,date
475,What did Khubilai claim for a while?,other
476,Which dynasty became ruler of Tibet?  ,gr
477,What years did Zhu Yuanzhang rule as the Hongwu Emperor?,date
478,What did the other families fail to establish?,other
479,What years did the Tsangpa start and end?,date
480,Who did the Ming court think the representatives were sent by?,ind
481,Who did Altan Khan make peace with?,ind
482,Who does the article claim had two itinerant high commands over Tibet?,ind
483,Who did the Neo-Confucian establishment have animosity towards?,ind
484,In 1653 who did the Qing emperor grant a title to?,ind
485,Who did Ü-Tsang king have an alliance with?,ind
486,Who did Güshi Khan grant the governing authority to?,ind
487,Who ruled the  Jin dynasty?,ind
488,With whom did Kublai Khan have a unique relationship with? ,ind
489,Who did the Hongwu Emperor send convoys to?,ind
490,Who was ordered to force a Tibetan assault into Sichuan?,ind
491,The Sakya regime established what kind of relationship between the Tibetans and Mongol converts?,other
492,According to article Tibet has remained under what jurisdiction?,other
493,Evelyn S. Rawski claims that Ming's relationship with Tibetan prelates ended during who's reign?,ind
494,In 1713 who did the Qing emperor grant a title to?,ind
495,The title of 'King of Tibet belonged to whom?,ind
496,What processor model is used in the iPod Touch?,product
497,What acoustic element could be distorted by different audio settings in iPods prior to 2007?,other
498,What type of sensory issue was a concern prior to the release of 5th gen iPods?,desc
499,In which generation did iPod start providing compatibility with USB?,other
500,Which iPod accessory was made by Apple but is no longer produced?,product
501,What is the name of an audio format developed by Apple?,other
502,On what devices can video games be used?,other
503,What interface component did Apple attempt to patent in 2005?,other
504,How long were 5th generation iPods marketed as being able to function before needing to be charged?,period
505,What publication revealed information about the working conditions of iPod labor?,cremat
506,Who did Apple partner with to monitor its labor policies?,ind
507,"To work as a boot disk for a Mac, what file system must an iPod be formatted with?",other
508,What is the smallest data capacity for an iPod product?,other
509,Which operating systems are compatible with iTunes?,product
510,"In mid-2010, which Apple device had higher sales than iPod?",product
511,Which generation of iPod Touch was made availalbe in July of 2015?,other
512,In what markets did 6th gen iPods limit the highest volume of the player?,other
513,What is an example of an iPod accessory made work exercise?,other
514,What type of transmitter is used in the iTrip?,other
515,On what part of newer iPods can you find the buttons?,other
516,What program is required to access the iTunes Store?,cremat
517,For what device's sales does Apple leverage the iTunes store?,product
518,What was included on the first iPod?,other
519,Which version of iTunes was introduced with the ability to purchase games?,other
520,What market can Apple participate in now that it has a variety of games available for iPod?,other
521,What minimum version of iTunes is required to transfer purchased media from an iPod to an authorized computer?,other
522,On what kind of operating system can hidden iPod files be accessed?,other
523,What did the 2005 lawsuits accuse Apple of doing?,desc
524,What are two purposes for which iPods are used in business?,reason
525,What publication lauded the iPod for enabling people to listen to thousands of songs on a portable player?,cremat
526,In which industry did the iPod have a major impact?,gr
527,Which website criticized Apple's battery life claims?,other
528,What did Apple originally tell consumers to purchase when their iPod batteries no longer worked?,other
529,What program allowed users to exchange iPod Nanos which suffered from overheating problems with new safe models?,cremat
530,"If connected to a Windows PC when first set up, what file system will an iPod be formatted with?",other
531,What is the largest data capacity for an iPod product?,other
532,What's the most recent generation of iPod Touch?,other
