,texts,labels
291,How many buttons do most iPods use?,count
292,What company ended its deal with Apple's music store in July of 2007?,gr
293,In what year did Apple face multiple intellectual property lawsuits?,date
294,When did Creative and Apple come to an agreement over their intellectual property issues?,date
295,How many iPods did Apple reveal it sold in April of 2007?,count
296,When was the original iPod released?,date
297,What was Vinnie Chieco's profession?,title
298,What are two companies that make iPod accessories?,gr
299,Where can people using iPods on planes view the device's interface?,other
300,How many computers were allowed to play files that used the FairPlay DRM system?,count
301,When did iPod become the leader in digital music device sales?,date
302,What does HP stand for?,exp
303,How many different types of iPod are currently available?,count
304,What are six companies that made some of the first peripherals for the iPod?,gr
305,Which company provides the ability to connect to iPods as a standard feature in their automobiles?,gr
306,What must an iPod be connected to before iTunes can synchronize?,other
307,Who created Brick?,ind
308,What does SDK stand for?,exp
309,What is the name of a company that uses iPods as part of its training?,gr
310,What company was found to be violating Apple's labor policies?,gr
311,Which iPod product features the smallest data storage capacity?,product
312,How many pins did the Lightning connector have?,count
313,Which car company released the first automobile interface for the iPod?,gr
314,What does DRM stand for?,exp
315,When did Apple begin selling entire films through the iTunes store?,date
316,Where is Royal and Western Infirmaries located?,other
317,Where was the Foxconn plant located?,other
318,Which current iPod product features the largest data storage capacity?,product
319,"Which company sued Apple for breach of a ""music jukebox"" patent in 2005?",gr
320,"How many hours of real-time battery life did the 5th-generation iPod test at, compared to its advertised 14 hours?",count
321,What was the name of Apple's manufacturing company that was accused of overworking its employees?,gr
322,What color was the special U2 iPod model?,color
323,What patent holding company sued Apple in 2007?,gr
324,Which computer company sold iPods from 2004-05 as part of a license agreement with Apple?,gr
325,What auditor company did Apple hire to oversee worker conditions following the controversy?,gr
326,What company manufactures the iPod?,gr
327,Which rival company sued Apple in 2005 and 2006?,gr
328,How many versions of the iPod currently exist?,count
329,How many dungeon instances are provided in Twilight Princess?,count
330,What does AI stand for?,exp
331,What is Link's job at the start of Twilight Princess?,title
332,How long did it take to implement riding horses in a believable manner?,period
333,Which company is responsible for the HD version of Twilight Princess?,gr
334,Who wrote and provided art for a Twilight Princess comic book series?,ind
335,Where can players see what action will be performed in different scenarios?,other
336,Where does Midna take Link after he acquires the Master Sword?,other
337,Where does Link depart from at the end of the game?,other
338,Where did Nintendo preview the horseback riding feature?,other
339,Where did Nintendo provide a limited number of Twilight Princess previews?,other
340,How many people would be in the orchestra Kondo imagined using for the soundtrack?,count
341,What does ELF stand for?,exp
342,How many tracks were recorded on the preorder CD?,count
343,How many units of the Wii version of Twilight Princess had been purchased by the end of March 2011?,count
344,Who releases Link from the Realm of Twilight?,ind
345,How many units of the GameCube version of Twilight Princess had been purchased by the end of March 2007?,count
346,Who published the Twilight Princess comic book series?,ind
347,Where is Ganondorf located after Zant's defeat?,other
348,What company developed Legend of Zelda: Twilight Princess?,gr
349,How many Game of the Year awards did Twilight Princess receive?,count
350,Where is Link working as a ranch hand?,other
351,When did the company release a trailer of the horseback riding aspect?,date
352,How many copies of the game had been sold as of March 2011?,count
353,Where did Nintendo provide a limited number of Wii previews?,other
354,What company is developing the remaster?,gr
355,How many tracks were recorded on the post order CD?,count
356,How many copies of the game had been sold on Gamecube as of March 2007?,count
357,Where did Nintendo preview the Phantom riding feature?,other
358,"If Link is not moving, where will he put the enemy he's carrying?",other
359,How many dungeon instances are provided in Epona Princess?,count
360,How many units of the Wii version of Twilight Princess had been purchased by the end of March 2007?,count
361,How many people would be in the orchestra Hylian imagined using for the soundtrack?,count
362,Which company is responsible for the HD version of Nintendo Direct?,gr
363,Where does Ganondorf depart from at the end of the game?,other
364,When did the company release a trailer of the Phantom riding aspect?,date
365,How many copies of PAL had been sold as of March 2011?,count
366,When does the Waker take place?,date
367,Where is Midna working as a ranch hand?,other
368,Where does Midna take Link after he acquires a beast?,other
369,Where is Link located after Zant's defeat?,other
370,Which company made Spectre?,gr
371,Where does Bond go after his suspension?,other
372,Where is Bond brought after he is kidnapped?,other
373,What did SPECTRE originally stand for?,exp
374,How many actual people were used for the opening sequence of Spectre?,count
375,When did Spectre begin production in Austria?,date
376,Where did Spectre filming take place after Rome?,other
377,Where did Craig go to deal with his injury?,other
378,Where was the first showing of Spectre held?,other
379,How many Imax screens showed Spectre on its opening weekend in the US and Canada?,count
380,Which movie was Spectre originally featured in?,cremat
381,Where was the first screening of Spectre?,other
382,Who wrote the book Colonel Sun?,ind
383,Who served as production designer for Spectre?,ind
384,When did the Austrian filming of Spectre finish?,date
385,When did Craig go back to work?,date
386,How many recording sessions did it take to complete the song?,count
387,How many DB10s were made for the movie?,count
388,Where does Blofeld get arrested?,other
389,"Which company is Danjaq, LLC associated with?",gr
390,Who were the writers of Spectre?,ind
391,Where did initial shoots for the film take place?,other
392,What company published the Spectre soundtrack?,gr
393,What former Bond theme singer was the subject of extensive activity on Twitter when the Spectre theme was released?,ind
394,What movie did Spectre unseat as having the highest earnings for IMAX screenings in the UK?,cremat
395,What 007 movie did Sam Mendes previously direct?,cremat
396,What is Mr. Hinx's job?,title
397,Where does JAmes find Dr. Swann?,other
398,Which movie was a modern version of Thunderball?,cremat
399,How long did it take to film Spectre?,period
400,How many engines did the C-X75 originally have?,count
401,How many additional actors were needed for the shoot in Mexico City?,count
402,Where is MI6 based?,other
403,How long did it take to shoot Spectre?,period
404,Who is the vocalist on Writing's on the Wall?,ind
405,How many stars did Mark Kermode of the Guardian aware Spectre prior to its release?,count
406,Where is L'Americain located?,other
407,When did hackers get into the Sony Pictures e-mail system?,date
408,Where was the pre-title scene in Spectre filmed?,other
409,Where in England were scenes shot that represented a location in Rome?,other
410,Where were the scenes featuring planes shot?,other
411,Where did production go to after leaving London?,other
412,How many DB10's were produced?,count
413,How many IMAX screens was Spectre shown on in North America?,count
414,How many James Bond films has Eon Productions produced?,count
415,What was the first James Bond film to be screened at IMAX theaters?,cremat
416,Where does Sciarra's funeral take place?,other
417,Where was the Hoffler Klinik supposed to be located?,other
418,Who wrote the comedy sketch for the cast and crew?,ind
419,What movie did Spectre beat to become top movie of the year in Switzerland?,cremat
420,Who is the leader of Spectre?,ind
421,Where were the scenes of Ralph Fiennes in a restaurant shot?,other
422,How many day did filming take,count
423,How many films has Daniel Craig appeared in as James Bond?,count
424,Where is the L'Americain hotel?,other
425,Which Bond novel first featured Spectre?,cremat
426,Where in Mexico were the Day of the Dead scenes shot?,other
427,Where was the film projected to gross $80-85 million in its opening weekend?,other
428,When was Diamonds are Forever released?,date
429,What company did the Williams Formula One team originally build the C-X75 prototype for?,gr
430,Where was the main cast revealed in December 2004?,other
431,Where did the film open with $14.6 million despite the 11 November Paris attacks?,other
432,Who became a producer on the 1985 film Thunderball?,ind
433,Who was the youngest actress to be a Bond girl?,ind
434,Which film has more than two hundred minutes of music?,cremat
435,Where is the real Hoffler Klinik located?,other
436,How many people were confirmed dead?,count
437,Where was the epicenter?,other
438,How many people were killed in the Hanshin earthquake?,count
439,How many aftershocks were there?,count
440,Where is the Longmenshan Fault located?,other
441,Where were office buildings evacuated?,other
442,Where did the reporters say they saw cracks on walls of some buildings?,other
443,How many highways leading into Wenchuan were damaged?,count
444,Where were the exchanges based?,other
445,How many base stations did China Mobile have suspended?,count
446,How many deaths were reported?,count
447,How many survivors were there from Yingxiu?,count
448,How many school children died due to shoddy construction?,count
449,When did an investigation occur under school casualties?,date
450,How many people were left without housing?,count
451,Who was a professor of civil and environmental engineering at Georgia Tech?,ind
452,How many buildings collapsed as a result of the May 27th aftershocks?,count
453,How many people were in the earthquake emergency relief team?,count
454,How many tents were flown to the region?,count
455,How many schoolrooms collapsed in the quake?,count
456,Where was the most precarious quake lake located?,other
457,When did the sentencing occur?,date
458,Why are the buildings so shoddily built?,reason
459,How many people were confirmed dead only in the Sichuan province?,count
460,Where is the Longmenshan fault located?,other
461,When was Geng's drought-earthquake correlation theory released?,date
462,Where did this earthquake occur?,other
463,Where were office towers evacuated?,other
464,What percentage of building collapsed in Beichuan?,perc
465,How many Unicom towers were suspended?,count
466,How many pandas live at the Reserve?,count
467,Where is Yingxiu located?,other
468,Who was the Vice Minister of Health?,ind
469,How many schools collapsed in Mianyang City?,count
470,How many people could be potentially without housing?,count
471,How many homes were rebuilt?,count
472,Where were most of the surviving children?,other
473,How many countries donated?,count
474,How many Tibetan villagers were stranded?,count
475,How many helicopters were deployed?,count
476,How many helicopters were provided by the PLAAF?,count
477,Where did the government open access to?,other
478,How many quilts were flown to the region?,count
479,What did Myanmar block after Cyclone Nargis?,other
480,How many quake lakes formed?,count
481,Where was the relay scheduled to take place?,other
482,How many people were killed as a result?,count
483,How many people were left homeless because of the earthquake?,count
484,What percentage of buildings were destroyed?,perc
485,How long did the rupture last?,period
486,Where did a cargo train derail as a result?,other
487,Where did two chemical plants collapse?,other
488,How many China Mobile base stations stopped working?,count
489,How many British visitors to the Reserve left unharmed?,count
490,How many troops were allocated to Zipingpu?,count
491,How many people were listed as missing?,count
492,How many people in total lived in Yingxiu?,count
493,How many people were buried in the collapsed schools?,count
494,How many students were killed in Xinhua?,count
495,How many animals were killed?,count
496,How many people were injured in the May 25 aftershock?,count
497,How many homes were left without permanent shelter?,count
498,How many of the team were from the military?,count
499,Where was an article reported about the scandal?,other
500,How many international organizations donated?,count
501,How many militia reservists joined in on rescue efforts?,count
502,How many helicopter were to be provided by the civil aviation industry?,count
503,When did Beijing agree to aid from Taiwan?,date
504,When did a rescue team depart?,date
505,How many Chinese troops were involved in the rescue efforts?,count
506,Why did so many schools collapse during the earthquake?,reason
507,How many students attended the school?,count
508,What was Liu Shaokun's profession?,title
509,How many people lived in the affected area?,count
510,How many aftershocks were there within 72 hours?,count
511,Where should you look for more details?,other
512,"How many students out of the 900 in the school, survived the collapse?",count
513,How many pandas were injured?,count
514,How many dams were damaged?,count
515,How many people were injured?,count
516,How many people were killed in Beichuan County?,count
517,How many school buildings collapsed in the province?,count
518,How many students were disabled in Xinhua?,count
519,How many pigs died in Sichuan?,count
520,How many homes were destroyed because of the May 27 aftershocks?,count
521,How many schools were reconstructed?,count
522,How many troops were dispatched by the Chengdu military?,count
523,How many of the team were from the police?,count
524,Where did parents go to mourn their children?,other
525,What country was the largest aid donor to China?,country
526,How many survivors were found?,count
527,How many aircraft were there in total?,count
528,How did the move the relief supplies from Taiwan to the stricken area?,manner
529,"When did groups from South Korea, Japan, and others arrive in China?",date
530,Where did rescue helicopters have trouble landing?,other
531,How many people were evacuated downstream?,count
532,When did the Chinese hold a moment of silence?,date
533,Where was the torch relay supposed to take place?,other
534,What organization reported that China asked for help?,gr
535,Where was the epicenter of the earthquake?,other
536,"Where was the August 30, 2008 quake?",other
537,When did the airport re-open?,date
538,Where were companies located that had their stock trading suspended?,other
539,Where were the internet cut?,other
540,How many wireless communications failed in Sichuan?,count
541,How many earthquake relief workers were killed?,count
542,How many people were injured in Beichuan County?,count
543,Where is health care poor in China?,other
544,How many students were buried in a school in Hanwang?,count
545,How many troops parachuted into Mao County?,count
546,How many tents did the Sichuan Ministry provide for the homeless?,count
547,Where are the Chinese going to perform safety checks?,other
548,Why did the world community notice the need for help?,reason
549,What did many families lose in the earthquake?,other
550,How far was it from Chengdu?,dist
551,How many people died in Sichuan Province?,count
552,What percentage of buildings were destroyed during the quake?,perc
553,Where on the fault is the possibility of future earthquakes increased?,other
554,Why did the seismic waves travel so far?,reason
555,Where is the Longmen shan fault located?,other
556,What happened to office buildings in Shanghai?,desc
557,How many pandas escaped the reserve?,count
558,How many survivors were there in the town of Yingxiu?,count
559,How many people might actually be homeless?,count
560,Where was the aftershock of August 5 that caused widespread hill slides?,other
561,How many people did Wei Hong say were dead or missing?,count
562,How many medical teams were sent to Wenchuan county?,count
563,How many people comprised the relief team?,count
564,Where were surviving children living?,other
565,Where were the soldiers under commander Yang Wenyao trying to go?,other
566,How many helicopters came from the PLAAF?,count
567,Where did the chartered flight from Taiwan land?,other
568,How did a lot of people donate using mobile phones?,manner
569,Where was the worst of the quake lakes located?,other
570,Where was there a minute of silence during the relay?,other
571,Where is the Sangzao Middle School?,other
572,Where are the Beichuan and Guanxian-Anxian Faults?,other
573,How many of the buildings in Beichuan collapsed?,count
574,How many of China Unicom's towers were cut?,count
575,How many security guards died at the reserve?,count
576,How many schools collapsed in Mianyang City,count
577,How many homes had been rebuilt?,count
578,How many troops were sent to the area for relief work?,count
579,How many soldiers were from the Beijing Military?,count
580,What country was the largest aid donor to China?,country
581,How many helicopters were sent to deliver aid to the affected areas?,count
582,How many Chinese troops and medics were involved in the relief efforts?,count
583,Where is Mount Tangjia?,other
584,How many people died?,count
585,How many people are listed as missing?,count
586,Why were flights delayed and diverted?,reason
587,Where did a cargo train derail?,other
588,How many residents were killed in Beichuan County?,count
589,How many people were buried under rubble in Mianyang City?,count
590,How many children are disabled?,count
591,How many pigs died from the earthquake in Sichuan ?,count
592,How many houses were still under construction?,count
593,How many international organizations made donations?,count
594,Where did the Red Cross team from Taiwan land?,other
595,How many tents did the Sichuan Ministry of Affairs provide?,count
596,How many soldiers had to travel to the area by foot?,count
597,How many years was Ye Zhiping involved in the school overhaul?,count
598,How many people are homeless because of the quake?,count
599,Why did the train catch fire?,reason
600,How many people were injured?,count
601,How many school buildings fell in the entire province?,count
602,Where did the Chinese government decide that parents who had lost children could go for free treatment?,other
603,How many families were still without permanent homes?,count
604,How did the relief team travel to Wenchuan county?,manner
605,How many persons were still unaccounted for in Yingxiu?,count
606,How many boroughs comprise New York City?,count
607,How many tourists visited New York in 2014?,count
608,Where was Juan Rodriguez born?,other
609,"In 1730, what percentage of New York households were slave-holding?",perc
610,Who was the mayor of New York City in 1861? ,ind
611,How many non-white people lived in New York in 1890?,count
612,How many high-rises were present in New York City in 2011?,count
613,When did the United States Geological Survey released its seismic hazard analysis?,date
614,How many of New York's boroughs would be counted among the United States' ten most populated cities if they were independent?,count
615,How many state parks exist in New York City?,count
616,How many people live in a square mile of New York City?,count
617,What percentage of the population was born outside the United States?,perc
