,texts,labels
97,Which two countries can you purchase Beyonce's clothing line?,country
98,When will the full line appear?,date
99,How did Beyonce describe herself as a feminist?,manner
100,What large record company recorded Beyonce's group's first album?,gr
101,What film did Beyonce appear in with Mike Myers?,cremat
102,When did Destiny's Child get their star on the Hollywood Walk of Fame?,date
103,"What artist did Beyonce duet with in the single, ""Deja Vu''?",ind
104,How many millions of dollars did ''The Pink Panther'' gross world-wide?,count
105,How did she reveal the marriage?,manner
106,Where did Beyonce donate her salary from the movie Cadillac Records?,other
107,Beyonce received how many nominations at the 52nd Annual Grammy Awards?,count
108,When did she stop using her father as a manager?,date
109,How many copies did the album sell in its first week?,count
110,What does B.I.C. stand for?,exp
111,What song did she release in 2013 in response to a speech?,cremat
112,What did the Daily Mail say about Beyonce's voice?,desc
113,What song by Mariah Carey influenced her?,cremat
114,Where did she perform wearing Baker's hula skirt?,other
115,Who called Beyonce the World's most Beautiful Woman?,ind
116,When was she again on the Time 100 List and on the cover?,date
117,How many albums has Beyonce as a solo artist sold in the U.S?,count
118,How many Grammies has Beyonce won?,count
119,Who was in the commercial with Beyonce in 2004?,ind
120,When will the new line launch?,date
121,When did Beyonce partner with C&A to sell fashion in Brazil?,date
122,What company did Beyoncé contract with to sell clothing in England?,gr
123,"After what movie portraying Etta James, did Beyonce create Sasha Fierce?",cremat
124,What record company first signed Beyonce's group and later cut them?,gr
125,Who replaced Luckett and Roberson in Destiny's Child?,ind
126,When did Beyonce begin her second world tour?,date
127,What thriller film did Beyonce star in?,cremat
128,How long did the hiatus last?,period
129,When did this leak happen?,date
130,How long was it after the birth of her child before she performed again?,period
131,How many Tweets per minute did the half time show get?,count
132,When did Beyoncé release her fifth studio album?,date
133,When did Beyoncé release Formation?,date
134,How did Beyonce deal with the miscarriage of her child?,manner
135,Who was credited for her cries on the song?,ind
136,When did she and Jay Z become the highest paid black celebrity couple?,date
137,What singer inspired Beyoncé's B'Day album?,ind
138,How does Madonna influence her?,manner
139,Where did Suga Mama band make their first appearance?,other
140,When was the term added to the dictionary?,date
141,Who called her Hottest Female Singer of all Time?,ind
142,Who said that she is the reigning national voice?,ind
143,For what film was Paltrow studying Beyonce ?,cremat
144,How many Grammy awards did Crazy in Love get?,count
145,How many has she sold worldwide?,count
146,How many Grammy nominations does Beyonce have?,count
147,What is the name of Beyoncé's management company?,gr
148,What is the parent company of the music service Beyoncé owns part of?,gr
149,When did Beyonce and her mother start Dereon?,date
150,What company did Beyoncé get together with in 2005 to add shoes to her fashions?,gr
151,Who managed the Destiny's Child group?,ind
152,When did Destiny's Child end their group act?,date
153,How many records has Beyonce sold in her 19 year career?,count
154,What city was Beyoncé's elementary school located in?,city
155,"What singer did Beyonce record a song with for the movie, ''The Best Man""?",ind
156,Which film did Beyoncé star in 2001 with Mekhi Phifer?,cremat
157,Who did Beyoncé tour with for the Verizon Lades First Tour?,ind
158,Who was Beyonce's duet with in ''Beautiful Liar''?,ind
159,Who beat out Beyonce for Best Female Video ?,ind
160,When did she perform at the Roseland ballroom?,date
161,How many nights did she perform at Atlantic City?,count
162,When did Destiny's Child release Love Songs?,date
163,How many digital copies of her fifth album did Beyoncé sell in six days?,count
164,"Where did Beyoncé exclusively release her single, Formation?",other
165,Where was Beyonce when she became pregnant?,other
166,When did Beyoncé give birth to her daughter?,date
167,How much did she earn in 2014?,money
168,Where does she place in writing credits  for three number one songs?,other
169,Who has said that Beyoncé is the best entertainer alive?,ind
170,When did Beyoncé introduce Sasha Fierce?,date
171,"What journalist wrote that Beyoncé was a ""sex symbol""?",ind
172,When did she appear on the cover of GQ?,date
173,Who was accused of lightening Beyoncé's skin for an advertisement?,ind
174,Who stated that Beyoncé is the most important musician of the 21st century?,ind
175,How many copies did Crazy in Love sell?,count
176,How many records has she sold with Destiny's Child?,count
177,When did she set the record for most Grammy awards won in one night?,date
178,What company was producing the video game?,gr
179,When did Beyoncé rise to fame?,date
180,How many records did Beyoncé sell as part of Destiny's Child?,count
181,What company did Beyoncé's father work for when she was a child?,gr
182,What was the name of Beyoncé's first dance instructor?,ind
183,How old was Beyoncé when she met LaTavia Roberson?,period
184,Who helped Beyoncé overcome her depression during the years following the Destiny's Child split?,ind
185,How many copies did B'Day sell during the first week of its release?,count
186,Which film did Beyoncé star with Steve Martin in?,cremat
187,How much did the second world tour make in dollars?,money
188,Who suggested the hiatus for Beyoncé?,ind
189,Where did Beyonce perform in 2011?,other
190,When did Beyoncé give birth to a daughter?,date
191,Where did Beyoncé announce her pregnancy?,other
192,How many octaves does Beyoncé's voice span?,count
193,What album did she re-release in Spanish?,cremat
194,Who released the single Girls Love Beyonce?,ind
195,When did she receive the Legend Award?,date
196,How many editions of Heat have been launched?,count
197,How many people lost their jobs over Beyoncé backing out of the deal?,count
198,Where is Topshop located?,other
199,Where were items from the clothing line displayed?,other
200,What did Beyoncé open at the Brooklyn Phoenix House in 2010?,other
201,"After leaving Destiny's Child, how many records did Beyoncé release under her own name?",count
202,How old was Beyoncé when she won a school talent show?,period
203,"Who collaborated with Beyoncé on the single, Deja Vu?",ind
204,When did Beyoncé get married?,date
205,Which singer did Beyoncé portray in Cadillac Records?,ind
206,Who did Beyoncé part ways with during her hiatus?,ind
207,Who did Beyoncé perform privately for in 2011?,ind
208,When was 4 released?,date
209,How many dates did the Mrs. Carter Show World Tour have?,count
210,When were Beyoncé and Jay Z married?,date
211,What song did Jay Z release two days after Blue Ivy was born?,cremat
212,"When did Beyoncé endorse on March 26, 2013?",date
213,Why is Beyoncé known as the centerpiece of Destiny's Child?,reason
214,Who gave Beyoncé the Pop Songwriter of the Year award in 2001?,ind
215,What year did Beyoncé first model for Tom Ford?,date
216,Who did Beyoncé tell in 2013 to only use natural pictures of her rather than retouched images?,ind
217,Who studied Beyoncé during live concerts for research for a film's music role?,ind
218,How many music certifications has she received in the 2000s?,count
219,How many Grammys has Beyoncé won?,count
220,When was the disagreement settled out of court?,date
221,Who shares in the House of Deréon fashion line introduction with Beyoncé?,ind
222,What Lee Greenwood song did Beyoncé cover after Osama bin Laden was killed?,cremat
223,How many Grammy awards has Beyoncé won?,count
224,Who placed Girl's Tyme in Star Search?,ind
225,When did Destiny's Child announce their hiatus?,date
226,What film did Beyoncé star in with Mike Myers in 2002?,cremat
227,When did Beyoncé release her first solo album?,date
228,Who did Beyoncé marry?,ind
229,Which organization received Beyoncé's entire Cadillac Records salary?,gr
230,How many nominations did Beyoncé receive at the 52nd Grammy Awards ceremony?,count
231,How long did her hiatus last?,period
232,Who released the information about Beyoncé's performance for the Libyan ruler?,ind
233,How many copies of 4 sold in the first week?,count
234,Where was Blue Ivy born?,other
235,How many records combined have Beyoncé and Jay Z sold?,count
236,How many people watched the 2011 MTV Video Music Awards?,count
237,"When did Beyoncé become the highest paid black musician, ever?",date
238,What was the name of the film that Gwyneth Paltrow starred in as a musician?,cremat
239,"Who sang ""Girls Love Beyoncé"" in 2013?",ind
240,How many records has Beyoncé sold in the United States?,count
241,How many Grammy nominations has Beyoncé had?,count
242,What year did Beyoncé introduce her first fragrance?,date
243,When did Beyoncé release Dangerously in Love?,date
244,When did Beyoncé begin to manage the girl group?,date
245,When did Destiny's Child release their second album?,date
246,"Where did Beyoncé perform on January 20, 2009?",other
247,Which organization did Beyoncé donate her pay for the private performance to?,gr
248,Where was Beyoncé's first public performance after giving birth?,other
249,What is the name of Beyoncé's documentary film?,cremat
250,How many awards was Beyoncé nominated for at the 57th annual Grammys?,count
251,Who coached Beyoncé for her Spanish recordings?,ind
252,Who inspired Beyoncé to take control of her career?,ind
253,When did The Mamas make their debut?,date
254,What year was Beyoncé featured both on the Time 100 list as well as the cover of the issue?,date
255,How many records has Beyoncé sold throughout the world?,count
256,What organization discovered that the advertisements Beyoncé did for the soft drink company were 70% positive?,gr
257,Who did Beyoncé work with in 2013 on the Chime for Change campaign?,ind
258,How many Grammy awards did Beyoncé win for her first solo album?,count
259,"Who did Beyoncé sing a duet with for ""The Best Man"" film?",ind
260,Who helped Beyoncé earn a Grammy award for Best R&B Performance by a Duo or Group at the 46th annual Grammy Awards?,ind
261,What pop singer did a duet with Beyoncé on Beautiful Liar?,ind
262,Which thriller film did Beyoncé star in with Ali Larter?,cremat
263,Where did Beyoncé perform for four nights of standing room only concerts in 2011?,other
264,How many nights did Beyoncé play at the resort?,count
265,How many awards did Beyoncé win at the 57th Annual Grammys?,count
266,Where did Beyoncé get pregnant?,other
267,When did Jay Z and Beyoncé become the first music couple worth over a billion dollars?,date
268,Who cited Beyoncé as being the top certified artist of the 2000s?,ind
269,What movie had Beyoncé nominated as Best Actress for Golden Globe Awards?,cremat
270,How many editions of Heat exist?,count
271,"What musical comedy did Beyoncé star in along with Cuba Gooding, Jr. in 2003?",cremat
272,How many awards did Beyoncé win at the 46th Grammy's Awards?,count
273,Which prominent star felt the 2009 Female Video of the Year award should have went to Beyoncé instead of Taylor Swift?,ind
274,How many certifications did RIAA give Beyoncé?,count
275,When did Beyoncé receive the Legend Award?,date
276,Who did Frédéric's father marry in 1806?,ind
277,Who was Frédéric's first professional teacher in music?,ind
278,In what year was the Saxon Palace taken by the Russian governor for use regarding the military?,date
279,Who was the recipient of Frédéric's letter he wrote on 12 December 1831?,ind
280,What address did Frédéric live at during his stay in Paris?,other
281,What city did Frédéric visit in June 1837?,city
282,How many doctors saw Frédéric by the 3rd of December?,count
283,What was the name of the 1945 movie released about Chopin?,cremat
284,When was the first fictionalized account of Chopin's life?,date
285,What year was the earliest Chopin recording created?,date
286,Where did Chopin head to during the Revolution of 1848?,other
287,Where did Chopin stay while in London?,other
288,Where did Jane Stirling invite Chopin?,other
289,When did Chopin last appear in public?,date
290,Who did Chopin play for while she sang?,ind
291,When did his sister come to stay with Chopin?,date
292,Why did Chopin request being cut open after his death?,reason
293,Where was Chopin's funeral held?,other
294,What song was sung at Chopin's funeral?,cremat
295,Who sculpted Chopin's tombstone?,ind
296,How many of Chopin's works still exist?,count
297,Who is credited with creating the nocturne?,ind
298,How many polonaises were published while Chopin lived?,count
299,How many nocturnes did Chopin compose?,count
300,"How many movements are No. 2, Op. 35 and No. 3, Op 58 in?",count
301,"Who said that Chopin's familiarity with Polish music was more ""urbanised""  than true folk music?",ind
302,Who dedicated his 1915 piano Études to Chopin?,ind
303,How many public performances was Frédéric estimated to have given during the remainder of his life?,count
304,Which singer was cited specifically as someone Frédéric was attracted to?,ind
305,Which opera director did Frédéric see works of during his stay in Berlin?,ind
306,Which country did Frédéric go to first after setting out for Western Europe?,country
307,Who was the principal of the Polish Literary Society that Frédéric became acquainted with?,ind
308,Who was Frédéric's trusted adviser while in Paris?,ind
309,How far down the road did Liszt live from Frédéric during this time?,dist
310,What event occurred on Frédéric's return to Paris?,event
311,What two people created a documentary on Chopin for Italian tv?,ind
312,Where was the first fictionalized account of Chopin's life created?,other
313,What year was the International Chopin Piano Competition founded?,date
314,Who choreographed a ballet which included Chopin's work?,ind
315,What company provided Chopin with a piano while in London?,gr
316,What doctor was with Chopin when he wrote out his will?,ind
317,Where was Chopin's last public performance?,other
318,In 1849 where did Chopin live?,other
319,In September 1849 where did Chopin take up residence?,other
320,What was the name of Chopin's doctor?,ind
321,Who was the organist at Chopin's funeral?,ind
322,How many polonaises were published after Chopin died?,count
323,Who was Chopin's musical executor?,ind
324,"Who edited the Polish ""National Edition"" of Chopin's works?",ind
325,Who wrote about a Chopin 1841 recital?,ind
326,What does rubato mean?,def
327,What year did Schumann review Chopin's piano concertos?,date
328,Who were two of Chopin's contemporaries?,ind
329,In what year did Frédéric obtain citizenship in France?,date
330,Where did Frédéric live with his family while they were in Warsaw?,other
331,What building was Frédéric's new home adjacent to?,other
332,How many piano concerts did Frédéric perform in Vienna during this time?,count
333,In what year did Frédéric officially acquire French citizenship?,date
334,Who was the director of the Academy of Art that Frédéric met while in Düsseldorf?,ind
335,How many times did Frédéric and Liszt collaborate in performances during the years of 1833 to 1841?,count
336,Who did George Sand write to when admitting having a strong affection for Frédéric?,ind
337,How many years older was George Sand compared to Frédéric?,count
338,What city did the group travel to in order to help Frédéric recover?,city
339,How many pieces did Chopin write in 1841?,count
340,When did Chopin last perform?,date
341,What was the title of the documentary the BBC released?,cremat
342,What year was  La valse de l'adieu released?,date
343,Who played the earlier known recording of Chopin's work?,ind
344,Where is the International Chopin Piano Competition held?,other
345,Where did Chopin go in the spring of 1848?,other
346,Where was Chopin's initial performance?,other
347,Where was Chopin invited to in late summer?,other
348,How many people arrived for Chopin's funeral?,count
349,Who led Chopin's funeral procession?,ind
350,How much did Chopin's funeral cost?,money
351,How many Chopin pieces are known to have survived?,count
352,Who did Chopin say were the two most important composers in his own music influences?,ind
353,How many unfinished pieces did Julian Fontana make into eight more opus numbers?,count
354,"How many movements are in No. 2, Op. 35 and No. 3, Op 58?",count
355,"Who wrote about Chopin's ""novel harmonic effects""?",ind
356,Who was Alexander Scriabin's teacher?,ind
357,Where were Poles scattered to?,other
358,How many of Chopin's Polish songs did Liszt transliterate for piano?,count
359,Who was a student of Chopin's former students and actually recorded some Chopin music?,ind
360,In what area was Frédéric born in?,other
361,In what area had Frédéric's most productive period of composition taken place?,other
362,What poet did Chopin use verses from for songs?,ind
363,Where were Frédéric's parents located at when he saw them for the final time in 1835?,other
364,How many doctors visited Chopin?,count
365,Where was Sand's estate located where they stayed for the summers until 1846?,other
366,What instrument did Chopin play at  Adolphe Nourrit's funeral?,instru
367,What instrument did Chopin play for Charles Hallé when the latter visited him?,instru
368,What was the name of Sand's novel she published in reference to her situation with Chopin?,cremat
369,How many pieces did Chopin compose in 1842?,count
370,Who starred as Chopin in Impromptu?,ind
371,What is thought to be the first fictionalized work about Chopin?,cremat
372,Who orchestrated Chopiniana?,ind
373,What city did Chopin perform at on September 27?,city
374,When did Chopin return to Paris?,date
375,Who accompanied Chopin's sister to Paris?,ind
376,Why did Chopin want his body opened when he died?,reason
377,Where was Chopin's funeral held?,other
378,What is different about Chopin's waltzes versus a ballroom waltz?,desc
379,How many instrumental works did Chopin give a descriptive name to?,count
380,Where did Chopin's work start t oshow up?,other
381,"Who wrote that ""improvisation is designed for an audience""?",ind
382,What year did Chopin meet Field?,date
383,Who was Chopin's worthy successor according to Jones?,ind
384,Why did Schumann say the Poles were in mourning?,reason
385,Where did Chopin create the majority of his compositions?,other
386,How many miles was the village Frédéric born in located to the west of Warsaw?,count
387,What short poem spoke of Frédéric's popularity as a child?,cremat
388,Which artist created the first known portrait of Frédéric?,ind
389,When did Chopin visit Berlin?,date
390,Where did Chopin meet Felix Mendelssohn?,other
391,Where did Frédéric and Sand venture to after Majorca became unlivable when it was discovered they were not married?,other
392,What month did Chopin's piano arrive?,date
393,Where did Frédéric and Sand move to in 1842 in buildings next to each other?,other
394,Who were two visitors to Chopin while in Nohant?,ind
395,In what year did Chopin and Sand ultimately bring their relationship to a close?,date
396,What was the name of the documentary released by the BBC?,cremat
397,When did Ulrich do his sonnet on Chopin?,date
398,When did Pabst record his Chopin performance?,date
399,What year was the Chopiniana released?,date
400,Where was Chopin's last public performance?,other
401,Who gave Chopin a loan in September for an apartment?,ind
402,Who was Chopin's physician?,ind
403,What Mozart song was sung at Chopin's funeral?,cremat
404,Who was devoted to the music of Chopin?,ind
405,"Who wrote about Chopin's ""chromatic embroidery""?",ind
406,What year was Chopin born?,date
407,Where did he end up living when he was 21?,other
408,Where was Chopin born?,other
409,When did Chopin's family move to Warsaw?,date
410,Who was Chopin's initial piano teacher?,ind
411,The Saxon Palace was taken over for military use in what year?,date
412,Who taught Chopin to play the organ?,ind
413,What year did Chopin's sister Emilia die?,date
414,When did Chopin receive his last Conservatory report?,date
415,Where did Chopin debut after completing his studies?,other
416,When did Chopin reach Paris?,date
417,What was the name of the poet Chopin became acquainted with in Paris?,ind
418,When did Chopin debut at Salle Pleyel ?,date
419,What is the name of Chopin's pupil who performed with him?,ind
420,Where was Chopin's first concert in Paris held?,other
421,When was the first time Liszt and Chopin performed together?,date
422,Starting in what year did Chopin start showing evidence of very bad health?,date
423,When did Chopin's relationship with Sand start to deteriorate?,date
424,How many works did Chopin write in 1842?,count
425,What 1945 film was a fictionalized accounting of the relationship between Chopin and Sand?,cremat
426,"Who wrote the fictionalized ""Chopin?""",ind
427,Which 1909 ballet used Chopin's music?,cremat
428,Where did his friends found Chopin an apartment in 1849?,other
429,How many people arrived without an invitation?,count
430,Who was the organist for Chopin's funeral?,ind
431,Who designed Chopin's tombstone?,ind
432,Who compiled the Kobylańska Catalogue?,ind
433,Who edited the Polish National Edition?,ind
434,Who was Alexander Scriabin's teacher?,ind
435,"Who wrote that Chopin's music, when played by him, became a ""colorful wreath of flowers""?",ind
436,How many public shows did he perform during the last years of his life?,count
437,What is the name of Chopin's godfather?,ind
438,Where did Chopin's father get a teaching position?,other
439,The Warsaw Lyceum was moved to where?,other
440,What was the name of the person who hosted Chopin as a guest when he discovered Polish rural folk music?,ind
441,What year did Chopin leave Warsaw?,date
442,Where did Chopin intend to go after Austria?,other
443,Where did Julian Fontana fail to get established?,other
444,Where did Chopin prefer to play for people?,other
445,In 1835 where did Chopin and his parents visit?,other
446,Who did Chopin dedicate the Op. 10 Études to?,ind
447,Who hosted the party whre Chopin met George Sand?,ind
448,What was James Broadwood's occupation?,title
449,Where did the group travel to after Barcelona?,other
450,"Who wrote a letter on June 7, 1842 about a stay in Nohant?",ind
451,How many works did Chopin write in 1843?,count
452,What instrument did Auguste Franchomme play?,instru
453,Who did a work for Italian television about Chopin's life?,ind
454,Who portrayed Chopin in A Song to Remember?,ind
455,"When was the fictionalized ""Chopin"" produced?",date
456,When was the International Chopin Piano Competition established?,date
457,Who choreographed Chopiniana?,ind
458,Which cemetery was Chopin buried in?,other
459,How much did Chopin's funeral and monument cost?,money
460,When was Op. 74 published?,date
461,Who wrote a glowing review of Chopin's love for his country through his music in 1836?,ind
462,Where did Chopin grow up?,other
463,What other composer did Chopin develop a friendship with?,ind
464,When was his birthday recorded as being?,date
465,What instruments did Chopin's father play?,instru
466,What instrument did Chopin play in front of Tsar Alexander I?,instru
467,When did Chopin return to Warsaw?,date
468,In what year did Chopin become a French citizen?,date
469,When did Chopin receive his first major endorsement from Robert Schumann?,date
470,When did Chopin propose marriage to Maria Wodziński?,date
471,Where did Liszt and Chopin last perform together?,other
472,Who apologized to Chopin for adding embellishments to a musical piece he perforemed that was written by Chopin?,ind
473,What year did Maria Wodzińska's mother tell Chopin that he likely would not marry her daughter?,date
474,What month did Chopin's Pleyel piano arrive in Majorca?,date
475,Where was Sand's home?,other
476,What novel did Sand write in 1847?,cremat
477,How many works did Chopin write in 1845?,count
478,"Who portrayed Chopin in the 1928 film, La valse de l'adieu?",ind
479,"Where was the fictionalized ""Chopin"" produced?",other
480,Who orchestrated Chopiniana?,ind
481,When did Jenny Lind visit Chopin?,date
482,Who led the funeral procession?,ind
483,How many Chopin polonaises were published after his death?,count
484,What year did he gain citizenship in France?,date
485,Where did Chopin create most of his works?,other
486,What year did Chopin compose his first work?,date
487,Where did Chopin spend his vacation in 1824 and 1825?,other
488,What artist painted the Chopin family?,ind
489,Why did some critics say that Chopin was too delicate?,reason
490,What is the name of Chopin's biographer?,ind
491,After returning to Paris where was Chopin's apartment?,other
492,When did Chopin show signs of serious illness?,date
493,Who was the fortune hunter engaged to Sand's daughter?,ind
494,"Who portrayed Chopin in the 1991 film, Impromptu?",ind
495,How many known works of Chopin's music were on YouTube up to the beginning of 2014?,count
496,Who took Chopin's heart to Poland?,ind
497,From where id Chopin's father emigrate from?,other
498,How old was Chopin when his family moved to Warsaw?,period
499,What musical piece had a Larghetto dedicated to the female singing student Chopin was infatuated with?,cremat
500,What year did Chopin visit Berlin while still a student?,date
501,Who did Chopin hear play violin in 1829 that prompted him to write a composisition?,ind
502,"After 1831, what country did Chopin never return to?",country
503,How many times did Chopin and Liszy perform together in public?,count
504,Who did Chopin write to displaying his desire to take away a performers ability to play his music?,ind
505,After it became known that Sands and Chopin were unmarried where did they end up taking up shelter?,other
506,In 1842 where did Chopin and Sand move?,other
507,Who sang chopin arrangements on July 7 of the year Chopin was in London?,ind
508,Who ended up with the 200 letters from Sand to Chopin?,ind
509,When did Chopin die?,date
510,What is the name of Chopin's first music teacher that was not an amateur musician?,ind
511,What was the place Chopin was invited to as a friend of ruler's son?,other
512,Who gave Chopin instruction on how to play the organ?,ind
513,What year did Chopin leave Warsaw?,date
514,How many boarders of his family's boarding house became intimate friends with Chopin?,count
515,Where did Chopin make his debut after completing his education?,other
516,What year did the uprising begin in Warsaw?,date
517,Where were Chopin and Fontana students together?,other
518,Where did Chopin and Hiller go with the person Chopin met in the spring of 1834?,other
519,Who did the first concert of Chopin and Liszt benefit?,ind
520,When did Chopin and Sand become lovers?,date
521,What was the name of Sand's book where the main characters can be interpreted as Sand and Chopin?,cremat
522,How many public performances did Chopin do where he made his debut after completing his education?,count
523,Where did Chopin and Sand go between November 1838 and February 1839?,other
524,Who visited Chopin in 1844 and wrote about his inability to move?,ind
525,When did Chopin end his relationship with Sand?,date
526,What year did Chopin become a citizen of France?,date
527,How old was Chopin when he began to perform for the public?,period
528,What artist made portraits of the Chopin family in 1829?,ind
529,Who directed the operas they enjoyed in Berlin?,ind
530,How many weeks after completing school was it before Chopin made his public debut?,count
531,What year did Chopin learn that the uprising in Warsaw was crushed?,date
532,What biographer of Chopin wrote that Chopin never considered himself French?,ind
533,Who joined Chopin and Sand on their trip to Majorca?,ind
534,Where did they travel after leaving Barcelona?,other
535,Where did Chopin live with his family in Warsaw?,other
536,Who wrote in 1818 about the popularity of Chopin?,ind
537,What year did Chopin return to Berlin?,date
538,Where did Chopin and Sand move to in 1842?,other
539,In what year was Chopin born?,date
540,In what year did Chopin become a French citizen?,date
541,Chopin was actually born outside of Warsaw at what location?,other
542,Where did Chopin and Sand stay in Valldemossa?,other
543,Where did they spend most summers until 1846?,other
544,What famous French leader had established the Polish state at this time?,ind
545,How old was Chopin when he left Poland?,period
546,Of what venue was Chopin an often invited guest?,other
547,What year did Chopin die?,date
548,When did the Five Dynasties and Ten Kingdoms period of China take place?,date
549,Who was the Mongol prince?,ind
550,How many states were ruled by myriarchies?,count
551,When did Kublai Khan conquer the song dynasty?  ,date
552,What year was the Sakya viceregal regime eradicated? ,date
553,Who created the Ming Dynasty? ,ind
554,Who was the fourth Karmapa Lama?,ind
555,How many princes of Dharma were assigned by the Ming court?,count
556,who was a professor of the University of Washington?,ind
557,Who wrote the book The Story of Tibet?,ind
558,How did the The Columbia Encyclopedia describe the Yuan dynasty?,manner
559,When did Ayurbarwada Buyantu Khan reign?,date
560,Where is the China Tibetology Research Center located?,other
