,texts,labels
291,What company ended its deal with Apple's music store in July of 2007?,gr
292,In what year did Apple face multiple intellectual property lawsuits?,date
293,When did Creative and Apple come to an agreement over their intellectual property issues?,date
294,How many iPods did Apple reveal it sold in April of 2007?,count
295,When was the original iPod released?,date
296,What was Vinnie Chieco's profession?,title
297,What are two companies that make iPod accessories?,gr
298,Where can people using iPods on planes view the device's interface?,other
299,How many computers were allowed to play files that used the FairPlay DRM system?,count
300,When did iPod become the leader in digital music device sales?,date
301,What does HP stand for?,exp
302,How many different types of iPod are currently available?,count
303,What are six companies that made some of the first peripherals for the iPod?,gr
304,Which company provides the ability to connect to iPods as a standard feature in their automobiles?,gr
305,What must an iPod be connected to before iTunes can synchronize?,other
306,Who created Brick?,ind
307,What does SDK stand for?,exp
308,What is the name of a company that uses iPods as part of its training?,gr
309,What company was found to be violating Apple's labor policies?,gr
310,Which iPod product features the smallest data storage capacity?,product
311,How many pins did the Lightning connector have?,count
312,Which car company released the first automobile interface for the iPod?,gr
313,What does DRM stand for?,exp
314,When did Apple begin selling entire films through the iTunes store?,date
315,Where is Royal and Western Infirmaries located?,other
316,Where was the Foxconn plant located?,other
317,Which current iPod product features the largest data storage capacity?,product
318,"Which company sued Apple for breach of a ""music jukebox"" patent in 2005?",gr
319,"How many hours of real-time battery life did the 5th-generation iPod test at, compared to its advertised 14 hours?",count
320,What was the name of Apple's manufacturing company that was accused of overworking its employees?,gr
321,What color was the special U2 iPod model?,color
322,What patent holding company sued Apple in 2007?,gr
323,Which computer company sold iPods from 2004-05 as part of a license agreement with Apple?,gr
324,What auditor company did Apple hire to oversee worker conditions following the controversy?,gr
325,What company manufactures the iPod?,gr
326,Which rival company sued Apple in 2005 and 2006?,gr
327,How many versions of the iPod currently exist?,count
328,How many dungeon instances are provided in Twilight Princess?,count
329,What does AI stand for?,exp
330,What is Link's job at the start of Twilight Princess?,title
331,How long did it take to implement riding horses in a believable manner?,period
332,Which company is responsible for the HD version of Twilight Princess?,gr
333,Who wrote and provided art for a Twilight Princess comic book series?,ind
334,Where can players see what action will be performed in different scenarios?,other
335,Where does Midna take Link after he acquires the Master Sword?,other
336,Where does Link depart from at the end of the game?,other
337,Where did Nintendo preview the horseback riding feature?,other
338,Where did Nintendo provide a limited number of Twilight Princess previews?,other
339,How many people would be in the orchestra Kondo imagined using for the soundtrack?,count
340,What does ELF stand for?,exp
341,How many tracks were recorded on the preorder CD?,count
342,How many units of the Wii version of Twilight Princess had been purchased by the end of March 2011?,count
343,Who releases Link from the Realm of Twilight?,ind
344,How many units of the GameCube version of Twilight Princess had been purchased by the end of March 2007?,count
345,Who published the Twilight Princess comic book series?,ind
346,Where is Ganondorf located after Zant's defeat?,other
347,What company developed Legend of Zelda: Twilight Princess?,gr
348,How many Game of the Year awards did Twilight Princess receive?,count
349,Where is Link working as a ranch hand?,other
350,When did the company release a trailer of the horseback riding aspect?,date
351,How many copies of the game had been sold as of March 2011?,count
352,Where did Nintendo provide a limited number of Wii previews?,other
353,What company is developing the remaster?,gr
354,How many tracks were recorded on the post order CD?,count
355,How many copies of the game had been sold on Gamecube as of March 2007?,count
356,Where did Nintendo preview the Phantom riding feature?,other
357,"If Link is not moving, where will he put the enemy he's carrying?",other
358,How many dungeon instances are provided in Epona Princess?,count
359,How many units of the Wii version of Twilight Princess had been purchased by the end of March 2007?,count
360,How many people would be in the orchestra Hylian imagined using for the soundtrack?,count
361,Which company is responsible for the HD version of Nintendo Direct?,gr
362,Where does Ganondorf depart from at the end of the game?,other
363,When did the company release a trailer of the Phantom riding aspect?,date
364,How many copies of PAL had been sold as of March 2011?,count
365,When does the Waker take place?,date
366,Where is Midna working as a ranch hand?,other
367,Where does Midna take Link after he acquires a beast?,other
368,Where is Link located after Zant's defeat?,other
369,Which company made Spectre?,gr
370,Where does Bond go after his suspension?,other
371,Where is Bond brought after he is kidnapped?,other
372,What did SPECTRE originally stand for?,exp
373,How many actual people were used for the opening sequence of Spectre?,count
374,When did Spectre begin production in Austria?,date
375,Where did Spectre filming take place after Rome?,other
376,Where did Craig go to deal with his injury?,other
377,Where was the first showing of Spectre held?,other
378,How many Imax screens showed Spectre on its opening weekend in the US and Canada?,count
379,Which movie was Spectre originally featured in?,cremat
380,Where was the first screening of Spectre?,other
381,Who wrote the book Colonel Sun?,ind
382,Who served as production designer for Spectre?,ind
383,When did the Austrian filming of Spectre finish?,date
384,When did Craig go back to work?,date
385,How many recording sessions did it take to complete the song?,count
386,How many DB10s were made for the movie?,count
387,Where does Blofeld get arrested?,other
388,"Which company is Danjaq, LLC associated with?",gr
389,Who were the writers of Spectre?,ind
390,Where did initial shoots for the film take place?,other
391,What company published the Spectre soundtrack?,gr
392,What former Bond theme singer was the subject of extensive activity on Twitter when the Spectre theme was released?,ind
393,What movie did Spectre unseat as having the highest earnings for IMAX screenings in the UK?,cremat
394,What 007 movie did Sam Mendes previously direct?,cremat
395,What is Mr. Hinx's job?,title
396,Where does JAmes find Dr. Swann?,other
397,Which movie was a modern version of Thunderball?,cremat
398,How long did it take to film Spectre?,period
399,How many engines did the C-X75 originally have?,count
400,How many additional actors were needed for the shoot in Mexico City?,count
401,Where is MI6 based?,other
402,How long did it take to shoot Spectre?,period
403,Who is the vocalist on Writing's on the Wall?,ind
404,How many stars did Mark Kermode of the Guardian aware Spectre prior to its release?,count
405,Where is L'Americain located?,other
406,When did hackers get into the Sony Pictures e-mail system?,date
407,Where was the pre-title scene in Spectre filmed?,other
408,Where in England were scenes shot that represented a location in Rome?,other
409,Where were the scenes featuring planes shot?,other
410,Where did production go to after leaving London?,other
411,How many DB10's were produced?,count
412,How many IMAX screens was Spectre shown on in North America?,count
413,How many James Bond films has Eon Productions produced?,count
414,What was the first James Bond film to be screened at IMAX theaters?,cremat
415,Where does Sciarra's funeral take place?,other
416,Where was the Hoffler Klinik supposed to be located?,other
417,Who wrote the comedy sketch for the cast and crew?,ind
418,What movie did Spectre beat to become top movie of the year in Switzerland?,cremat
419,Who is the leader of Spectre?,ind
420,Where were the scenes of Ralph Fiennes in a restaurant shot?,other
421,How many day did filming take,count
422,How many films has Daniel Craig appeared in as James Bond?,count
423,Where is the L'Americain hotel?,other
424,Which Bond novel first featured Spectre?,cremat
425,Where in Mexico were the Day of the Dead scenes shot?,other
426,Where was the film projected to gross $80-85 million in its opening weekend?,other
427,When was Diamonds are Forever released?,date
428,What company did the Williams Formula One team originally build the C-X75 prototype for?,gr
429,Where was the main cast revealed in December 2004?,other
430,Where did the film open with $14.6 million despite the 11 November Paris attacks?,other
431,Who became a producer on the 1985 film Thunderball?,ind
432,Who was the youngest actress to be a Bond girl?,ind
433,Which film has more than two hundred minutes of music?,cremat
434,Where is the real Hoffler Klinik located?,other
435,How many people were confirmed dead?,count
436,Where was the epicenter?,other
437,How many people were killed in the Hanshin earthquake?,count
438,How many aftershocks were there?,count
439,Where is the Longmenshan Fault located?,other
440,Where were office buildings evacuated?,other
441,Where did the reporters say they saw cracks on walls of some buildings?,other
442,How many highways leading into Wenchuan were damaged?,count
443,Where were the exchanges based?,other
444,How many base stations did China Mobile have suspended?,count
445,How many deaths were reported?,count
446,How many survivors were there from Yingxiu?,count
447,How many school children died due to shoddy construction?,count
448,When did an investigation occur under school casualties?,date
449,How many people were left without housing?,count
450,Who was a professor of civil and environmental engineering at Georgia Tech?,ind
451,How many buildings collapsed as a result of the May 27th aftershocks?,count
452,How many people were in the earthquake emergency relief team?,count
453,How many tents were flown to the region?,count
454,How many schoolrooms collapsed in the quake?,count
455,Where was the most precarious quake lake located?,other
456,When did the sentencing occur?,date
457,Why are the buildings so shoddily built?,reason
458,How many people were confirmed dead only in the Sichuan province?,count
459,Where is the Longmenshan fault located?,other
460,When was Geng's drought-earthquake correlation theory released?,date
461,Where did this earthquake occur?,other
462,Where were office towers evacuated?,other
463,What percentage of building collapsed in Beichuan?,perc
464,How many Unicom towers were suspended?,count
465,How many pandas live at the Reserve?,count
466,Where is Yingxiu located?,other
467,Who was the Vice Minister of Health?,ind
468,How many schools collapsed in Mianyang City?,count
469,How many people could be potentially without housing?,count
470,How many homes were rebuilt?,count
471,Where were most of the surviving children?,other
472,How many countries donated?,count
473,How many Tibetan villagers were stranded?,count
474,How many helicopters were deployed?,count
475,How many helicopters were provided by the PLAAF?,count
476,Where did the government open access to?,other
477,How many quilts were flown to the region?,count
478,What did Myanmar block after Cyclone Nargis?,other
479,How many quake lakes formed?,count
480,Where was the relay scheduled to take place?,other
481,How many people were killed as a result?,count
482,How many people were left homeless because of the earthquake?,count
483,What percentage of buildings were destroyed?,perc
484,How long did the rupture last?,period
485,Where did a cargo train derail as a result?,other
486,Where did two chemical plants collapse?,other
487,How many China Mobile base stations stopped working?,count
488,How many British visitors to the Reserve left unharmed?,count
489,How many troops were allocated to Zipingpu?,count
490,How many people were listed as missing?,count
491,How many people in total lived in Yingxiu?,count
492,How many people were buried in the collapsed schools?,count
493,How many students were killed in Xinhua?,count
494,How many animals were killed?,count
495,How many people were injured in the May 25 aftershock?,count
496,How many homes were left without permanent shelter?,count
497,How many of the team were from the military?,count
498,Where was an article reported about the scandal?,other
499,How many international organizations donated?,count
500,How many militia reservists joined in on rescue efforts?,count
501,How many helicopter were to be provided by the civil aviation industry?,count
502,When did Beijing agree to aid from Taiwan?,date
503,When did a rescue team depart?,date
504,How many Chinese troops were involved in the rescue efforts?,count
505,Why did so many schools collapse during the earthquake?,reason
506,How many students attended the school?,count
507,What was Liu Shaokun's profession?,title
508,How many people lived in the affected area?,count
509,How many aftershocks were there within 72 hours?,count
510,Where should you look for more details?,other
511,"How many students out of the 900 in the school, survived the collapse?",count
512,How many pandas were injured?,count
513,How many dams were damaged?,count
514,How many people were injured?,count
515,How many people were killed in Beichuan County?,count
516,How many school buildings collapsed in the province?,count
517,How many students were disabled in Xinhua?,count
518,How many pigs died in Sichuan?,count
519,How many homes were destroyed because of the May 27 aftershocks?,count
520,How many schools were reconstructed?,count
521,How many troops were dispatched by the Chengdu military?,count
522,How many of the team were from the police?,count
523,Where did parents go to mourn their children?,other
524,What country was the largest aid donor to China?,country
525,How many survivors were found?,count
526,How many aircraft were there in total?,count
527,How did the move the relief supplies from Taiwan to the stricken area?,manner
528,"When did groups from South Korea, Japan, and others arrive in China?",date
529,Where did rescue helicopters have trouble landing?,other
530,How many people were evacuated downstream?,count
531,When did the Chinese hold a moment of silence?,date
532,Where was the torch relay supposed to take place?,other
533,What organization reported that China asked for help?,gr
534,Where was the epicenter of the earthquake?,other
535,"Where was the August 30, 2008 quake?",other
536,When did the airport re-open?,date
537,Where were companies located that had their stock trading suspended?,other
538,Where were the internet cut?,other
539,How many wireless communications failed in Sichuan?,count
540,How many earthquake relief workers were killed?,count
541,How many people were injured in Beichuan County?,count
542,Where is health care poor in China?,other
543,How many students were buried in a school in Hanwang?,count
544,How many troops parachuted into Mao County?,count
545,How many tents did the Sichuan Ministry provide for the homeless?,count
546,Where are the Chinese going to perform safety checks?,other
547,Why did the world community notice the need for help?,reason
548,What did many families lose in the earthquake?,other
549,How far was it from Chengdu?,dist
550,How many people died in Sichuan Province?,count
551,What percentage of buildings were destroyed during the quake?,perc
552,Where on the fault is the possibility of future earthquakes increased?,other
553,Why did the seismic waves travel so far?,reason
554,Where is the Longmen shan fault located?,other
555,What happened to office buildings in Shanghai?,desc
556,How many pandas escaped the reserve?,count
557,How many survivors were there in the town of Yingxiu?,count
558,How many people might actually be homeless?,count
559,Where was the aftershock of August 5 that caused widespread hill slides?,other
560,How many people did Wei Hong say were dead or missing?,count
561,How many medical teams were sent to Wenchuan county?,count
562,How many people comprised the relief team?,count
563,Where were surviving children living?,other
564,Where were the soldiers under commander Yang Wenyao trying to go?,other
565,How many helicopters came from the PLAAF?,count
566,Where did the chartered flight from Taiwan land?,other
567,How did a lot of people donate using mobile phones?,manner
568,Where was the worst of the quake lakes located?,other
569,Where was there a minute of silence during the relay?,other
570,Where is the Sangzao Middle School?,other
571,Where are the Beichuan and Guanxian-Anxian Faults?,other
572,How many of the buildings in Beichuan collapsed?,count
573,How many of China Unicom's towers were cut?,count
574,How many security guards died at the reserve?,count
575,How many schools collapsed in Mianyang City,count
576,How many homes had been rebuilt?,count
577,How many troops were sent to the area for relief work?,count
578,How many soldiers were from the Beijing Military?,count
579,What country was the largest aid donor to China?,country
580,How many helicopters were sent to deliver aid to the affected areas?,count
581,How many Chinese troops and medics were involved in the relief efforts?,count
582,Where is Mount Tangjia?,other
583,How many people died?,count
584,How many people are listed as missing?,count
585,Why were flights delayed and diverted?,reason
586,Where did a cargo train derail?,other
587,How many residents were killed in Beichuan County?,count
588,How many people were buried under rubble in Mianyang City?,count
589,How many children are disabled?,count
590,How many pigs died from the earthquake in Sichuan ?,count
591,How many houses were still under construction?,count
592,How many international organizations made donations?,count
593,Where did the Red Cross team from Taiwan land?,other
594,How many tents did the Sichuan Ministry of Affairs provide?,count
595,How many soldiers had to travel to the area by foot?,count
596,How many years was Ye Zhiping involved in the school overhaul?,count
597,How many people are homeless because of the quake?,count
598,Why did the train catch fire?,reason
599,How many people were injured?,count
600,How many school buildings fell in the entire province?,count
601,Where did the Chinese government decide that parents who had lost children could go for free treatment?,other
602,How many families were still without permanent homes?,count
603,How did the relief team travel to Wenchuan county?,manner
604,How many persons were still unaccounted for in Yingxiu?,count
605,How many boroughs comprise New York City?,count
606,How many tourists visited New York in 2014?,count
607,Where was Juan Rodriguez born?,other
608,"In 1730, what percentage of New York households were slave-holding?",perc
609,Who was the mayor of New York City in 1861? ,ind
610,How many non-white people lived in New York in 1890?,count
611,How many high-rises were present in New York City in 2011?,count
612,When did the United States Geological Survey released its seismic hazard analysis?,date
613,How many of New York's boroughs would be counted among the United States' ten most populated cities if they were independent?,count
614,How many state parks exist in New York City?,count
615,How many people live in a square mile of New York City?,count
616,What percentage of the population was born outside the United States?,perc
617,How many non-Hispanic whites lived in New York City in 2012?,count
