,texts,labels
51,Which French magazine did Beyonce show up on the cover of?,cremat
52,Which professor from Northeastern University wrote about how race correlates with these criticisms of Beyonce?,ind
53,"Which friend learned from Beyonce while preparing for the film, ""Country Strong?""",ind
54,Pepsi paid Beyonce how much in 2012 for her endorsement?,money
55,The world's best selling celebrity perfume line belongs to whom?,ind
56,Beyonce's grandma's name was?,ind
57,"In 2010, Beyonce released Dereon to what country?",country
58,Beyonce and Topshops first products were to be sold in stores when?,date
59,"How much cash did Beyonce put into the venture, the Survivor Foundation at startup?",money
60,"To set the record for Grammys, how many did Beyonce win?",count
61,Which magazine declared her the most dominant woman musician?,cremat
62,What race was Beyonce's father?,sport
63,Beyonce moved to which town after she left her first elementary school?,city
64,Who was the first record label to give the girls a record deal?,gr
65,"For what network, did Beyonce land a major movie role in?",gr
66,Which song did Beyonce sing at the first couple's inaugural ball? ,cremat
67,"In 2010, Beyonce worked with which other famous singer?",ind
68,Which famous landmark did Beyonce see in China?,other
69,Beyonce became the first female artist to perform solo in 20 years at which stage?,other
70,Beyonce's first child is named what?,ind
71,What did Beyonce sign in 2013?,other
72,"Beyonce wrote which song for the movie ""Epic""?",cremat
73,Which magazine did Beyonce pose on the cover for in August of 2015?,cremat
74,"What day did Beyonce release her single, Formation?",date
75,What was the name of Beyonce's daughter?,ind
76,Who's death caused this protest?,ind
77,Beyonce became the highest-paid black musician in which year?,date
78,"Which critic called Beyonce's voice ""versatile""?",ind
79,What theme was Beyonce's early music?,desc
80,Beyonce has the same number of writing credits on number one singles as whom?,ind
81,Beyonce gave a tribute award to who in 2006?,ind
82,Who motivated Beyonce to explore other areas of music?,ind
83,"Beyonce has said that who embodies the ""definition of inspiration and a strong woman""?",ind
84,The Mamas members included which 3 musicians?,ind
85,Which word spawned from a term used to describe Beyonce in 2006?,word
86,Beyonce was seen wearing what on the french magazine that caused controversy?,other
87,Beyonce than appeared again on the Time 100 list in what year?,date
88,When was it announced that Beyonce was  a co-owner in Tidal?,date
89,Beyonce's family's company name is what?,gr
90,Back-to-school shopping was introduced in what year of Beyonce's clothing line?,date
91,What is the new business called?,gr
92,What hurricane years later after Katrina did the organization provide support for?,event
93,"After Osama Bin Laden's death, what single did Beyonce cover?",cremat
94,Which of her teachers discovered Beyonce's musical talent?,ind
95,What event caused Beyonce's depression?,reason
96,"Their third album, Survivor, sold how many during its first week?",count
97,Beyonce's first number one song was which song?,cremat
98,What was the name of the final album of Destiny's Child?,cremat
99,Beyonce's first world tour was when?,date
100,In what year did Beyonce have her hiatus?,date
101,"in 2011, Beyonce performed for four nights where?",other
102,Her first appearance performing since giving birth was where?,other
103,Beyonce voiced a character in which animated film?,cremat
104,Beyonce would perform with who at Superbowl 50?,ind
105,How was the single released?,manner
106,Who did Beyonce have a relationship with?,ind
107,At what hospital was the baby delivered?,other
108,"What did she endorse on March 26, 2013?",other
109,When did she say the she is a feminist?,date
110,What had to be set in developing funding?,other
111,The Mamas first appearance was when?,date
112,Which month and year did GQ feature Beyonce on its cover?,date
113,Which year did PETA spark controversy with Beyonce?,date
114,What did Vogue request?,other
115,What influenced Nicki Minaj to join the Pepsi global campaign?,reason
116,What type of organism was named after Beyonce in 2012?,animal
117,"When Beyonce was with Destiny's Child, how many albums did she manage to sell?",count
118,Beyonce holds the record for how many wins in one night by a female?,count
119,What did Beyonce's Fashion Diva  feature?,other
120,"On June 1 , 2013 where was the concert held for ""a Chime for Change""?",other
121,Beyonce's father worked as a sales manager for what company?,gr
122,I which church was Beyonce  a member and soloist  in the choir?,other
123,In what year did Beyonce's father quit his job to manage her group?,date
124,Which other song from the soundtrack did better in the charts?,cremat
125,It was announced that Destiny's Child would  disban in what European city?,city
126,Who inspired this hiatus?,ind
127,What did they attend in July 2013?,other
128,Beyonce was coached for her Spanish songs by which American?,ind
129,Who influenced Beyonce?,ind
130,What band did Beyonce introduce in 2006?,gr
131,How does she describe Sasha?,manner
132,Oxford Dictionary added which word from the 2000s dedicated to Beyonce?,word
133,What TV network listed Beyonce as number 1 on its 100 Sexiest Artists list?,gr
134,Who was she the second  African American on the cover after?,ind
135,Which band listed Beyonce as an inspiration on their latest album?,gr
136,How was the suit settled?,manner
137,Who did Beyonce partner with in London?,ind
138,"What enterprise did Beyonce and her mother start on March 5, 2010?",gr
139,"Beyonce was speaking about whom when she said her gift was ""finding the best qualities in every human being.""?",ind
140,In what R&B group was she the lead singer?,gr
141,Which album was darker in tone from her previous work?,cremat
142,What type of school was Parker Elementary School?,gr
143,"Debut song, ""Killing Time"" was featured on what movie's sound track?",cremat
144,Who helped Beyonce fight her depression the most?,ind
145,What was the child's name?,ind
146,Beyonce lost to which artist for Album of the year?,ind
147,What kind of platform was the song released?,other
148,Together how records have they sold ?,manner
149,What even was recorded in the Guinness World Records?,other
150,In 2012 who placed Beyonce at 16 in the Celebrity List?,ind
151,What part of production does she do?,other
152,What place is she tied for in songwriting credits?,other
153,How does she describe Jean- Michel Basquiat?,manner
154,What song name does the band Suga Mama  and a song on the B'Day album share?,cremat
155,How does Alice Jones describe her?,manner
156,Later what did she say about Sasha?,desc
157,What word is often used to describe Beyonce/,word
158,"Beyoncé was the second African American woman featured as a swimsuit cover on the magazine, who was first?",ind
159,What is the latest term used to describe Beyoncé fans?,termeq
160,What French Magazine cover did the media criticize?,cremat
161,What about Beyonce has influenced many entertainers?,desc
162,Which of Beyonce's songs was called Greatest Song of the 2000s?,cremat
163,"Who partnered with Beyonce to start the clothing line, Dereon?",ind
164,How has this foundation changed in recent years?,manner
165,"What charity benefited from  the release of the song, God Bless the USA?",gr
166,The Demand a Plan video campaign followed what tragic event?,event
167,What album made her a worldwide known artist?,cremat
168,What younger sister of Beyonce also appeared in Destiny's Child?,ind
169,Which song did Beyonce sing to win a competition at age 7?,cremat
170,What song won Best R&B Performance in the 43 Annual Grammy Awards?,cremat
171,Independent Women Part I was on which 2000 film's soundtrack?,cremat
172,What solo album did Beyonce release in 2003?,cremat
173,How high did ''Deja Vu'' climb on the Billboard chart?,dist
174,What song was the sixth first place song for Beyonce?,cremat
175,Who awarded Beyonce and award for writing?,ind
176,What part did she voice for the movie Epic?,ind
177,Who did Beyonce perform next to during Superbowl 50?,ind
178,"What was the most searched term in week of Aug 29, 2011?",other
179,What song did Beyoncé perform at the 2009 inauguration of Obama?,cremat
180,Beyoncé's early recordings empowered who?,ind
181,Who listed her at number 17 in their list of  Top 20 hot 100 Songwriters?,ind
182,Who is Beyoncé's biggest musical influence?,ind
183,Who has Beyoncé at number one on her Five Best Singer/Dancers?,ind
184,What is the name of Beyoncé's alter ego?,ind
185,"What magazine said Beyoncé was the ""best-dressed celebrity""?",cremat
186,What was the former word given to Beyoncé fans?,word
187,How was she dressed on the cover of L'Officiel?,manner
188,"In 2007, which music professor said he believes this criticism does involve race as well?",ind
189,"When was her second perfume, Heat Rush, released?",date
190,What foundation did Beyoncé start after Hurricane Katrina?,gr
191,What was the focus of the Gucci Chime for Change campaign?,other
192,Beyonce is a descendent of what Arcadian leader?,ind
193,At what age did Beyonce meet LaTavia Robertson?,period
194,Who was blamed for Luckett and Roberson leaving Destiny's Child?,ind
195,"What genre of movie did Beyonce star in with Cuba Gooding, Jr?",cremat
196,What is the name of Beyoncé's second album?,cremat
197,What was the name of the woman she played in Obsessed?,ind
198,Who else appeared with Beyonce in Telephone?,ind
199,What did Beyoncé announce in January 2010?,desc
200,Who did she tell about the donation?,ind
201,What song did Beyonce record for the film Epic?,cremat
202,"If Beyonce won three Grammies in 2015, how many was she nominated for?",count
203,What song did she perform at the MTV Awards?,cremat
204,What song did Beyoncé perform at the first inaugural dance for the Obamas.,cremat
205,When will they meet?,date
206,What other language has she sung?,lang
207,What song did Beyoncé sing at a 2006 concert to honor Josephine Baker?,cremat
208,How does she describe Jay Z?,manner
209,What band supports Beyonce in her tours?,gr
210,"What word does ""Bey Hive"" derive from?",word
211,What French magazine did Beyoncé appear in wearing blackface and tribal makeup?,cremat
212,Which Indie band said Beyoncé was an inspiration for one of hteir albums?,gr
213,Who sent her a letter asking that she reconsider the Pepsi deal?,ind
214,Who did Beyoncé and Parkwood Entertainment partner with in October 2014?,ind
215,Who acquired the parent company of the music service Beyoncé owns part of?,ind
216,Who was the business named for in Beyonce's family?,gr
217,What was the name of the game put out by Starwave Mobile in 2008 that featured Beyoncé fashions?,sport
218,How much money did Beyoncé contribute at the beginning of her Hurricane Katrina foundation?,money
219,Which two stars did Beyoncé help with their Haiti Earthquake organization?,ind
220,What crowdfunding platform was used in the concert?,other
221,What was the name of Beyoncé's second solo album?,cremat
222,Where did Destiny's Child get their name from?,other
223,What was the name of Destiny Child's third album?,cremat
224,What song was the lead single from the film's sound track?,cremat
225,"""The Closer I get to You"" was recorded with which artist?",ind
226,How much more that the buget did the film gross?,count
227,Who did they tie with for six top songs?,ind
228,What is the name of Beyoncé's fourth studio album?,cremat
229,What song on Beyoncé's fifth studio album featured her husband?,cremat
230,On what magazine was she the cover model?,cremat
231,"In which music video did Beyoncé star as Jay Z's girlfriend, creating speculation about their relationship?",cremat
232,What social media platform did Beyoncé upload a picture of her paper ballot on?,other
233,Who did Beyoncé sign a letter for in 2015?,ind
234,What is Beyonce's net worth in 2015?,money
235,"What did Beyoncé win in 2001, making her the first black woman to do so?",other
236,Who does Beyoncé feel is an all-around entertainer?,ind
237,"Who inspires Beyoncé because ""she does it all?""",ind
238,What is the name of Beyoncé's female tour band?,gr
239,Sasha Fierce was created during the making of what song?,cremat
240,"Because of Beyoncé's physical shape, what slang term has been used to describe her?",termeq
241,VH1 listed her at what number on their 100 Sexiest Artists list?,other
242,What advertisement was Beyoncé's skin supposedly lightened in?,cremat
243,What was the name of the White Rabbits' album?,cremat
244,Who tied her record for most Grammies won in one night in 2012?,ind
245,What soft drink company has Beyoncé worked with since 2002?,gr
246,What music service is accused of providing low royalty amounts?,gr
247,What other hurricane did Beyoncé's foundation help with?,event
248,"What was Beyoncé's first acting job, in 2006?",title
249,What did Beyoncé's mother own when Beyoncé was a child?,other
250,What was the name of the first group Beyoncé was a part of?,gr
251,"Destiny's Child song, Killing Time, was included in which film's soundtrack?",cremat
252,Which newest member was removed from Destiny's Child?,ind
253,Who filed a lawsuit over Survivor?,ind
254,"How did the critics view the movie, ''The Fighting Temptations''?",manner
255,Which artist was associated with Beyoncé's premiere solo recording?,ind
256,What is the name of the final studio album from Destiny's Child?,cremat
257,Beyoncé's role in Dreamgirls was based on what pop singer?,ind
258,Who did Beyonce tie with for the most nominations in a year?,ind
259,Who would she perform with at Superbowl 50?,ind
260,What song did Beyoncé sing prior to announcing her pregnancy?,cremat
261,"Who began reporting Beyoncé's annual earnings, starting in 2008?",ind
262,"Who does she credit for the inspiration to ""get up there and do what she did""?",ind
263,Suga Mama is also a song on which Beyoncé album?,cremat
264,Who did Beyoncé tell in February 2010 that Sasha Fierce was no longer needed?,ind
265,In what year was the slang term from a title of a Destiny's Child song that is also used to describe Beyoncé put in the dictionary?,date
266,What list did Beyoncé make in 2013?,other
267,How much did Beyoncé get for a deal with a soft drink company in 2012?,money
268,Who did Beyoncé team up with in 2010 to get her fashions into Brazil?,ind
269,What was the first album Beyoncé released as a solo artist?,cremat
270,Who is Beyoncé married to?,ind
271,What is the name of Beyoncé's younger sister?,ind
272,What choir did Beyoncé sing in for two years?,gr
273,What was Destiny's Child's first major song hit?,cremat
274,Which single from B'Day was only released in the U.K.?,cremat
275,Which Amy Winehouse song did Beyoncé cover and release in May 2014?,cremat
276,With what British band did Beyonce perform on their album?,gr
277,What is included at the end of Glory?,other
278,What was Angela Merkel serving as in relation to the letter?,other
279,"Beyoncé was one of how many women on Billboard magazine's 2011 ""Top 20 Hot 100 Songwriters"" list.",count
280,Who does Beyoncé describe as lyrical and raw?,ind
281,What are Beyoncé's backup singers called?,ind
282,How does Beyoncé say she likes to dress off-stage?,manner
283,"What magazine said Beyoncé was the ""World's Most Beautiful Woman""?",cremat
284,Who said Beyoncé is the heir-apparent diva of the United States?,ind
285,Who asked her to change her mind about the soft drink deal due to the nature of the product?,ind
286,What is the name of the House of Deréon junior collection?,other
287,What song did Beyoncé donate to the 2012 World Humanitarian Day campaign?,cremat
288,What is the name of Beyoncé's alter-ego?,ind
289,Beyoncé is a descendant of which Acadian leader?,ind
290,What was Beyoncé's character called in Austin Powers in Goldmember?,ind
291,What is the lead single on Beyoncé's first album?,cremat
292,Who is Beyoncé's alter ego?,ind
293,Who did Beyoncé tie with for the most Grammy nominations for female artists?,ind
294,What magazine did Beyoncé write a story for about her earlier hiatus?,cremat
295,How was Blue Ivy credited on Glory?,manner
296,Who predicted that Beyoncé would become the highest paid black entertainer?,ind
297,What number was Beyoncé on the Top 20 Hot 100 Songwriters list?,other
298,What title did Complex award Beyoncé?,title
299,Beyoncé's Pepsi commercial inspired which star to join Pepsi's global campaign in 2012?,ind
300,What did Bryan Lessard name after Beyoncé?,other
301,What Beyoncé song was song of the year on 2010?,cremat
302,"Who signed the girl group on October 5, 1995?",ind
303,Which song did Beyoncé release as the lead single for Austin Powers in Goldmember's soundtrack?,cremat
304,The video for what song won Beyoncé the 2009 MTV Video of the Year award?,cremat
305,"Beyoncé was a featured artist on which singer's hit, Telephone?",ind
306,Beyoncé was the first female singer to headline what at the 2011 Glastonbury Festival?,other
307,"Which character in the film, Epic, was voiced by Beyoncé?",ind
308,What album did the Spanish songs come from?,cremat
309,What museum has made several models of Beyoncé in wax?,other
310,What was Beyoncé's role in Destiny's Child?,ind
311,Who did Beyoncé and Lady Gaga tie with for the most number one hits since 1992?,ind
312,Beyoncé lost the Album of the Year award to which entertainer?,ind
313,What was the name of Beyoncé's first solo album?,cremat
314,What song did Beyoncé release as the lead single from The Fighting Tempations?,cremat
315,"Which magazine did Beyoncé pose for the cover, making her the first black female artist to do so?",cremat
316,Who did Beyonce perform with at Super Bowl 50?,ind
317,What instrument did every composition by Frédéric include?,instru
318,In what village was Frédéric born in?,other
319,During what month did Frédéric move to Warsaw with his family?,date
320,Who was Frédéric a guest of during his visit of Szafarnia in 1824 and 1825?,ind
321,"During what year did Frédéric's youngest sister, Emilia, pass away?",date
322,"Of the individuals that became intimate with Frédéric during their stay at the family apartments, which two became part of Frédéric's social environment in Paris?",ind
323,Who did Frédéric visit Berlin with in September 1828?,ind
324,What did Frédéric compose after hearing Niccolò Paganini perform on the violin?,cremat
325,On what date did Frédéric begin his journey into Western Europe?,date
326,What event was Frédéric a part of when he arrived in Paris during the later part of September in 1831?,event
327,In what city did Frédéric achieve celebrity status?,city
328,Which friend of Frédéric failed to achieve success in England?,ind
329,Who gave Frédéric his first significant public approval in regards to his compositions?,ind
330,What was Frédéric's favorite environment to perform in?,other
331,Who did Frédéric meet in the spring of 1834 at the Lower Rhenish Music Festival?,ind
332,What term describes the qualities of the relationship between Frédéric and Liszt?,termeq
333,Who was the host of the gathering where Frédéric was introduced to George Sand?,ind
334,What is the example given of a work produced by Frédéric during calm summers at Nohant?,other
335,In which year did Chopin begin experiencing a serious decline in health?,date
336,What was the name of Sand's daughter's fiance that contributed to deteriorating the relationship between Sand and Chopin?,ind
337,What was the name of the single piece of work he wrote in 1844?,cremat
338,In what month and year did Chopin give his final performance?,date
339,An 1830 sonnet was written about Chopin by what man?,ind
340,What is the name of the ballet that included Chopin's work?,cremat
341,What is listed as Chopin's official cause of death?,reason
342,Whose piano method did Chopin teach his students?,ind
343,What was the last number Chopin gave to an opus?,other
344,The Kobylańska Catalogue was named for who?,ind
345,Who released the first collection of Chopin's works?,ind
346,What piece does J. Barrie Jones pinpoint as a great example of Chopin's palette?,other
347,What time are Chopin's polonaises written in?,date
348,What pieces of his did Chopin use to teach his technique?,other
349,According to J. Barrie Jones who was the only true successor to Chopin?,ind
350,Who wrote that the current large concert style conflicts with Chopin's preference of intimate performances?,ind
351,Chopin's compositions are often played with what?,other
352,According to who did Chopin demand strictly sticking with rhythm?,ind
353,Chopin was noted as introducing music to what?,other
354,In what suite did Schumann name a work for Chopin?,other
355,What parts of Frédéric's personal life influenced his legacy as a leading symbol of the era?,other
356,On what date was Frédéric born on?,date
357,On what date was Frédéric baptised?,date
358,Which sister did Frédéric play duets with sometimes while being tutored at this time?,ind
359,What establishment today contains what was known as the Warsaw Lyceum during that time?,other
360,Who was Frédéric a student of involving music theory starting in 1826?,ind
361,In which village did Frédéric first experience rural Polish folk music?,other
362,What street did Frédéric's family move to after the death of his youngest sister?,other
363,During what month did Frédéric make his first appearance in Vienna?,date
364,What version of Frédéric's birth name did he begin using after arriving in France?,ind
365,On what date did Frédéric give his first performance at the Salle Pleyel?,date
366,What instrument did Frédéric play in a performance on 23 March 1833?,instru
367,What are the three names stated in Frédéric's letter that he had shown interest and curiosity in?,ind
368,What did Frédéric label the place in which he placed Maria and her mother's letters about the unlikely marriage?,other
369,What did Frédéric have trouble playing as a result of his growing illness?,other
370,Which of the two people that visited Chopin were tutored by him on piano?,ind
371,To whom did Chopin write a letter on 21 February 1842 about his agonizing pain?,ind
372,What can be said of these works compared to his work in other years even though the quantity was less?,desc
373,With whom did Chopin perform his final concert?,ind
374,What is the name of the actor who received and Oscar nomination for his role as Chopin?,ind
375,Aside from George Sands what two French authors have written about Chopin?,ind
376,What is the title of the earliest known recording of Chopin's work?,cremat
377,Who provided the majority of funds for his concert tour in London?,ind
378,What did Chopin reply to the doctor when asked is he was suffering?,desc
379,How long was Chopin's funeral delayed?,period
380,What is the name of the muse carved on Chopin's tombstone?,ind
381,Whose piano method did Chopin use with his students?,ind
382,What form are Chopin's mazurkas and waltzes in?,other
383,What is it about the middle of Chopin's nocturnes that increases their drama?,desc
384,What form are most of Chopin's études in?,other
385,Who suggested that Chopin's preludes were not intended to be played as a group?,ind
386,"What two people claimed that Op 58 was ""worthy of Brahms""?",ind
387,What did Chopin tend to avoid?,other
388,"Which student said Chopin made sure his students knew his legato, cantabile style of playing?",ind
389,George Golos references what two musicians when claiming Chopin's nationalism was overrated? ,ind
390,For what publisher to Debussy edit Chopin's music for?,ind
391,Whose music did Frédéric admire the most and thus provide influence on his work?,ind
392,"Despite the birthdate given by parish baptismal, what date is given by the composer and his family instead?",date
393,To whom did Frédéric write letters to during his stay in Szafarnia?,ind
394,What year did Frédéric leave Warsaw after moving with his family to the south annex of Krasiński Palace?,date
395,What four boys from his family's boarding house became friends with Chopin?,ind
396,Who was Frédéric a guest of during his stay in Berlin in 1829?,ind
397,In what year did his companion Woyciechowski depart to Poland to enlist for the uprising in Warsaw?,date
398,What did Frédéric create from verses of the poet Adam Mickiewicz?,other
399,Chopin gave a yearly performance where?,other
400,Who is stated as being in attendance of Frédéric's first performance at the Salle Pleyel on 26 February 1832?,ind
401,At whose funeral did Chopin play in 1839?,ind
402,On what date did Delacroix write a letter based on his visit at Nohant?,date
403,Who is responsible for the first fictionalized account of Chopin's life?,ind
404,Who were the beneficiaries of his last public concert?,ind
405,Who was anonymously paying for Chopin's apartment?,ind
406,Which family member came to Paris in June 1849?,ind
407,Who made Chopin's death mask?,ind
408,What form does Temperley feel that Chopin's ballades and scherzos are based on?,other
409,Which of Chopin's works shows more folk aspects?,cremat
410,Chopin's polonaise often have what kind of rhythm in their melodies?,other
411,Chopin's nocturnes were more structured than who?,ind
412,"Who said Chopin's works were modeled after Bach, Beethoven, Schubert and Field?",ind
413,What place was considered lucky for Chopin to have arrived at considering how much he charged for piano lessons?,other
414,In what forms of media has Frédéric been the subject of?,other
415,What was the given name of Chopin's father?,ind
416,What two instruments did Frédéric's father play during this time?,instru
417,What did Frédéric compose during the year of 1817?,cremat
418,What palace was Frédéric sometimes invited to as a companion of the ruler's son?,other
419,Which tsar did Frédéric perform for due to his success in previous concerts?,ind
420,What did Frédéric write parodies of in his letters?,other
421,Which singer did Chopin become fascinated with?,ind
422,"What piece did Frédéric create specifically for the prince and the prince's daughter, Wanda?",cremat
423,"On what date did Frédéric give his first performance of Piano Concerto No. 2 in F minor, Op. 21?",date
424,What historian commented that the events involving Frédéric's friend in Poland contributed to his maturing?,ind
425,Who is stated as a jack of all trades in service to Frédéric?,ind
426,Who did Frédéric rely upon financially before earning a great income from his works?,ind
427,What was the date that LIszt first saw Chopin perform?,date
428,What did Frédéric introduce Liszt as in when referring to him in his letters up to 1848?,other
429,What is the name of the author Chopin met at a gathering put on by Marie d'Agoult?,ind
430,Who did Chopin last perform with?,ind
431,Who organizes the Grand prix du disque de F. Chopin for notable Chopin recordings?,ind
432,What has stated that every pianist in the recording era has used Chopin's music?,desc
433,What two people suggested the 1848 tour?,ind
434,What two notable guests were present during his premiere performance at Stafford House?,ind
435,What was the cause of death on Chopin's death certificate?,reason
436,Who paid for Chopin's funeral?,ind
437,"Chopin looked to Beethoven, Mozart, Clementi and who for his own music education?",ind
438,Op. 74 is made up of how many Polish songs?,count
439,What is the current musicologist reference for Chopin's pieces?,other
440,What type of bass do Chopin's mazurkas exhibit?,animal
441,What inspired Chopin for his preludes?,reason
442,Who said Chopin was unlike his romantic contemporaries Liszt and Henri Herz?,ind
443,With who did Chopin feel comfortable speaking of folk music with?,ind
444,At what age did Frédéric depart from Poland?,period
445,What was Frédéric's most likely cause of death?,reason
446,Where was Chopin's father from?,other
447,On what date was Frédéric's first performance that earned international esteem?,date
448,During his vacation in 1824 and 1825 who did Chopin spend his vacation with?,ind
449,Which of Chopin's works was unknowingly dedicated to Gladkowska?,cremat
450,What did Chopin compose after hearing Niccolo Paganini?,cremat
451,"Who said that Chopin set out ""into the wide world, with no very clearly defined aim, forever?""",ind
452,What nationality is stated as the one Frédéric felt most identified by?,country
453,What nationality were the two friends who served as a pivotal influence in Frédéric's life while in Paris?,country
454,From whom did Chopin receive his first big endorsement?,ind
455,In 1833 with whom with Chopin work to get his music published?,ind
456,Which friend received the letter in which Chopin referenced Liszt?,ind
457,At which two establishments was the last of these performances conducted at on 25 and 26 April 1841?,other
458,What piece did Chopin dedicate to Liszt?,cremat
459,What was a possible reason for Chopin's failed engagement to Maria Wodzińska?,reason
460,What piece did Chopin play at  Adolphe Nourrit's funeral?,cremat
461,What piece did Chopin compose in 1844?,cremat
462,Chopins relations with whom have been fictionalized in movies?,ind
463,The Fryderyk Chopin Institute of Poland includes approximately how many recordings of Chopin's work from Youtube?,count
464,Who paid for most of the 1848 music tour of Chopin?,ind
465,What date did he perform with Viardot?,date
466,What did Chopin write while staying with Doctor Adam Łyszczyński?,cremat
467,Chopin accompanied which singer for friends?,ind
468,What did Solange's husband make hours after Chopin's death along with his death mask?,other
469,How long was Chopin's funeral delayed?,period
470,Chopin's sister Ludwika took his heart back to Warsaw preserved in what?,other
471,What did Chopin add to the modern dance of his era?,other
472,What is the last opus number that Chopin used?,other
473,What did Rosen suggest was important about chopin's personality?,desc
474,What does Chopin's Op. 63 No. 3 have that is rare?,other
475,Which type of Chopin's compositons were difficult for perfomers due to their middle sections?,other
476,A biography on Chopin released under Franz Liszt's name was likely written by who?,ind
477,What was recognized about Chopin from his musical peers?,desc
478,Which instrument do every one of his compositions include?,instru
479,Chopin is a native of what country?,country
480,Chopin's father married who?,ind
481,With whom did Chopin go to Berlin?,ind
482,Who did Chopin leave for Austria with?,ind
483,Julian Fontana tried to find his way where before moving to Paris?,other
484,Who did Chopin attend the Lower Rhenish Music Festival with?,ind
485,What was the name of Liszt's mistress?,ind
486,With whom did Chopin go to London with in 1837?,ind
487,What did Chopin compalin about?,desc
488,Who did Sand sell Chopin's piano to?,ind
489,Chopin attended the funeral of who in 1839?,ind
490,What two things did Chopin advise Viardot on?,desc
491,Who did Chopin have at his last Parisian concert in 1848?,ind
492,What are the names of the two people that created a documentary for Italian tele vision?,ind
493,"Upon Chopin's bicentenary, who recommended a list of who should perform Chopin?",ind
494,Who has given a discography of pianists' representation of Chopin's pedagogic style?,ind
495,What steet did Chopin stay on in London?,animal
496,What did Parisian ladies consider proper etiquette when in Chopin's room?,desc
497,What three other musicians were developing the new genre?,ind
498,Chopin's Polish dance music was developed for what type of hall?,other
499,Who grouped 23 unpublished pieces and published them as Opp. 66-73 in 1855?,ind
500,Who did a recording where Étude Op. 10 No. 5. follows relude Op. 28 No. 7?,ind
501,What Schumann suite contained the name of a piece Schumann named for Chopin?,other
502,Who was responsible for the creation of the Duchy of Warsaw?,ind
503,Which of his sisters did Chopin sometimes duet with?,ind
504,Chopin had three years of lessons with whom?,ind
505,Which two of Chopin's friends became part of his Paris milieu?,ind
506,While in Berlin he saw the operatic work of who?,ind
507,What piece did Chopin debut after returning to Warsaw?,cremat
508,By not going back to Poland Chopin became part of what?,other
509,What position did the poet who Chopin knew in Paris hold?,title
510,What was the charity that Liszt and Chopin last performed for?,gr
511,What did Chopin have a hard time getting delivered to Majorca?,other
512,What did Chopin play at the funeral?,other
513,Whom did Sand's daughter Solange become engaged to?,ind
514,What was Jane Stirling's national heritage?,other
515,What did Broadway provide for Chopin?,other
516,Who paid for Chopin's apartment in Chaillot?,ind
517,Who has denied testing Chopin's DNA to determine the actual cause of death?,ind
518,What piece did Chopin dedicate to Schumann?,cremat
519,What are two things Chopin's performances were known for?,reason
520,What is the name of Chopin's eldest sister?,ind
