,texts,labels
189,What 's an auberge in France ?,DESC
190,What was the Chivington Massacre ?,DESC
191,What 's the meaning of the zoological term ruminant ?,DESC
192,Colin Powell is famous for what ?,DESC
193,What does the name Shawn mean ?,DESC
194,What are equity securities ?,DESC
195,What is Jane Goodall known for ?,DESC
196,"Why are sometimes your hands cold , but the rest of you isn 't ?",DESC
197,What was the Long March in China ?,DESC
198,How does a parachute work ?,DESC
199,What do you know about multicultural and multilingual schools ?,DESC
200,What is infomatics ?,DESC
201,Why are so many umbrellas black ?,DESC
202,What is the HIGHEST Roman numeral ?,DESC
203,What is the Peloponnesian League ?,DESC
204,What is a urologist ?,DESC
205,How does a submarine operate ?,DESC
206,What 's the Olympic motto ?,DESC
207,What are the distinct physical characterstics of the Arabian horse ?,DESC
208,How does ultraviolet light damage the DNA of skin cells ?,DESC
209,What is the origin of the name Igor ?,DESC
210,How do you solve `` Rubik 's Cube '' ?,DESC
211,What is the origin of the name Katie ?,DESC
212,What effects do nitrates have on the environment ?,DESC
213,"What is deadrise , nautical , ?",DESC
214,How do I find if my relatives were on the Trail of Tears ?,DESC
215,What are the living conditions in Cuba ?,DESC
216,Why do we call someone `` honey '' ?,DESC
217,What happens when lightning strikes a body of water ?,DESC
218,How does food color affect how you think it will taste ?,DESC
219,How is silk screening done ?,DESC
220,How did the 7th inning stretch get started ?,DESC
221,What is `` bloodhound '' ?,DESC
222,How can I find a list of celebrities ' real names ?,DESC
223,How do you make a computer chip ?,DESC
224,What is the Immaculate Conception ?,DESC
225,What is Australia Day ?,DESC
226,Describe the Long March .,DESC
227,What is office automation ?,DESC
228,What is the AIM-54C Phoenix ?,DESC
229,What is the classic definition of tragic hero ?,DESC
230,What should you yell to hail a taxi in Madrid ?,DESC
231,What is a disaccharide ?,DESC
232,What is the Motto for the State of Maryland ?,DESC
233,"What is the origin of the term `` blue moon , '' and how often do they occur ?",DESC
234,How do I log on to home page at Headquarters U.S. European Command ?,DESC
235,How do you buy stocks ?,DESC
236,Hazmat stands for what ?,DESC
237,How do you write a correct critical analysis of a poem ?,DESC
238,What is the definition of hazmat ?,DESC
239,What are shooting stars ?,DESC
240,What is endometriosis ?,DESC
241,Why do some clothing labels say `` Use a nonchlorine bleach '' ?,DESC
242,What 's a short ton ?,DESC
243,What is a neurosurgeon ?,DESC
244,What is the origin of the peace symbol ?,DESC
245,What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,DESC
246,How do you get a girl to have sex with you ?,DESC
247,What is a swatch ?,DESC
248,What is La Nina ?,DESC
249,What is the definition of spamming ?,DESC
250,"What are some fun things to do in Cozumel , Mexico for teenagers ?",DESC
251,What is a wet dream ?,DESC
252,What is power steering ?,DESC
253,What problems contributed to the high failure rate of Plains farmers in the 1800s ?,DESC
254,How can I enforce new rules to a group of youngsters who have been allowed to do as they please .,DESC
255,What does the word `` opera '' mean ?,DESC
256,What should you do for an ankle sprain ?,DESC
257,What do Mormons believe ?,DESC
258,What is film noir ?,DESC
259,What do bee hives do in cranberry bogs ?,DESC
260,Why shouldn 't you remove a bee stinger with tweezers ?,DESC
261,What is the origin of the rock band Led Zeppelin 's name ?,DESC
262,What is e-commerce ?,DESC
263,What information can you get me on Fairground Park in St. Louis,DESC
264,What is a biologist ?,DESC
265,What is a wart ?,DESC
266,What causes pneumonia ?,DESC
267,What are tonsils for ?,DESC
268,How do you get silly putty out of fabric ?,DESC
269,How does a glacier form ?,DESC
270,"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?",DESC
271,How do anti-locking brakes work ?,DESC
272,What are the words to the song sung by `` Banana in Pajamas '' ?,DESC
273,What is a nanometer ?,DESC
274,What is troilism ?,DESC
275,What are snowballs to a hot-rodder ?,DESC
276,Define the Pheonix Club ?,DESC
277,Why do men snore ?,DESC
278,"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?",DESC
279,What is saltpeter ?,DESC
280,What causes the redness in your cheeks when you blush ?,DESC
281,What are the rules to `` snow golf '' ?,DESC
282,Why are there Braille things on the ATM machines that people drive through ?,DESC
283,What is the origin of the surname of Braun ?,DESC
284,How do I know if I 'm jealous of someone ?,DESC
285,How do you ask questions ?,DESC
286,What are the side effects of mevacor ?,DESC
287,What is the origin of U.S. Army sergeant 's stripes ?,DESC
288,How do I increase my biceps ' size ?,DESC
289,Why are there 12 people on a jury in criminal cases ?,DESC
290,What are the alveoli ?,DESC
291,Why is Rush 's 2112 called 2112 ?,DESC
292,Where did the term fireplug come from ?,DESC
293,What is the circumorbital hematoma ?,DESC
294,What are pomegranates ?,DESC
295,How do I find the balance of my social security account ?,DESC
296,How would someone go about becoming an organ donor ?,DESC
297,What is the origin of the expression `` tout de suite '' ?,DESC
298,What is the history of Valentine 's Day cards ?,DESC
299,Why is the grass green ?,DESC
300,What are my legal rights in an automobile repossession in California ?,DESC
301,Why is the moon different sizes and colors ?,DESC
302,How can I look up someone 's E-mail address on the Internet ?,DESC
303,What is Compaq 's mission statement ?,DESC
304,What are the current immigration laws in US ?,DESC
305,What was the V-8 Juice slogan : `` the tastebud '' ?,DESC
306,What is a Devo hat ?,DESC
307,How do I get another city 's newspaper ?,DESC
308,What are faults in the earth 's crust ?,DESC
309,What is the proof that houseplants metabolize carcinogens ?,DESC
310,What is the origin of the term soda jerk ?,DESC
311,What is the difference between Neoclassical art and Romanticism art ?,DESC
312,How do you make a million bucks ?,DESC
313,How does the tail affect the flight of a kite ?,DESC
314,What is ethylene ?,DESC
315,How did the war of 1812 affect Delaware ?,DESC
316,How do you correctly say the word ` qigong ' ?,DESC
317,What is a First World country ?,DESC
318,Why are the ears your center of balance ?,DESC
319,How come light bulbs go out ?,DESC
320,What do the 12 days of Christmas mean ?,DESC
321,What is the difference between a classical and an acoustic guitar ?,DESC
322,How can I register my website in Yahoo for free ?,DESC
323,How do windmills work ?,DESC
324,How does a bill become law ?,DESC
325,What caused the Lynmouth floods ?,DESC
326,Where did the marriage ceremony come from ?,DESC
327,What do you say to a friend who ignores you for other friends ?,DESC
328,What is the difference between a generator and an alternator ?,DESC
329,"In My Antonia , how is Mr. Shimerda out of place on the farm ?",DESC
330,What does `` Semper Fidelis '' mean ?,DESC
331,What is measured in curies ?,DESC
332,How does one correctly pronounce ` qigong ' ?,DESC
333,What did Mighty Mouse always sing as he went into action ?,DESC
334,What caused Shea & Gould to close their L.A. office ?,DESC
335,What is the origin of the ethnic category `` caucasian '' ?,DESC
336,Why is it called `` hamburger '' if there is no ham in it ?,DESC
337,What is the meaning of Jesus ?,DESC
338,"What are Cobol , Fortran , and Pascal ?",DESC
339,What are geckos ?,DESC
340,What is the origin of `` barbeque '' ?,DESC
341,How does the Elongated Man know a mystery is afoot ?,DESC
342,What 's new in the postal world in 1999 ?,DESC
343,"How does Cos Cob , CT get its name ?",DESC
344,What is an ecological niche ?,DESC
345,Why did several San Diego schools remove apples from students menus ?,DESC
346,What is a Certified Nurse Midwife ?,DESC
347,What is the history of Buffalo chicken wings ?,DESC
348,How do they get Teflon to stick to the pan ?,DESC
349,What is in baby powder and baby lotion that makes it smell the way it does ?,DESC
350,Shea and Gould closed their Los Angeles office for what reason ?,DESC
351,What is meant by `` capital market '' ?,DESC
352,Why do they call it a `` funny bone '' ?,DESC
353,What does the term 3 mean to a newspaper editor ?,DESC
354,What will happen when sodium is put in water ?,DESC
355,What are the seven virtues ?,DESC
356,What is `` the only cigarette made with no leftovers '' ?,DESC
357,What is false consciousness ?,DESC
358,What is the origin of `` jiggy '' as in getting jiggy with it ?,DESC
359,Why are lions called `` King of the Jungle '' ?,DESC
360,What is a Mexican hairless ?,DESC
361,"Why was Washington , DC originally called District of Columbia ?",DESC
362,How can you define time ?,DESC
363,How is energy created ?,DESC
364,What 's the rathaus in Frankfurt ?,DESC
365,"Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ?",DESC
366,How did names come about ?,DESC
367,What is a person 's socioeconomic position ?,DESC
368,What are the Twin Cities ?,DESC
369,Why did Europeans first come to Australia and Oceania ?,DESC
370,"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?",DESC
371,How does an ion drive work ?,DESC
372,What does Freddy Freeman say to become Captain Marvel Jr. ?,DESC
373,What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?,DESC
374,What is the definition of a cascade ?,DESC
375,What is a courier ?,DESC
376,What is a Chinese `` spouting '' bowl ?,DESC
377,How can I stop or slow down aging ?,DESC
378,What is an urban legend ?,DESC
379,What is Plc ?,DESC
380,What are the requirements for becoming a citizen of Australia ?,DESC
381,What is the use of a 24-hour clock instead of a 12-hour clock ?,DESC
382,How can SQL queries be improved ?,DESC
383,How do I find out the exact time of a sunset for a particular day ?,DESC
384,What is the Bernoulli Principle ?,DESC
385,What effect does LSD have on the brain ?,DESC
386,What is the hair style called that new military recruits receive ?,DESC
387,How do I contact answers.com ?,DESC
388,What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?,DESC
389,What are the Low Countries ?,DESC
390,How do they find or choose witnesses to an execution ?,DESC
391,What is a glory hole ?,DESC
392,What is agent orange ?,DESC
393,What is leukemia ?,DESC
394,What do a diamond and lump of coal have in common ?,DESC
395,Where did the name root beer come from ?,DESC
396,What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?,DESC
397,What is the Amish religion ?,DESC
398,How do I check if my modem is v.9 compatible ?,DESC
399,What is the Hub of London ?,DESC
400,How do I start a web based business ?,DESC
401,What are the major differences in the Catholic and Methodist religions ?,DESC
402,What is a `` node '' in computer terms ?,DESC
403,"What does caliente mean , in English ?",DESC
404,How does a copier work ?,DESC
405,What is Betsy Ross famous for ?,DESC
406,How do you look up criminal records on the Internet ?,DESC
407,How do I contact Answers.com direct ?,DESC
408,What baseball expression came from the nautical term for ships sailing between the Atlantic and Pacific before the Panama Canal ?,DESC
409,Why do you say `` God bless you '' when people sneeze ?,DESC
410,What is narcolepsy ?,DESC
411,What is Sinn Fein ?,DESC
412,How does blood clot ?,DESC
413,What does the name `` Justin '' mean ?,DESC
414,What is a pig in a poke ?,DESC
415,What happened to Answers.com ?,DESC
416,What is the purpose of the SysRq key on my computer keyboard ?,DESC
417,What is the Golden Rule ?,DESC
418,How did Bob Marley die ?,DESC
419,What is a tonne ?,DESC
420,What is digitalis ?,DESC
421,What happens to the female body with lack of sleep and food ?,DESC
422,What does verdandi mean ?,DESC
423,What is the contents of proposition 98 ?,DESC
424,What did the Confederate Constitution say about slavery ?,DESC
425,Why does sound travel quicker through water than air ?,DESC
426,How do I e-mail someone at aol.com from yahoo.com ?,DESC
427,Why are eggs supposed to be stored small end down ?,DESC
428,How do I change a file from an ART file to a JPEG or Bitmap file ?,DESC
429,What is the Internet2 ?,DESC
430,What is a virtual IP address ?,DESC
431,What is the origin of the word assassinate ?,DESC
432,How do you become a dentist ?,DESC
433,What is Doegs ?,DESC
434,What is multimedia ?,DESC
435,What is the literal meaning of `` D-DAY '' ?,DESC
436,What is literary criticism ?,DESC
437,What is the spectrum of a sine wave ?,DESC
438,"Why do USA fax machines not work in UK , NNP ?",DESC
439,What are bear and bull markets ?,DESC
440,How do you get a pointsettia to turn red ?,DESC
441,"In Waugh 's `` A Handful of Dust , '' what does the mad old man force the hero to do every afternoon ?",DESC
442,How do websites like Yahoo and Excite make money ?,DESC
443,What is the origin of the proverb `` A stitch in time saves nine '' ?,DESC
444,What is the difference between a median and a mean ?,DESC
445,What does `` Philebus-like '' mean ?,DESC
446,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,DESC
447,What is the VDRL test of blood ?,DESC
448,Why is poop sometimes different colors ?,DESC
449,"What is the claim to fame of Agra , India ?",DESC
450,How was Teddy Roosevelt related to FDR ?,DESC
451,"What do Hank Aaron , Jimmy Stewart , and Howard K. Smith have in common ?",DESC
452,What is he doing now ?,DESC
453,What does seccession mean ?,DESC
454,What does the donation process entail ?,DESC
455,What is main reason for that electric vehicles can 't be popular nowadays ?,DESC
456,How can I transport files from one computer to another ?,DESC
457,Colin Powell is best known for what achievement ?,DESC
458,How do they find an epicenter ?,DESC
459,What are the Arabic Numerals from 1 to 10 ?,DESC
460,"What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?",DESC
461,How does a rainbow form ?,DESC
462,What makes sperm ?,DESC
463,What is Archimedes famous for ?,DESC
464,How did people respond to the idea of the first millenium ?,DESC
465,Why do girls have to wear training bras ?,DESC
466,How can I get someone 's phone number if I only have their screen name ?,DESC
467,What is chromatology ?,DESC
468,What is the economic impact of unemployment on the economy ?,DESC
469,How do you do a topic outline ?,DESC
470,Why is the development of space so important ?,DESC
471,What does a nihilist believe in ?,DESC
472,How can I get a CCT diagram ?,DESC
473,What does appropriates money mean ?,DESC
474,What does the dot on the letter i mean ?,DESC
475,What is the root of all evil ?,DESC
476,What causes `` rolling thunder '' ?,DESC
477,How do cameras take pictures ?,DESC
478,What was the filling in the first golf balls ?,DESC
479,What does the term `` spaghetti western '' mean ?,DESC
480,How did U.S.A become involved in the Barbary Wars,DESC
481,What is the meaning of `` subaru ? '',DESC
482,What does `` intractable plantar keratoma '' mean ?,DESC
483,How do movie blues screens work ?,DESC
484,Where did the energy for the Big Bang come from ?,DESC
485,How do you measure the heat of the sun ?,DESC
486,What is barnstorming ?,DESC
487,How did the bikini bathing suite get its name ?,DESC
488,What is the origin of music ?,DESC
489,What is hebephrenia ?,DESC
490,"What are Kythnos , Siphnos , Seriphos and Mykonos ?",DESC
491,How is an executioner determined ?,DESC
492,How is Answers.com different from KnowPost.com ?,DESC
493,How can I find a phone number of someone if I only know their email address ?,DESC
494,What is the difference between a bottle and a jar ?,DESC
495,What is Jane Goodall famous for ?,DESC
496,What caused the death of Bob Marley ?,DESC
497,What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?,DESC
498,What is the difference between terry cloth and French terry ?,DESC
499,What is the definition of low island ?,DESC
500,Why does tuberculosis afflict people ?,DESC
501,What makes hamburgers taste like steakburgers ?,DESC
502,What is the definition of the Scrabble word ` syzygy ' ?,DESC
503,What are the Baltic States ?,DESC
504,How do microwaves work ?,DESC
505,What is a philanthropist ?,DESC
506,What is a common dolphin ?,DESC
507,How can I gain access to a spy satelite ?,DESC
508,From what cause does tuberculosis stem ?,DESC
509,How is bubble wrap made ?,DESC
510,What 's the staff of life mentioned in the Lord 's Prayer ?,DESC
511,Why do people shake hands to show friendliness ?,DESC
512,"What 's the meaning of the Latin battle cry : Ad arma , ad arma .",DESC
513,How do you box train a cat ?,DESC
514,What does the name ` Alexandra ' mean ?,DESC
515,What does the name `` Sabrina '' mean ?,DESC
516,How do birds have sex ?,DESC
517,What makes thunder ?,DESC
518,How did serfdom develop in and then leave Russia ?,DESC
519,What is a hydrogen bond ?,DESC
520,How do you get rid on woodpeckers ?,DESC
521,What causes someone to be ticklish ?,DESC
522,What did Cool Hand Luke go to jail for ?,DESC
523,How do you dunk ?,DESC
524,What is the virus HIV ?,DESC
525,What exactly is radiation ?,DESC
526,How do I do this ?,DESC
527,What is `` Chicago Hope '' ?,DESC
528,What was the reason for the partition of the Anglican and Vatican churches ?,DESC
529,What is the origin of the first name ` Breony ' ?,DESC
530,Why is black the color of mourning in the West ?,DESC
531,What is the origin of blue for boys and pink for girls ?,DESC
532,How can I get started in writing for television ?,DESC
533,What is a cullion ?,DESC
534,For what reason did some San Diego schools stop serving apples ?,DESC
535,What are people doing to help prevent the extinction of birds ?,DESC
536,What is Greek pita ?,DESC
537,Why did David Koresh ask the FBI for a word processor ?,DESC
538,How does the chain of command work inside an US army Apache helicopter ?,DESC
539,How do I know how much money to save for retirement ?,DESC
540,What is a geoscientist ?,DESC
541,What is the feudal system ?,DESC
542,What is the difference between a college and a university ?,DESC
543,How does Belle describe her life in Beauty and the Beast ?,DESC
544,What qualifications are there for individuals donating blood ?,DESC
545,What is thalassemia ?,DESC
546,What is the origin of the city `` Corpus Christi '' ?,DESC
547,What does the word terrorism mean ?,DESC
548,What is the highest Roman numeral ?,DESC
549,What is swap math ?,DESC
550,How can I easily remove red wine stains from t-shirts ?,DESC
551,What is the nursery rhyme Rock-a-by Baby about ?,DESC
552,What are Maid-Rites ?,DESC
553,What is the secret of the universe ?,DESC
554,What is pandoro ?,DESC
555,What is Butterfield 8 in Butterfield 8 ?,DESC
556,What 's the difference and advantages of selecting a Super VHS VCR over plain VHS model ?,DESC
557,What is Bombay duck ?,DESC
558,How do you stop junk snail mail ?,DESC
559,What causes headaches ?,DESC
560,How successful is arometherapy ?,DESC
561,What is the executor in a will ?,DESC
562,How do you get dates with the `` Hooters '' girls ?,DESC
563,What do I have to do to get good grades in school ?,DESC
564,Where do rocks come from ?,DESC
565,How do I love thee ?,DESC
566,What did Lenny Bruce say that got him arrested ?,DESC
567,What is the S&P 500 used for ?,DESC
568,What is prepared mustard ?,DESC
569,"What is the origin of the word , magic ?",DESC
570,How were the days of the week named ?,DESC
571,What are the environmental influences on plant genetics ?,DESC
572,What made Jane Goodall famous ?,DESC
573,Why are the U.S. presidential elections held in November ?,DESC
574,What 's the state motto of California ?,DESC
575,What is the difference between a fruit and a vegetable ?,DESC
576,How do clouds form ?,DESC
577,How do I get a complete list of all the people that are living with the last name Kilvington ?,DESC
578,What is a dental root canal ?,DESC
579,What are the words to the Canadian National anthem ?,DESC
580,What 's a `` coup de poing '' to a French boxer ?,DESC
581,What are the powers and weaknesses of Green Lantern 's ring ?,DESC
582,What is fellatio ?,DESC
583,What is tyvek ?,DESC
584,What are hook worms ?,DESC
585,Why doesn 't www.answers.com have any answers to my questions ?,DESC
586,How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?,DESC
587,What is the song Stairway to Heaven by Led Zeppelin about ?,DESC
588,"Why is the universe flat , if it started by an explosion , shouldn 't it be a sphere ?",DESC
589,What is the Milky Way ?,DESC
590,Why can 't women serve in the Navy on board submarines ?,DESC
591,How does rabies spread ?,DESC
592,What can be done about snoring ?,DESC
593,What is the difference between jazz and blues ?,DESC
594,What did John F. Kennedy consider his greatest blunder in office ?,DESC
595,What 's the difference between sleet and freezing rain ?,DESC
596,How do you ask a total stranger out on a date ?,DESC
597,What did the only repealed amendment to the U.S. Constitution deal with ?,DESC
598,What makes a tornado turn ?,DESC
599,What caused the division between the Anglicans and the Vatican ?,DESC
600,What is Eagle 's syndrome styloid process ?,DESC
601,What was the importance of Magellan ?,DESC
602,What is pasta ?,DESC
603,How do ants have sex ?,DESC
604,What was the claim to fame of King Camp Gillette ?,DESC
605,What do the figures represent on the Easter Island ?,DESC
606,What is the origin of the word `` mind '' ?,DESC
607,How did Super President gain his powers on the animated series ?,DESC
608,Define Spumante .,DESC
609,What is a meerkat ?,DESC
610,Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,DESC
611,What happened to Moon Maiden ?,DESC
612,Why do eyes sometimes look red in photographs ?,DESC
613,What is the origin of `` Beauty is in the eye of the beholder '' ?,DESC
614,Why are the rooftops in Canada green ?,DESC
615,"What clause in the U.S. Constitution may not be changed , altered or amended ?",DESC
616,What is Win Rah ?,DESC
617,What are the most common causes of death in the U.S. ?,DESC
618,Why did the Anglican church split from the Vatican ?,DESC
619,What was the verdict in the trial of Lizzie Borden ?,DESC
620,"What exactly , specifically does sleep do for you ?",DESC
621,How does General Mills manufacture Cheerios ?,DESC
622,What 's the difference between J.D. and LL.M. ?,DESC
623,How is the element strontium purified ?,DESC
624,What was the rallying cry of the early American revolutionaries ?,DESC
625,What 's the difference between TFT and dual-scan display ?,DESC
626,What is the `` coppertop '' battery ?,DESC
627,What is `` the washed vodka '' ?,DESC
