,texts,labels
69,What is the origin of the word nevermind ?,DESC
70,How do anti-locking brakes work ?,DESC
71,What 's a male `` cuckquean '' ?,DESC
72,How do they get Teflon to stick to the pan ?,DESC
73,How do I give a good massage ?,DESC
74,What is object-oriented design ?,DESC
75,What are a baseball team 's firemen ?,DESC
76,What is sound ?,DESC
77,Why is Jane Goodall famous ?,DESC
78,"Why are sometimes your hands cold , but the rest of you isn 't ?",DESC
79,What does the name Melissa mean ?,DESC
80,How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?,DESC
81,How do they raise the cranes when building high-rise buildings ?,DESC
82,What is the definition of hazmat ?,DESC
83,What causes pneumonia ?,DESC
84,What is diabetes ?,DESC
85,What 's nature 's purpose for tornadoes ?,DESC
86,What are the medical purposes of `` clitoridectomy '' ?,DESC
87,Why did the Globe Theatre burn down ?,DESC
88,How does hair curl ?,DESC
89,What does the name ` Alexandra ' mean ?,DESC
90,What caused an adjournment of the 25th anniversary session of the United Nations General Assembly ?,DESC
91,What are bear and bull markets ?,DESC
92,"Why was Henry Ford 's first automobile calleda Model T & his second type of automobile , introduced in 1928 , called a Model A ?",DESC
93,How did the 7th inning stretch get started ?,DESC
94,How do plants make food ?,DESC
95,How do you reference a website ?,DESC
96,What 's distinctive about a palmiped 's feet ?,DESC
97,How is water treated to make it safe to drink ?,DESC
98,How do you determine heating requirements for your home ?,DESC
99,What are amaretto biscuits ?,DESC
100,How is the element strontium purified ?,DESC
101,What have you not let a tennis ball do if you volley ?,DESC
102,Why do rooftops give off steam after a big rainstorm ?,DESC
103,What are the benefits of home school ?,DESC
104,How do you identify prime numbers ?,DESC
105,How is silk screening done ?,DESC
106,What 's the Olympic motto ?,DESC
107,What is a Devo hat ?,DESC
108,What are differences between 1980 and 1990 ?,DESC
109,What is viscosity ?,DESC
110,How did Peabody and Sherman travel through time ?,DESC
111,What is Sinn Fein ?,DESC
112,What is La Nina ?,DESC
113,How do cameras take pictures ?,DESC
114,What is in baby powder and baby lotion that makes it smell the way it does ?,DESC
115,What is the meaning of the name Ella ?,DESC
116,What is ethology ?,DESC
117,Why can 't you taste anything when you have a cold ?,DESC
118,What is the origin of the rock band Led Zeppelin 's name ?,DESC
119,What is difference between a poster and a print ?,DESC
120,How is the element strontium purified ?,DESC
121,How can I easily remove red wine stains from t-shirts ?,DESC
122,How do ants have sex ?,DESC
123,What is goldenseal ?,DESC
124,What is a gandy dancer ?,DESC
125,"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?",DESC
126,What effect does LSD have on the brain ?,DESC
127,What is Toulmin logic ?,DESC
128,What are the Baltic States ?,DESC
129,What is a leper ?,DESC
130,What do the figures represent on the Easter Island ?,DESC
131,What are values ?,DESC
132,How were the days of the week named ?,DESC
133,What is Doegs ?,DESC
134,What is Win Rah ?,DESC
135,Why did the Aztecs first think the Spanish were Gods ?,DESC
136,What revelation did Alexander Butterfield make to the Senate Watergate committee ?,DESC
137,What is the feudal system ?,DESC
138,What is dew point ?,DESC
139,What 's a short ton ?,DESC
140,What is the VDRL test of blood ?,DESC
141,What is the difference between hair and fur ?,DESC
142,What is Betsy Ross famous for ?,DESC
143,What is a `` False Moon '' ?,DESC
144,What is Garry Kasparov famous for ?,DESC
145,What was the Vietnam War ?,DESC
146,What is a cullion ?,DESC
147,Why do people get calluses ?,DESC
148,What is hypertext ?,DESC
149,What is object-oriented design ?,DESC
150,What were the causes of the Civil War ?,DESC
151,What is meant by `` capital market '' ?,DESC
152,Colin Powell is famous for what ?,DESC
153,What is the origin of the word `` amen '' ?,DESC
154,Why do recipe books recommend starting with cold water when you boil something ?,DESC
155,What do I have to do to get good grades in school ?,DESC
156,What 's the last line of Dickens 's A Christmas Carol ?,DESC
157,How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,DESC
158,What is the origin of U.S. Army sergeant 's stripes ?,DESC
159,"What according to the Kinsey Institute , is the sexual preference of four percent of American males ?",DESC
160,What is the history of Valentine 's Day cards ?,DESC
161,"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?",DESC
162,How can SQL queries be improved ?,DESC
163,What is osteichthyes ?,DESC
164,How does crosstalk relate to InSb thickness in infrared detectors ?,DESC
165,Why are there olives in martinis ?,DESC
166,What are the words to `` My Way '' written by Paul Anka ?,DESC
167,How can you tell if someone is lying ?,DESC
168,"What are vermicilli , rigati , zitoni , and tubetti ?",DESC
169,How can I get in touch with Michael Moore of `` Roger & Me '' ?,DESC
170,What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?,DESC
171,What 's the setting of John Le Carre 's A Small Town in Germany ?,DESC
172,What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?,DESC
173,What is ouzo ?,DESC
174,What 's a `` coup de poing '' to a French boxer ?,DESC
175,What is the text of the Fifth Amendment ?,DESC
176,What are amicable numbers ?,DESC
177,What prompted the co-pilot of the Enola Gay to enter only `` My God '' in his log ?,DESC
178,What did John Hinckley do to impress Jodie Foster ?,DESC
179,How did Super President gain his powers on the animated series ?,DESC
180,How does ultraviolet light damage the DNA of skin cells ?,DESC
181,Why are there letters on the telephone ? Why are there no Q or Z ?,DESC
182,What is time ?,DESC
183,What is a Chinese `` spouting '' bowl ?,DESC
184,How is a hydrogen bomb different from a nuclear bomb ?,DESC
185,What does Choo Choo Charlie say ?,DESC
186,What is a mathematical factor ?,DESC
187,What 's the meaning of the name Tatiana ?,DESC
188,What is Colin Powell best known for ?,DESC
189,What 's the state motto of California ?,DESC
190,Why do some people have two different color eyes ?,DESC
191,What is barnstorming ?,DESC
192,What is the hair style called that new military recruits receive ?,DESC
193,How can I gain access to a spy satelite ?,DESC
194,Define cosmology .,DESC
195,How does the tail affect the flight of a kite ?,DESC
196,What is an auto-commentary ?,DESC
197,"What did FCC chairman Newton Minow declare TV to be on May 9 , 1961 ?",DESC
198,What is a green bog ?,DESC
199,What is a drought ?,DESC
200,What is probability theory ?,DESC
201,What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?,DESC
202,What is real time processing ?,DESC
203,What is the purpose of BIOS ?,DESC
204,What is the meaning of `` subaru ? '',DESC
205,Why can 't women serve in the Navy on board submarines ?,DESC
206,What causes blue balls ?,DESC
207,What is the definition of a witch ?,DESC
208,How can you contact play producers and promoters on-line ?,DESC
209,What is the Hub of London ?,DESC
210,Where did the term fireplug come from ?,DESC
211,What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?,DESC
212,What is the origin of the word `` tampon '' ?,DESC
213,How do I e-mail someone at aol.com from yahoo.com ?,DESC
214,What is the origin of the surname of Braun ?,DESC
215,What did Cool Hand Luke go to jail for ?,DESC
216,What is the difference between khaki and chino ?,DESC
217,What function does a community 's water tower serve ?,DESC
218,How do you fix squeaky floors ?,DESC
219,What 's the staff of life mentioned in the Lord 's Prayer ?,DESC
220,How effective are condoms in protecting against AIDS ?,DESC
221,How does rabies spread ?,DESC
222,Where did the marriage ceremony come from ?,DESC
223,Why did several San Diego schools stop serving apples to students ?,DESC
224,How can anyone tell if a female had sexual intercourse ?,DESC
225,How do you clean badly tarnished brass ?,DESC
226,What does Las Vegas mean ?,DESC
227,What does hazmat stand for ?,DESC
228,Why do airliners crash vs. gliding down ?,DESC
229,What is narcolepsy ?,DESC
230,What is the history of `` the toast '' ?,DESC
231,What is a pig in a poke ?,DESC
232,What is the origin of the name ` Scarlett ' ?,DESC
233,What features of the African elephant are larger than those of the Indian elephant ?,DESC
234,How do you solve `` Rubik 's Cube '' ?,DESC
235,What is infomatics ?,DESC
236,What 's the claim to fame of night watchman Frank Wills ?,DESC
237,What 's the meaning of UOL ?,DESC
238,"What 's the meaning of the Latin battle cry : Ad arma , ad arma .",DESC
239,What is a cake of soap ?,DESC
240,What is the difference between a median and a mean ?,DESC
241,How did P.T. Barnum bill the diminutive Charles S. Stratton ?,DESC
242,What is the origin of the word ` posh ' ?,DESC
243,Why do we call someone `` honey '' ?,DESC
244,What does N est-ce pas mean ?,DESC
245,What is a hyperlink ?,DESC
246,What is recruitment interview technique ?,DESC
247,Why did Egyptians shave their eyebrows ?,DESC
248,What are the distinct physical characterstics of the Arabian horse ?,DESC
249,What are the requirements for becoming a citizen of Australia ?,DESC
250,What should you yell to hail a taxi in Madrid ?,DESC
251,How did water appear on the earth ?,DESC
252,What is the chemiosmotic theory ?,DESC
253,What is `` Vocal Sampling '' ?,DESC
254,What does the name `` Sheri '' mean ?,DESC
255,How does a parachute work ?,DESC
256,What is goulash ?,DESC
257,What is artificial intelligence ?,DESC
258,How do hermit crabs reproduce ?,DESC
259,Why shouldn 't you remove a bee stinger with tweezers ?,DESC
260,"What does caliente mean , in English ?",DESC
261,What is a philanthropist ?,DESC
262,Why can 't ostriches fly ?,DESC
263,What does seccession mean ?,DESC
264,How can I look up someone 's E-mail address on the Internet ?,DESC
265,What is a caldera ?,DESC
266,What are pomegranates ?,DESC
267,"What clause in the U.S. Constitution may not be changed , altered or amended ?",DESC
268,Why are ice cream sundaes called sundaes ?,DESC
269,How do I do this ?,DESC
270,"Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ?",DESC
271,What are some interesting facts and information about dogsledding ?,DESC
272,What was the `` Dead Man 's Hand '' ?,DESC
273,What makes you fat ?,DESC
274,How did serfdom develop in and then leave Russia ?,DESC
275,How do I tie dye clothes ?,DESC
276,How does the speed the magnet spins in a generator affect the output of the generator ?,DESC
277,What do Japanese school uniforms look like ?,DESC
278,What does the name `` Sabrina '' mean ?,DESC
279,What is the difference between a generator and an alternator ?,DESC
280,Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,DESC
281,What did the only repealed amendment to the U.S. Constitution deal with ?,DESC
282,What should you do for an ankle sprain ?,DESC
283,What is the Socratic method ?,DESC
284,What is a pyrotechnic display ?,DESC
285,What is prepared mustard ?,DESC
286,What is the origin of the word Ozymandias ?,DESC
287,What is a bone marrow transplant meant for ?,DESC
288,How do you tell somebody you like them ?,DESC
289,What is Compaq 's mission statement ?,DESC
290,What effect does friction have on perpetual motion ?,DESC
291,What is hypnotherapy ?,DESC
292,What caused the Titanic to sink ?,DESC
293,How do fuel injectors work ?,DESC
294,What do the 12 days of Christmas mean ?,DESC
295,What is a Certified Nurse Midwife ?,DESC
296,What 's a water funnel ?,DESC
297,What is a specimen of basidiomycetes ?,DESC
298,Why do they call a hamburger a hamburger when there is no ham ?,DESC
299,How is the election of a new Pope announced to the world ?,DESC
300,What is limbo ?,DESC
301,What is the cultural origin of the ceremony of potlatch ?,DESC
302,What is the `` coppertop '' battery ?,DESC
303,"What is the origin of the word , magic ?",DESC
304,What is a swatch ?,DESC
305,What are Maid-Rites ?,DESC
306,How do you clean an LCD monitor screen ?,DESC
307,What is swap math ?,DESC
308,What are the seven deadly sins ?,DESC
309,What are equity securities ?,DESC
310,What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,DESC
311,What is a common dolphin ?,DESC
312,What will the weather be today ?,DESC
313,What is Margaret Thatcher known for ?,DESC
314,"How does Cos Cob , CT get its name ?",DESC
315,How do you ask a total stranger out on a date ?,DESC
316,What is deconstructionism ?,DESC
317,What is the origin of the peace symbol ?,DESC
318,What does `` antidisestablishmentarianism '' mean ?,DESC
319,How come a doughnut has a hole in it ?,DESC
320,What did n't Rocky Marciano do in his pro boxing career ?,DESC
321,What is a rhomboideus minor ?,DESC
322,How do I find if my relatives were on the Trail of Tears ?,DESC
323,What does the word terrorism mean ?,DESC
324,What is the Motto for the State of Maryland ?,DESC
325,What is splatterpunk ?,DESC
326,How is carbon dioxide removed from natural gas ?,DESC
327,What does storm wave mean in Japanese ?,DESC
328,What is the HIGHEST Roman numeral ?,DESC
329,What does verdandi mean ?,DESC
330,Why is Microsoft 's Windows 3 such a successful computer program ?,DESC
331,Why are there Braille things on the ATM machines that people drive through ?,DESC
332,What are the Poconos ?,DESC
333,What does `` E Pluribus Unum '' on the penny mean ?,DESC
334,What 's the mystery of the Bermuda Triangle ?,DESC
335,What is `` dew point '' ?,DESC
336,"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?",DESC
337,What 's new in the postal world in 1999 ?,DESC
338,Why do they sterilize the needle for lethal injection ?,DESC
339,How can I get rich quick ?,DESC
340,What is a conifer ?,DESC
341,How was Lawrence,DESC
342,What is the spectrum of a sine wave ?,DESC
343,What was the verdict in the trial of Lizzie Borden ?,DESC
344,What is the definition of `` chancery '' file in real estate ?,DESC
345,What is the difference between a fruit and a vegetable ?,DESC
346,What are those little blue reflectors in the middle of the road for ?,DESC
347,Why does it say on children 's cough syrup not to drive while using this medication ?,DESC
348,What is the S&P 500 used for ?,DESC
349,How do Ouija Boards work ?,DESC
350,What is hydroelectricity ?,DESC
351,How does a hydroelectric dam work ?,DESC
352,What are the lyrics to the Star Spangled Banner ?,DESC
353,What is the Lost Colony ?,DESC
354,How do I find out about jobs ?,DESC
355,What do you do when your mouse is n't working as fast as it 's supposed to ?,DESC
356,What was the importance of Magellan ?,DESC
357,How do you look up criminal records on the Internet ?,DESC
358,What information can you get me on Fairground Park in St. Louis,DESC
359,What are the Low Countries ?,DESC
360,How do you get bubblegum out of carpet ?,DESC
361,What are faults in the earth 's crust ?,DESC
362,How does the Elongated Man know a mystery is afoot ?,DESC
363,What is the difference between a bottle and a jar ?,DESC
364,"What is the origin of the midwest slang , ` you 're darn tootin ' ?",DESC
365,How is it correct to say ` qigong ' ?,DESC
366,What is a wet dream ?,DESC
367,What facial feature did Walt Disney sport that none of Disney 's employees is allowed to ?,DESC
368,What does `` Philebus-like '' mean ?,DESC
369,What is the origin of `` jiggy '' as in getting jiggy with it ?,DESC
370,What is an aortic abdominal aneurysm ?,DESC
371,How does a chick breathe inside an egg ?,DESC
372,From what cause does tuberculosis stem ?,DESC
373,What is endometriosis ?,DESC
374,What makes salt ?,DESC
375,Why are organ transplants more successful today ?,DESC
376,What is thalassemia ?,DESC
377,Why are the rooftops in Canada green ?,DESC
378,What is a handheld PC ?,DESC
379,What do economists do ?,DESC
380,How do storms form ?,DESC
381,What is the poetic meter of blank verse ?,DESC
382,What is Remembrance Day all about ?,DESC
383,What do you say to a friend who ignores you for other friends ?,DESC
384,What does the name Gina mean ?,DESC
385,What is the origin of the word `` attic '' ?,DESC
386,Why does the sun shine only a short time in Alaska ?,DESC
387,How do you use an intranet ?,DESC
388,How is plastic made ?,DESC
389,Why is the grass green ?,DESC
390,What is the difference between fatalism and determinism ?,DESC
391,What is the difference between terry cloth and French terry ?,DESC
392,What steps can be taken to prevent diabetes ?,DESC
393,Colin Powell is most famous for what ?,DESC
394,What is digitalis ?,DESC
395,What is the origin of a.m. and p.m. ?,DESC
396,How do you stop junk snail mail ?,DESC
397,What is thermal equilibrium ?,DESC
398,"What are some fun things to do in Cozumel , Mexico for teenagers ?",DESC
399,What effect does a prism have on light ?,DESC
400,How do I know if I 'm jealous of someone ?,DESC
401,What personality traits are Capricorns said to have ?,DESC
402,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",DESC
403,How did U.S.A become involved in the Barbary Wars,DESC
404,How do I find out the exact time of a sunset for a particular day ?,DESC
405,What is `` Chicago Hope '' ?,DESC
406,What is the origin of the name Igor ?,DESC
407,How is Answers.com funded ?,DESC
408,What are field effect transistors ?,DESC
409,Why were the American soldiers in WWI called `` Doughboys '',DESC
410,Where do chihuahuas come from ?,DESC
411,What is the difference between a preface and a foreword ?,DESC
412,How do they type Chinese characters on a keyboard ?,DESC
413,How did the war of 1812 affect Delaware ?,DESC
414,What does a red flag mean in auto racing ?,DESC
415,How is ` qigong ' properly pronounced ?,DESC
416,What is tyvek ?,DESC
417,How do you recognize anorexia ?,DESC
418,What is the origin of the word Marijuana ?,DESC
419,Where does the expression `` cloud nine '' come from ?,DESC
420,How do I register a trade name in North Carolina ?,DESC
421,What are the `` Star Wars '' satellites ?,DESC
422,What do players try to do when the music stops in a game of musical chairs ?,DESC
423,What is Boston Kreme ?,DESC
424,What does `` Semper Fidelis '' mean ?,DESC
425,What 's the difference and advantages of selecting a Super VHS VCR over plain VHS model ?,DESC
426,What makes popcorn pop ?,DESC
427,What makes thunder ?,DESC
428,How can you get rust stains out of clothing ?,DESC
429,How is saline used in medicine ?,DESC
430,What is Candlemas Day ?,DESC
431,What are snowballs to a hot-rodder ?,DESC
432,What are the short- and long-term effects of underage drinking ?,DESC
433,What is a phalanx ?,DESC
434,What is the definition of ` graphic details ' ?,DESC
435,"What was archy , and mehitabel ?",DESC
436,What does the word affiant mean ?,DESC
437,What is the origin of the word trigonometry ?,DESC
438,What causes `` rolling thunder '' ?,DESC
439,What is the half-life of P-32 ?,DESC
440,What must a Las Vegas blackjack dealer do when he reaches 16 ?,DESC
441,What does the name `` Justin '' mean ?,DESC
442,How does General Mills manufacture Cheerios ?,DESC
443,"What is Black Hills , South Dakota most famous for ?",DESC
444,How did the jack-o '-lantern get it 's name ?,DESC
445,Why do pressure cookers save time in the kitchen ?,DESC
446,"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?",DESC
447,What was the filling in the first golf balls ?,DESC
448,How do I find a web address for a company ?,DESC
449,What is a bone marrow transplant ?,DESC
450,What does the donation process entail ?,DESC
451,Why did several San Diego schools remove apples from students menus ?,DESC
452,What is an example of an actual case of using the Fourteenth Amendment ?,DESC
453,How can I get a comic character I made copyrighted and published ?,DESC
454,Where did the energy for the Big Bang come from ?,DESC
455,What are the benefits of a rowing machine ?,DESC
456,What is the Immaculate Conception ?,DESC
457,Why are there no white lines on pro footballs ?,DESC
458,What is hebephrenia ?,DESC
459,What made the Finger Lakes in western New York state ?,DESC
460,What is porphyria ?,DESC
461,Why do they call it a `` funny bone '' ?,DESC
462,"What was the first Funk 'N Lata , Brazilian group , success ?",DESC
463,What were the three prophecies the witches make to Macbeth ?,DESC
464,What did Mighty Mouse always sing as he went into action ?,DESC
465,How can I stop or slow down aging ?,DESC
466,What was the outcome of the 1945 Yalta Conference ?,DESC
467,How is an executioner determined ?,DESC
468,What are the words to the Canadian National anthem ?,DESC
469,Where did the term `` 86ed '' come from ?,DESC
470,What are manifest and latent function theories ?,DESC
471,What is the historical relationship of Catholic Church and bingo ?,DESC
472,Why was the L.A. office of Shea and Gould closed ?,DESC
473,What makes a clitoris sensitive ?,DESC
474,How do I impress a guy ?,DESC
475,What is `` the computer for the rest of us '' ?,DESC
476,How do you address a Chinese person ?,DESC
477,How did Edith Bunker die ?,DESC
478,How is Easter Sunday 's date determined ?,DESC
479,How do you become a dentist ?,DESC
480,"How can I find online spelling , and punctuation drills for my 6th grader ?",DESC
481,How can I get started in writing for television ?,DESC
482,How can your school march in the Macy 's Thanksgiving Parade ?,DESC
483,Colin Powell is best known for what achievement ?,DESC
484,Why do oceans contain salt water instead of fresh water ?,DESC
485,Why are eggs supposed to be stored small end down ?,DESC
486,How can I find out my biorhythm ?,DESC
487,What is the secret of the universe ?,DESC
488,What happened in dogtown in 1899 to make that year remembered ?,DESC
489,What do I need to learn to design web pages ?,DESC
490,What are amphibians ?,DESC
491,What is the literal meaning of `` D-DAY '' ?,DESC
492,What excuse did the NATO people give for hitting the Chinese embassy ?,DESC
493,What is paracetamol ?,DESC
494,What caused Harry Houdini 's death ?,DESC
495,What is an Angelus ?,DESC
496,What is the `` 7-minute cigarette '' ?,DESC
497,Where did the term `` 86 '' come from ?,DESC
498,"What is the origin of the word , JJ .",DESC
499,How do you ask questions ?,DESC
500,What is a serigraph ?,DESC
501,What is troilism ?,DESC
502,What is the difference between New York-style and Chicago-style pizza ?,DESC
503,How do I check if my modem is v.9 compatible ?,DESC
504,How do doctors diagnose bone cancer ?,DESC
505,What caused Shea & Gould to close their L.A. office ?,DESC
506,What are hook worms ?,DESC
507,What is the origin of head lice ?,DESC
508,"Why do USA fax machines not work in UK , NNP ?",DESC
509,What is the difference between the anus and the rectum ?,DESC
510,"In My Antonia , how is Mr. Shimerda out of place on the farm ?",DESC
511,What are the lyrics to `` Smelly Cat '' ?,DESC
512,What happened to Pompeii ?,DESC
513,What is `` bloodhound '' ?,DESC
514,Why is the moon different sizes and colors ?,DESC
515,What happens when lightning strikes a body of water ?,DESC
516,What does `` saute '' mean ?,DESC
517,What is Shalom ?,DESC
518,What do you know about multicultural and multilingual schools ?,DESC
519,What is software piracy ?,DESC
520,What does idle mean ?,DESC
521,What is a plant supplement ?,DESC
522,How is bubble wrap made ?,DESC
523,What is a turnkey contract ?,DESC
524,What is a neurosurgeon ?,DESC
525,What are the Greek numerals ?,DESC
526,What is the origin of the word `` sideburns '' ?,DESC
527,How did the Hohenzollerns build their power around 17 ?,DESC
528,What 's the difference between sleet and freezing rain ?,DESC
529,What is the origin of the Christmas tree ?,DESC
530,What is hyperopia ?,DESC
531,How do chickens have baby chicks ?,DESC
532,How can you tell when figs are ripe ?,DESC
533,How do you calculate the change in enthalpy of a chemical reaction ?,DESC
534,What is saltpeter ?,DESC
535,What is `` Nine Inch Nails '' ?,DESC
536,Why does sound travel quicker through water than air ?,DESC
537,How can I enforce new rules to a group of youngsters who have been allowed to do as they please .,DESC
538,"What is the meaning of caliente , in English , ?",DESC
539,What was unusual about Alexandra 's appearance in Josie and the Pussycats ?,DESC
540,What is a dangling participle ?,DESC
541,How do I find the balance of my social security account ?,DESC
542,How do I love thee ?,DESC
543,How do you handle a hungry man ?,DESC
544,What is the origin of `` barbeque '' ?,DESC
545,What is the proof that houseplants metabolize carcinogens ?,DESC
546,What is the nature of snow and how is the formation of snow different from that of ice ?,DESC
547,What are the Arabic Numerals from 1 to 10 ?,DESC
548,What is the origin of the term soda jerk ?,DESC
549,What kind of greeting is appropriate to send on Yom Kippur ?,DESC
550,What characteristics contribute to its `` intelligence '' ?,DESC
551,What is Smartnet ?,DESC
552,What is the difference between a bachelor and a 1 bedroom apartment ?,DESC
553,What are Cushman and Wakefield known for ?,DESC
554,What is Eagle 's syndrome styloid process ?,DESC
555,What is the difference between molecules and compounds ?,DESC
556,What do Christian Scientists believe in ?,DESC
557,What happened in the Long March ?,DESC
558,How do boats float ?,DESC
559,What causes canker sores in the mouth ?,DESC
560,"Why is the universe flat , if it started by an explosion , shouldn 't it be a sphere ?",DESC
561,What does the Georgetown `` Hoya '' mean ?,DESC
562,What is the origin of Boxing Day ?,DESC
563,What is power steering ?,DESC
564,Why does a candle need a wick ?,DESC
565,How do you make a computer chip ?,DESC
566,What does `` intractable plantar keratoma '' mean ?,DESC
567,Why did the Anglican church split from the Vatican ?,DESC
568,What is Head Start ?,DESC
569,Define the Pheonix Club ?,DESC
570,Why is Chicago named Chicago ?,DESC
571,What is `` flintknapping '' ?,DESC
572,How was the element calcium named ?,DESC
573,What does Melissa mean ?,DESC
574,Why did the chicken cross the road ?,DESC
575,What happened during the Blackhawk Indian war of 1832 ?,DESC
576,What is the origin of the term `` buffalo wings '' that is used as a menu item in bars across the nation for chicken wings in a spicey sauce ?,DESC
577,What is June 's birthstone ?,DESC
578,How can I find out my Moon sign ?,DESC
579,How has TV affected our society ?,DESC
580,What is the history of the hairdryer ?,DESC
581,What was the verdict in the 1925 trial of John T. Scopes ?,DESC
582,How did Bob Marley die ?,DESC
583,What does the name Calder mean ?,DESC
584,Why is the development of space so important ?,DESC
585,How do they find an epicenter ?,DESC
586,"Why do some jets have a vapor trail , and others do not ?",DESC
587,How do you buy stocks ?,DESC
588,How does psorisis disappear ?,DESC
589,What is a meerkat ?,DESC
590,"What do Hank Aaron , Jimmy Stewart , and Howard K. Smith have in common ?",DESC
591,What is the main application of sodium hydrosulfite ?,DESC
592,What did Lenny Bruce say that got him arrested ?,DESC
593,What is the circumorbital hematoma ?,DESC
594,What is the history of the soft drink Mr. Pibb ?,DESC
595,How do vending machines tell if your dollar is a 1 or a 5 ?,DESC
596,What is proposition 98 about ?,DESC
597,What is ` Last Chance for Animals ' ?,DESC
598,What is the origin of the word assassinate ?,DESC
599,How do I sing like Elvis Presley ?,DESC
600,What is the origin of thank you notes ?,DESC
601,Why do people shake hands to show friendliness ?,DESC
602,Why are haunted houses popular ?,DESC
603,What is a nematode ?,DESC
604,What is fiber in food ?,DESC
605,What happened to Answers.com ?,DESC
606,What is a virtual IP address ?,DESC
607,What is the history of Buffalo chicken wings ?,DESC
608,"What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''",DESC
609,What were the first words spoken on a film sound track ?,DESC
610,What is the difference between a college and a university ?,DESC
611,What are the seven virtues ?,DESC
612,How close a cousin was Franklin D. to Theodore Roosevelt ?,DESC
613,What does Venus Retrograde mean ?,DESC
614,How can I determine the radius of an ellipse ?,DESC
615,Why do we have to go to school ?,DESC
616,What is spaceball played on ?,DESC
617,What is the biblical meaning of ` stones ' ?,DESC
618,What does Lloyd 's Lutine Bell announce ?,DESC
619,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,DESC
